date,disability benefits
2014-09-01,46.64925625422583
2014-10-01,40.035725911458336
2014-11-01,45.25938596491229
2014-12-01,42.73148148148148
2015-01-01,48.44557493540052
2015-02-01,40.39072249589491
2015-03-01,42.679369918699194
2015-04-01,48.60706018518518
2015-05-01,42.26451890034364
2015-06-01,42.86781322698571
2015-07-01,41.42236673089275
2015-08-01,42.73148148148148
2015-09-01,44.62102772143341
2015-10-01,46.87109375
2015-11-01,39.99666666666668
2015-12-01,38.45833333333333
2016-01-01,36.8186369509044
2016-02-01,44.331280788177345
2016-03-01,40.647018970189706
2016-04-01,42.655175264550266
2016-05-01,39.171993127147765
2016-06-01,42.86781322698571
2016-07-01,40.45905587668594
2016-08-01,42.73148148148148
2016-09-01,37.52222785665991
2016-10-01,35.1533203125
2016-11-01,36.8390350877193
2016-12-01,36.32175925925926
2017-01-01,44.56992894056848
2017-02-01,40.39072249589491
2017-03-01,42.679369918699194
2017-04-01,39.679232804232804
2017-05-01,39.171993127147765
2017-06-01,40.87396144898637
2017-07-01,38.532434168272324
2017-08-01,40.83230452674897
2017-09-01,41.57868492224476
2017-10-01,39.05924479166667
2017-11-01,38.94412280701755
2017-12-01,40.594907407407405
2018-01-01,42.63210594315246
2018-02-01,43.346141215106734
2018-03-01,40.647018970189706
2018-04-01,45.63111772486773
2018-05-01,45.35704467353951
2018-06-01,42.86781322698571
2018-07-01,42.38567758509956
2018-08-01,43.681069958847736
2018-09-01,40.56457065584855
2018-10-01,45.894612630208336
2018-11-01,45.25938596491229
2018-12-01,41.66319444444444
2019-01-01,49.41448643410853
2019-02-01,44.331280788177345
2019-03-01,45.72789634146342
2019-04-01,45.63111772486773
2019-05-01,46.38788659793814
2019-06-01,43.86473911598537
2019-07-01,49.128853564547214
2019-08-01,47.47942386831276
2019-09-01,46.64925625422583
2019-10-01,45.894612630208336
2019-11-01,47.36447368421054
2019-12-01,48.072916666666664
2020-01-01,55.227955426356594
2020-02-01,55.16781609195402
2020-03-01,50.808773712737135
2020-04-01,48.60706018518518
2020-05-01,43.29536082474226
2020-06-01,46.85551678298438
2020-07-01,47.202231856133594
2020-08-01,43.681069958847736
2020-09-01,46.64925625422583
2020-10-01,43.941650390625
2020-11-01,42.101754385964924
2020-12-01,49.1412037037037
2021-01-01,46.5077519379845
2021-02-01,48.27183908045977
2021-03-01,47.7602472899729
2021-04-01,45.63111772486773
2021-05-01,46.38788659793814
2021-06-01,45.85859089398471
2021-07-01,46.238921001926784
2021-08-01,49.37860082304527
2021-09-01,50.705713319810684
2021-10-01,52.72998046875001
2021-11-01,50.522105263157904
2021-12-01,45.93634259259259
2022-01-01,53.290132428940574
2022-02-01,63.04893267651889
2022-03-01,57.92200203252033
2022-04-01,59.51884920634921
2022-05-01,59.788831615120266
2022-06-01,59.815553339980056
2022-07-01,62.615205523442526
2022-08-01,64.57201646090535
2022-09-01,62.87508451656525
2022-10-01,65.42423502604167
2022-11-01,63.15263157894738
2022-12-01,68.37037037037037
2023-01-01,67.82380490956074
2023-02-01,68.95977011494253
2023-03-01,76.2131605691057
2023-04-01,75.39054232804233
2023-05-01,77.3131443298969
2023-06-01,74.76944167497507
2023-07-01,71.2850032113038
2023-08-01,76.91666666666667
2023-09-01,76.05856997971603
2023-10-01,76.16552734375
2023-11-01,76.83570175438598
2023-12-01,75.84837962962962
2024-01-01,74.60618540051681
2024-02-01,72.90032840722496
2024-03-01,71.13228319783198
2024-04-01,72.41459986772487
2024-05-01,72.15893470790377
2024-06-01,65.79710867397806
2024-07-01,68.39507064868337
2024-08-01,69.31995884773663
2024-09-01,67.94565584854632
2024-10-01,67.377197265625
2024-11-01,73.6780701754386
2024-12-01,70.50694444444444
2025-01-01,76.54400839793283
2025-02-01,76.8408866995074
2025-03-01,77.22933604336043
2025-04-01,76.38252314814815
2025-05-01,69.0664089347079
2025-06-01,75.76636756397474
2025-07-01,85.73466602440591
2025-08-01,76.91666666666667
2025-09-01,82.14325557809332
2025-10-01,90.812744140625
2025-11-01,92.62385964912282
2025-12-01,106.8287037037037
