date,food stamps
2014-09-01,33.607550761421315
2014-10-01,29.249399038461533
2014-11-01,31.375342465753423
2014-12-01,34.74514563106796
2015-01-01,33.180463576158935
2015-02-01,31.83550613496932
2015-03-01,32.79107424960505
2015-04-01,34.7860824742268
2015-05-01,33.72074468085106
2015-06-01,34.42079207920792
2015-07-01,33.58076407506702
2015-08-01,35.28982300884955
2015-09-01,34.51586294416243
2015-10-01,26.668569711538456
2015-11-01,30.39486301369863
2015-12-01,32.42880258899677
2016-01-01,31.284437086092712
2016-02-01,31.83550613496932
2016-03-01,33.9218009478673
2016-04-01,30.569587628865982
2016-05-01,32.63297872340425
2016-06-01,36.445544554455445
2016-07-01,30.702412868632706
2016-08-01,33.48008849557522
2016-09-01,29.974302030456847
2016-10-01,28.389122596153843
2016-11-01,29.414383561643834
2016-12-01,30.112459546925567
2017-01-01,31.284437086092712
2017-02-01,31.83550613496932
2017-03-01,29.398894154818326
2017-04-01,27.40721649484536
2017-05-01,32.63297872340425
2017-06-01,32.396039603960396
2017-07-01,30.702412868632706
2017-08-01,30.765486725663713
2017-09-01,39.05742385786801
2017-10-01,36.99188701923077
2017-11-01,30.39486301369863
2017-12-01,32.42880258899677
2018-01-01,34.12847682119205
2018-02-01,39.51993865030674
2018-03-01,30.52962085308057
2018-04-01,29.515463917525775
2018-05-01,30.457446808510635
2018-06-01,28.346534653465348
2018-07-01,30.702412868632706
2018-08-01,30.765486725663713
2018-09-01,29.06598984771573
2018-10-01,27.52884615384615
2018-11-01,27.453424657534246
2018-12-01,32.42880258899677
2019-01-01,58.77682119205297
2019-02-01,37.32438650306748
2019-03-01,30.52962085308057
2019-04-01,28.461340206185568
2019-05-01,31.545212765957444
2019-06-01,31.383663366336634
2019-07-01,36.45911528150134
2019-08-01,30.765486725663713
2019-09-01,27.249365482233497
2019-10-01,25.808293269230766
2019-11-01,25.492465753424657
2019-12-01,34.74514563106796
2020-01-01,29.388410596026485
2020-02-01,31.83550613496932
2020-03-01,71.23578199052133
2020-04-01,105.41237113402062
2020-05-01,62.002659574468076
2020-06-01,50.61881188118812
2020-07-01,43.17526809651474
2020-08-01,42.528761061946895
2020-09-01,39.05742385786801
2020-10-01,41.293269230769226
2020-11-01,43.14109589041096
2020-12-01,52.11771844660194
2021-01-01,49.29668874172185
2021-02-01,53.79102760736196
2021-03-01,44.09834123222749
2021-04-01,40.05670103092783
2021-05-01,45.68617021276595
2021-06-01,46.56930693069307
2021-07-01,45.094168900804284
2021-08-01,52.48230088495575
2021-09-01,49.95717005076141
2021-10-01,40.43299278846153
2021-11-01,46.08253424657534
2021-12-01,47.48503236245955
2022-01-01,49.29668874172185
2022-02-01,54.88880368098159
2022-03-01,50.882701421800945
2022-04-01,47.43556701030928
2022-05-01,48.949468085106375
2022-06-01,53.65594059405941
2022-07-01,54.68867292225201
2022-08-01,52.48230088495575
2022-09-01,51.773794416243646
2022-10-01,49.896033653846146
2022-11-01,47.06301369863014
2022-12-01,52.11771844660194
2023-01-01,48.348675496688735
2023-02-01,48.3021472392638
2023-03-01,45.229067930489734
2023-04-01,40.05670103092783
2023-05-01,44.598404255319146
2023-06-01,45.556930693069305
2023-07-01,45.094168900804284
2023-08-01,42.528761061946895
2023-09-01,41.782360406091364
2023-10-01,34.411057692307686
2023-11-01,37.25821917808219
2023-12-01,41.69417475728155
2024-01-01,37.9205298013245
2024-02-01,39.51993865030674
2024-03-01,35.05252764612954
2024-04-01,33.7319587628866
2024-05-01,35.89627659574467
2024-06-01,38.47029702970297
2024-07-01,39.33746648793566
2024-08-01,36.19469026548672
2024-09-01,34.51586294416243
2024-10-01,34.411057692307686
2024-11-01,33.336301369863016
2024-12-01,34.74514563106796
2025-01-01,42.66059602649006
2025-02-01,39.51993865030674
2025-03-01,32.79107424960505
2025-04-01,33.7319587628866
2025-05-01,35.89627659574467
2025-06-01,34.42079207920792
2025-07-01,35.499664879356565
2025-08-01,33.48008849557522
2025-09-01,29.974302030456847
2025-10-01,78.28515624999999
2025-11-01,73.53595890410959
2025-12-01,35.90331715210356
