date,medicaid
2013-11-01,35.63113529662825
2013-12-01,40.24361605107159
2014-01-01,40.52609223300971
2014-02-01,37.16256662566626
2014-03-01,42.47028985507246
2014-04-01,41.410590277777786
2014-05-01,38.0625
2014-06-01,36.864766081871345
2014-07-01,36.783214709371286
2014-08-01,36.140151515151516
2014-09-01,37.57098765432098
2014-10-01,35.486228387615604
2014-11-01,35.63113529662825
2014-12-01,36.98062015503876
2015-01-01,36.6664644012945
2015-02-01,38.14052890528905
2015-03-01,37.53188405797101
2015-04-01,39.3400607638889
2015-05-01,35.94791666666667
2015-06-01,36.864766081871345
2015-07-01,36.783214709371286
2015-08-01,37.116912366912366
2015-09-01,39.60185185185185
2015-10-01,36.44531564133494
2015-11-01,36.64916773367477
2015-12-01,39.15595075239398
2016-01-01,36.6664644012945
2016-02-01,39.118491184911846
2016-03-01,34.56884057971014
2016-04-01,38.30479600694445
2016-05-01,35.94791666666667
2016-06-01,35.86842105263158
2016-07-01,33.95373665480427
2016-08-01,39.070434070434075
2016-09-01,35.54012345679012
2016-10-01,35.486228387615604
2016-11-01,38.685232607767816
2016-12-01,36.98062015503876
2017-01-01,42.455906148867314
2017-02-01,38.14052890528905
2017-03-01,44.44565217391304
2017-04-01,37.26953125000001
2017-05-01,42.29166666666667
2017-06-01,45.83187134502924
2017-07-01,39.61269276393831
2017-08-01,41.02395577395578
2017-09-01,37.57098765432098
2017-10-01,38.36349014877363
2017-11-01,43.77539479300042
2017-12-01,39.15595075239398
2018-01-01,42.455906148867314
2018-02-01,40.09645346453465
2018-03-01,40.494927536231884
2018-04-01,42.44585503472223
2018-05-01,42.29166666666667
2018-06-01,40.85014619883041
2018-07-01,40.55585211546065
2018-08-01,42.97747747747748
2018-09-01,38.58641975308642
2018-10-01,42.19983916365099
2018-11-01,43.77539479300042
2018-12-01,41.3312813497492
2019-01-01,44.38572006472492
2019-02-01,43.03034030340304
2019-03-01,42.47028985507246
2019-04-01,45.551649305555564
2019-05-01,44.40625
2019-06-01,40.85014619883041
2019-07-01,42.44217081850533
2019-08-01,42.97747747747748
2019-09-01,42.64814814814814
2019-10-01,42.19983916365099
2019-11-01,42.7573623559539
2019-12-01,41.3312813497492
2020-01-01,48.24534789644013
2020-02-01,44.986264862648625
2020-03-01,38.5195652173913
2020-04-01,34.16373697916667
2020-05-01,33.833333333333336
2020-06-01,39.853801169590646
2020-07-01,37.72637406089363
2020-08-01,38.09367321867322
2020-09-01,40.61728395061728
2020-10-01,40.28166465621231
2020-11-01,39.70326504481434
2020-12-01,42.41894664842681
2021-01-01,40.52609223300971
2021-02-01,41.07441574415744
2021-03-01,43.45797101449275
2021-04-01,43.48111979166667
2021-05-01,43.348958333333336
2021-06-01,44.83552631578947
2021-07-01,39.61269276393831
2021-08-01,43.95423832923833
2021-09-01,42.64814814814814
2021-10-01,42.19983916365099
2021-11-01,44.793427230046944
2021-12-01,43.50661194710442
2022-01-01,43.42081310679612
2022-02-01,44.986264862648625
2022-03-01,48.3963768115942
2022-04-01,44.51638454861112
2022-05-01,42.29166666666667
2022-06-01,41.84649122807018
2022-07-01,40.55585211546065
2022-08-01,44.93099918099918
2022-09-01,44.679012345679006
2022-10-01,46.03618817852835
2022-11-01,46.82949210413999
2022-12-01,45.681942544459645
2023-01-01,46.31553398058253
2023-02-01,50.8540385403854
2023-03-01,51.359420289855066
2023-04-01,51.76323784722223
2023-05-01,52.864583333333336
2023-06-01,51.80994152046784
2023-07-01,49.98744563068406
2023-08-01,51.76832514332514
2023-09-01,51.78703703703703
2023-10-01,51.7907117008444
2023-11-01,53.95571916346564
2023-12-01,53.29559963520292
2024-01-01,53.06988268608415
2024-02-01,53.78792537925379
2024-03-01,50.371739130434776
2024-04-01,53.83376736111112
2024-05-01,52.864583333333336
2024-06-01,46.828216374269005
2024-07-01,49.04428627916172
2024-08-01,51.76832514332514
2024-09-01,50.771604938271594
2024-10-01,51.7907117008444
2024-11-01,52.937686726419116
2024-12-01,54.383264933880525
2025-01-01,68.50839401294499
2025-02-01,75.30309553095532
2025-03-01,63.211594202898546
2025-04-01,60.045355902777786
2025-05-01,72.953125
2025-06-01,66.75511695906432
2025-07-01,94.31593515223408
2025-08-01,57.628890253890255
2025-09-01,62.956790123456784
2025-10-01,71.93154402895055
2025-11-01,62.09997865983781
2025-12-01,66.34758321933424
