date,energy assistance program
2022-04-01,66.2969696969697
2022-05-01,66.48500810372771
2022-06-01,66.60565902578797
2022-07-01,60.46798080934501
2022-08-01,66.59471057884232
2022-09-01,60.253909026297094
2022-10-01,57.35126931567329
2022-11-01,63.773319615912214
2022-12-01,55.37269567845271
2023-01-01,61.41025080198308
2023-02-01,66.44798785117692
2023-03-01,64.61856540084389
2023-04-01,59.92226107226107
2023-05-01,73.87223122636412
2023-06-01,60.07569245463228
2023-07-01,53.62254901960784
2023-08-01,55.67754491017965
2023-09-01,51.50737384506042
2023-10-01,53.578159492273734
2023-11-01,51.76893004115227
2023-12-01,47.93457237836205
2024-01-01,51.839822105570136
2024-02-01,47.75949126803341
2024-03-01,49.617827004219414
2024-04-01,54.822494172494174
2024-05-01,57.62034035656402
2024-06-01,49.62774594078319
2024-07-01,44.49530663329161
2024-08-01,49.12724550898204
2024-09-01,42.76083866382374
2024-10-01,44.52269591611479
2024-11-01,39.76454046639232
2024-12-01,42.14936536718042
2025-01-01,47.05460775736366
2025-02-01,55.027239939255885
2025-03-01,49.617827004219414
2025-04-01,61.1972027972028
2025-05-01,62.05267423014587
2025-06-01,56.157712511938875
2025-07-01,59.32707551105548
2025-08-01,50.21896207584831
2025-09-01,46.64818763326227
2025-10-01,54.33278145695364
2025-11-01,53.26947873799726
2025-12-01,58.67852825627078
