date,tax refund
2012-05-01,9.592391304347826
2012-06-01,8.754960317460318
2012-07-01,9.724517906336088
2012-08-01,9.489247311827956
2012-09-01,8.059360730593607
2012-10-01,11.925675675675675
2012-11-01,12.08904109589041
2012-12-01,11.5359477124183
2013-01-01,16.219715956558062
2013-02-01,16.507973014412755
2013-03-01,14.900599128540305
2013-04-01,14.968657817109143
2013-05-01,12.789855072463768
2013-06-01,10.505952380952381
2013-07-01,9.724517906336088
2013-08-01,9.489247311827956
2013-09-01,12.08904109589041
2013-10-01,11.925675675675675
2013-11-01,8.059360730593607
2013-12-01,11.5359477124183
2014-01-01,13.270676691729323
2014-02-01,16.77859552284575
2014-03-01,11.535947712418302
2014-04-01,13.01622418879056
2014-05-01,10.658212560386474
2014-06-01,8.754960317460318
2014-07-01,9.724517906336088
2014-08-01,9.489247311827956
2014-09-01,12.08904109589041
2014-10-01,15.9009009009009
2014-11-01,12.08904109589041
2014-12-01,14.419934640522875
2015-01-01,19.1687552213868
2015-02-01,13.5311254216498
2015-03-01,12.977941176470589
2015-04-01,12.365412979351031
2015-05-01,10.658212560386474
2015-06-01,12.256944444444445
2015-07-01,9.724517906336088
2015-08-01,9.489247311827956
2015-09-01,12.08904109589041
2015-10-01,11.925675675675675
2015-11-01,12.08904109589041
2015-12-01,11.5359477124183
2016-01-01,19.1687552213868
2016-02-01,18.402330573443727
2016-03-01,13.939270152505447
2016-04-01,13.01622418879056
2016-05-01,11.72403381642512
2016-06-01,12.256944444444445
2016-07-01,9.724517906336088
2016-08-01,9.489247311827956
2016-09-01,12.08904109589041
2016-10-01,11.925675675675675
2016-11-01,12.08904109589041
2016-12-01,11.5359477124183
2017-01-01,15.482456140350877
2017-02-01,21.92042318307268
2017-03-01,15.381263616557735
2017-04-01,14.317846607669615
2017-05-01,12.789855072463768
2017-06-01,12.256944444444445
2017-07-01,12.15564738292011
2017-08-01,12.652329749103941
2017-09-01,12.08904109589041
2017-10-01,11.925675675675675
2017-11-01,16.118721461187214
2017-12-01,14.419934640522875
2018-01-01,16.219715956558062
2018-02-01,24.085403250536643
2018-03-01,19.7072440087146
2018-04-01,14.968657817109143
2018-05-01,12.789855072463768
2018-06-01,12.256944444444445
2018-07-01,12.15564738292011
2018-08-01,12.652329749103941
2018-09-01,12.08904109589041
2018-10-01,11.925675675675675
2018-11-01,12.08904109589041
2018-12-01,17.30392156862745
2019-01-01,20.64327485380117
2019-02-01,27.0622508432996
2019-03-01,18.74591503267974
2019-04-01,16.2702802359882
2019-05-01,12.789855072463768
2019-06-01,12.256944444444445
2019-07-01,12.15564738292011
2019-08-01,12.652329749103941
2019-09-01,16.118721461187214
2019-10-01,15.9009009009009
2019-11-01,12.08904109589041
2019-12-01,14.419934640522875
2020-01-01,16.219715956558062
2020-02-01,24.35602575896964
2020-03-01,16.342592592592595
2020-04-01,17.571902654867255
2020-05-01,14.921497584541061
2020-06-01,17.509920634920636
2020-07-01,24.31129476584022
2020-08-01,22.141577060931898
2020-09-01,20.14840182648402
2020-10-01,15.9009009009009
2020-11-01,12.08904109589041
2020-12-01,14.419934640522875
2021-01-01,8.847117794486216
2021-02-01,12.17801287948482
2021-03-01,27.878540305010894
2021-04-01,22.77839233038348
2021-05-01,38.369565217391305
2021-06-01,49.02777777777778
2021-07-01,55.9159779614325
2021-08-01,44.283154121863795
2021-09-01,28.207762557077622
2021-10-01,19.876126126126124
2021-11-01,20.14840182648402
2021-12-01,17.30392156862745
2022-01-01,12.53341687552214
2022-02-01,15.425482980680773
2022-03-01,17.78458605664488
2022-04-01,17.571902654867255
2022-05-01,18.118961352657003
2022-06-01,17.509920634920636
2022-07-01,19.449035812672175
2022-08-01,25.304659498207883
2022-09-01,28.207762557077622
2022-10-01,35.777027027027025
2022-11-01,44.326484018264836
2022-12-01,28.83986928104575
2023-01-01,16.956975772765247
2023-02-01,14.342992946948788
2023-03-01,13.939270152505447
2023-04-01,15.619469026548671
2023-05-01,15.987318840579709
2023-06-01,14.007936507936508
2023-07-01,14.58677685950413
2023-08-01,15.815412186379927
2023-09-01,20.14840182648402
2023-10-01,19.876126126126124
2023-11-01,20.14840182648402
2023-12-01,17.30392156862745
2024-01-01,13.270676691729323
2024-02-01,14.072370438515792
2024-03-01,14.419934640522877
2024-04-01,16.2702802359882
2024-05-01,11.72403381642512
2024-06-01,10.505952380952381
2024-07-01,12.15564738292011
2024-08-01,12.652329749103941
2024-09-01,12.08904109589041
2024-10-01,15.9009009009009
2024-11-01,12.08904109589041
2024-12-01,14.419934640522875
2025-01-01,13.270676691729323
2025-02-01,13.260502913216804
2025-03-01,13.939270152505447
2025-04-01,14.968657817109143
2025-05-01,11.72403381642512
2025-06-01,17.509920634920636
2025-07-01,17.017906336088153
2025-08-01,15.815412186379927
2025-09-01,16.118721461187214
2025-10-01,19.876126126126124
2025-11-01,20.14840182648402
2025-12-01,23.0718954248366
