date,medicare
2012-06-01,33.714652956298195
2012-07-01,31.77401837928154
2012-08-01,39.548084759576206
2012-09-01,36.30090945037564
2012-10-01,34.1474417196488
2012-11-01,31.661095636026
2012-12-01,30.378574013753163
2013-01-01,33.43907011623547
2013-02-01,32.571206829646876
2013-03-01,30.71428571428571
2013-04-01,34.13643996641478
2013-05-01,33.362719298245615
2013-06-01,30.343187660668374
2013-07-01,32.86967418546366
2013-08-01,32.06601466992665
2013-09-01,35.26374060893634
2013-10-01,35.73569482288828
2013-11-01,34.096564531104924
2013-12-01,33.226565327542524
2014-01-01,34.422572178477694
2014-02-01,33.58905704307334
2014-03-01,34.80952380952381
2014-04-01,38.54114189756507
2014-05-01,34.51315789473684
2014-06-01,35.962296486718074
2014-07-01,35.060985797827904
2014-08-01,33.134881825590874
2014-09-01,35.26374060893634
2014-10-01,35.73569482288828
2014-11-01,34.096564531104924
2014-12-01,33.226565327542524
2015-01-01,35.40607424071991
2015-02-01,32.571206829646876
2015-03-01,34.80952380952381
2015-04-01,33.0352644836272
2015-05-01,35.66359649122807
2015-06-01,38.20994001713795
2015-07-01,38.34795321637427
2015-08-01,36.34148329258354
2015-09-01,37.338078291814945
2015-10-01,39.70632758098698
2015-11-01,37.34385639121015
2015-12-01,34.175895765472305
2016-01-01,32.455568053993254
2016-02-01,35.62475746992627
2016-03-01,32.76190476190476
2016-04-01,36.33879093198993
2016-05-01,33.362719298245615
2016-06-01,34.838474721508135
2016-07-01,32.86967418546366
2016-08-01,36.34148329258354
2016-09-01,34.226571767497035
2016-10-01,34.1474417196488
2016-11-01,35.720210461157535
2016-12-01,34.175895765472305
2017-01-01,38.35658042744657
2017-02-01,37.6604578967792
2017-03-01,39.92857142857142
2017-04-01,36.33879093198993
2017-05-01,41.41578947368421
2017-06-01,38.20994001713795
2017-07-01,38.34795321637427
2017-08-01,36.34148329258354
2017-09-01,38.37524713325425
2017-10-01,37.32394792612776
2017-11-01,36.532033426183844
2017-12-01,39.87187839305103
2018-01-01,38.35658042744657
2018-02-01,38.67830811020566
2018-03-01,38.9047619047619
2018-04-01,41.84466834592779
2018-05-01,39.11491228070175
2018-06-01,40.45758354755783
2018-07-01,42.730576441102755
2018-08-01,41.68581907090465
2018-09-01,39.41241597469356
2018-10-01,44.471086890705415
2018-11-01,40.59114825131538
2018-12-01,38.92254795512124
2019-01-01,44.25759280089989
2019-02-01,44.78540939076446
2019-03-01,43.0
2019-04-01,45.14819479429051
2019-05-01,43.71666666666667
2019-06-01,44.95287060839759
2019-07-01,43.82623224728488
2019-08-01,45.96128769356154
2019-09-01,46.67259786476868
2019-10-01,50.82409930366333
2019-11-01,43.83844011142062
2019-12-01,47.46652189648932
2020-01-01,50.15860517435321
2020-02-01,53.94606131160264
2020-03-01,43.0
2020-04-01,36.33879093198993
2020-05-01,39.11491228070175
2020-06-01,41.58140531276777
2020-07-01,46.01754385964912
2020-08-01,44.892420537897316
2020-09-01,47.709766706207986
2020-10-01,46.853466545564636
2020-11-01,45.46208604147323
2020-12-01,44.61853058269996
2021-01-01,44.25759280089989
2021-02-01,47.83896003104385
2021-03-01,47.09523809523809
2021-04-01,49.55289672544081
2021-05-01,51.76973684210526
2021-06-01,53.94344473007711
2021-07-01,50.400167084377614
2021-08-01,50.236756316218425
2021-09-01,53.932779754843814
2021-10-01,51.61822585528307
2021-11-01,56.01578458681523
2021-12-01,50.314513210278676
2022-01-01,57.04311961004875
2022-02-01,52.92821109817617
2022-03-01,55.28571428571428
2022-04-01,53.9575986565911
2022-05-01,50.61929824561403
2022-06-01,50.57197943444729
2022-07-01,50.400167084377614
2022-08-01,55.58109209453953
2022-09-01,52.89561091340451
2022-10-01,53.20647895852255
2022-11-01,51.95666976168369
2022-12-01,48.4158523344191
2023-01-01,54.09261342332209
2023-02-01,56.99961195188203
2023-03-01,55.28571428571428
2023-04-01,55.05877413937868
2023-05-01,51.76973684210526
2023-06-01,53.94344473007711
2023-07-01,49.30451127819549
2023-08-01,52.37449062754686
2023-09-01,52.89561091340451
2023-10-01,52.41235240690281
2023-11-01,54.39213865676261
2023-12-01,50.314513210278676
2024-01-01,54.09261342332209
2024-02-01,56.99961195188203
2024-03-01,61.42857142857142
2024-04-01,57.26112510495382
2024-05-01,52.92017543859649
2024-06-01,50.57197943444729
2024-07-01,53.687134502923975
2024-08-01,54.512224938875306
2024-09-01,56.00711743772242
2024-10-01,59.55949137148047
2024-11-01,60.07489941194677
2024-12-01,57.90915671371697
2025-01-01,64.91113610798651
2025-02-01,70.23166472642608
2025-03-01,63.47619047619047
2025-04-01,64.96935348446684
2025-05-01,64.42456140350878
2025-06-01,64.05784061696657
2025-07-01,77.79156223893067
2025-08-01,64.1320293398533
2025-09-01,68.45314353499407
2025-10-01,79.41265516197396
2025-11-01,73.875889817394
2025-12-01,71.19978284473397
