date,disaster relief
2009-12-01,1.3305084745762714
2010-01-01,11.544117647058824
2010-02-01,3.9250000000000007
2010-03-01,3.6230769230769226
2010-04-01,3.6796875
2010-05-01,4.205357142857143
2010-06-01,3.488888888888889
2010-07-01,1.635416666666667
2010-08-01,2.27536231884058
2010-09-01,0.7168949771689498
2010-10-01,0.6330645161290323
2010-11-01,1.2076923076923076
2010-12-01,1.3305084745762714
2011-01-01,1.1544117647058825
2011-02-01,2.616666666666667
2011-03-01,6.038461538461538
2011-04-01,4.90625
2011-05-01,9.8125
2011-06-01,5.233333333333333
2011-07-01,3.270833333333334
2011-08-01,3.41304347826087
2011-09-01,1.7922374429223744
2011-10-01,1.2661290322580645
2011-11-01,2.4153846153846152
2011-12-01,1.3305084745762714
2012-01-01,2.308823529411765
2012-02-01,2.616666666666667
2012-03-01,2.4153846153846152
2012-04-01,2.453125
2012-05-01,1.4017857142857144
2012-06-01,1.7444444444444445
2012-07-01,3.270833333333334
2012-08-01,2.27536231884058
2012-09-01,1.0753424657534247
2012-10-01,2.532258064516129
2012-11-01,10.869230769230768
2012-12-01,2.661016949152543
2013-01-01,2.308823529411765
2013-02-01,2.616666666666667
2013-03-01,1.2076923076923076
2013-04-01,2.453125
2013-05-01,7.008928571428572
2013-06-01,3.488888888888889
2013-07-01,3.270833333333334
2013-08-01,1.13768115942029
2013-09-01,0.7168949771689498
2013-10-01,1.2661290322580645
2013-11-01,4.8307692307692305
2013-12-01,2.661016949152543
2014-01-01,1.1544117647058825
2014-02-01,2.616666666666667
2014-03-01,1.2076923076923076
2014-04-01,2.453125
2014-05-01,2.803571428571429
2014-06-01,1.7444444444444445
2014-07-01,1.635416666666667
2014-08-01,1.13768115942029
2014-09-01,0.3584474885844749
2014-10-01,0.6330645161290323
2014-11-01,1.2076923076923076
2014-12-01,1.3305084745762714
2015-01-01,1.1544117647058825
2015-02-01,1.3083333333333336
2015-03-01,1.2076923076923076
2015-04-01,2.453125
2015-05-01,2.803571428571429
2015-06-01,3.488888888888889
2015-07-01,1.635416666666667
2015-08-01,1.13768115942029
2015-09-01,0.3584474885844749
2015-10-01,1.2661290322580645
2015-11-01,2.4153846153846152
2015-12-01,1.3305084745762714
2016-01-01,1.1544117647058825
2016-02-01,2.616666666666667
2016-03-01,2.4153846153846152
2016-04-01,2.453125
2016-05-01,1.4017857142857144
2016-06-01,1.7444444444444445
2016-07-01,1.635416666666667
2016-08-01,3.41304347826087
2016-09-01,0.7168949771689498
2016-10-01,3.165322580645161
2016-11-01,2.4153846153846152
2016-12-01,1.3305084745762714
2017-01-01,1.1544117647058825
2017-02-01,2.616666666666667
2017-03-01,1.2076923076923076
2017-04-01,1.2265625
2017-05-01,1.4017857142857144
2017-06-01,1.7444444444444445
2017-07-01,1.635416666666667
2017-08-01,11.3768115942029
2017-09-01,35.84474885844749
2017-10-01,20.258064516129032
2017-11-01,8.453846153846154
2017-12-01,5.322033898305086
2018-01-01,3.4632352941176476
2018-02-01,3.9250000000000007
2018-03-01,2.4153846153846152
2018-04-01,2.453125
2018-05-01,1.4017857142857144
2018-06-01,3.488888888888889
2018-07-01,1.635416666666667
2018-08-01,2.27536231884058
2018-09-01,1.7922374429223744
2018-10-01,3.7983870967741935
2018-11-01,3.6230769230769226
2018-12-01,2.661016949152543
2019-01-01,2.308823529411765
2019-02-01,2.616666666666667
2019-03-01,3.6230769230769226
2019-04-01,3.6796875
2019-05-01,4.205357142857143
2019-06-01,5.233333333333333
2019-07-01,3.270833333333334
2019-08-01,2.27536231884058
2019-09-01,1.4337899543378996
2019-10-01,1.2661290322580645
2019-11-01,1.2076923076923076
2019-12-01,1.3305084745762714
2020-01-01,2.308823529411765
2020-02-01,2.616666666666667
2020-03-01,19.323076923076922
2020-04-01,17.171875
2020-05-01,7.008928571428572
2020-06-01,8.722222222222221
2020-07-01,9.812500000000002
2020-08-01,5.68840579710145
2020-09-01,1.7922374429223744
2020-10-01,2.532258064516129
2020-11-01,3.6230769230769226
2020-12-01,3.991525423728814
2021-01-01,3.4632352941176476
2021-02-01,10.466666666666669
2021-03-01,4.8307692307692305
2021-04-01,3.6796875
2021-05-01,4.205357142857143
2021-06-01,3.488888888888889
2021-07-01,3.270833333333334
2021-08-01,3.41304347826087
2021-09-01,2.509132420091324
2021-10-01,1.8991935483870968
2021-11-01,2.4153846153846152
2021-12-01,6.652542372881357
2022-01-01,3.4632352941176476
2022-02-01,3.9250000000000007
2022-03-01,4.8307692307692305
2022-04-01,2.453125
2022-05-01,2.803571428571429
2022-06-01,1.7444444444444445
2022-07-01,1.635416666666667
2022-08-01,2.27536231884058
2022-09-01,1.4337899543378996
2022-10-01,5.69758064516129
2022-11-01,3.6230769230769226
2022-12-01,2.661016949152543
2023-01-01,3.4632352941176476
2023-02-01,5.233333333333334
2023-03-01,3.6230769230769226
2023-04-01,4.90625
2023-05-01,2.803571428571429
2023-06-01,3.488888888888889
2023-07-01,3.270833333333334
2023-08-01,4.55072463768116
2023-09-01,1.0753424657534247
2023-10-01,1.2661290322580645
2023-11-01,2.4153846153846152
2023-12-01,2.661016949152543
2024-01-01,2.308823529411765
2024-02-01,2.616666666666667
2024-03-01,2.4153846153846152
2024-04-01,2.453125
2024-05-01,4.205357142857143
2024-06-01,3.488888888888889
2024-07-01,11.447916666666668
2024-08-01,4.55072463768116
2024-09-01,2.1506849315068495
2024-10-01,15.193548387096774
2024-11-01,6.038461538461538
2024-12-01,5.322033898305086
2025-01-01,8.080882352941178
2025-02-01,5.233333333333334
2025-03-01,4.8307692307692305
2025-04-01,4.90625
2025-05-01,4.205357142857143
2025-06-01,5.233333333333333
2025-07-01,8.177083333333336
2025-08-01,3.41304347826087
2025-09-01,1.0753424657534247
2025-10-01,1.8991935483870968
2025-11-01,3.6230769230769226
2025-12-01,3.991525423728814
