date,homeowners insurance quote
2009-11-01,8.964590964590966
2009-12-01,6.346818810511756
2010-01-01,7.435474537037037
2010-02-01,7.540199530516432
2010-03-01,8.709371293001187
2010-04-01,8.712816455696204
2010-05-01,7.600414078674948
2010-06-01,7.647916666666667
2010-07-01,4.577306733167083
2010-08-01,5.414454277286136
2010-09-01,6.8197983014862
2010-10-01,6.285958904109588
2010-11-01,5.602869352869354
2010-12-01,7.6161825726141075
2011-01-01,7.435474537037037
2011-02-01,8.61737089201878
2011-03-01,10.886714116251483
2011-04-01,9.680907172995783
2011-05-01,7.600414078674948
2011-06-01,9.559895833333334
2011-07-01,6.865960099750624
2011-08-01,8.121681415929205
2011-09-01,6.8197983014862
2011-10-01,6.285958904109588
2011-11-01,7.8440170940170955
2011-12-01,7.6161825726141075
2012-01-01,6.373263888888889
2012-02-01,9.694542253521128
2012-03-01,10.886714116251483
2012-04-01,6.776635021097047
2012-05-01,10.450569358178054
2012-06-01,8.603906250000001
2012-07-01,9.154613466334165
2012-08-01,9.02409046214356
2012-09-01,8.768312101910828
2012-10-01,11.524257990867579
2012-11-01,13.446886446886449
2012-12-01,10.15491009681881
2013-01-01,11.68431712962963
2013-02-01,15.080399061032864
2013-03-01,17.418742586002374
2013-04-01,17.42563291139241
2013-05-01,14.250776397515528
2013-06-01,14.33984375
2013-07-01,12.9690357439734
2013-08-01,14.438544739429696
2013-09-01,12.665339702760086
2013-10-01,17.810216894977167
2013-11-01,15.688034188034191
2013-12-01,17.771092669432917
2014-01-01,22.30642361111111
2014-02-01,18.311913145539908
2014-03-01,18.507413997627523
2014-04-01,18.393723628691987
2014-05-01,19.00103519668737
2014-06-01,14.33984375
2014-07-01,12.206151288445554
2014-08-01,10.828908554572273
2014-09-01,10.716825902335456
2014-10-01,10.476598173515981
2014-11-01,8.964590964590966
2014-12-01,8.885546334716459
2015-01-01,9.559895833333334
2015-02-01,8.61737089201878
2015-03-01,13.06405693950178
2015-04-01,11.617088607594939
2015-05-01,11.400621118012422
2015-06-01,11.471875
2015-07-01,8.39172901080632
2015-08-01,9.02409046214356
2015-09-01,9.742569002123142
2015-10-01,9.428938356164382
2015-11-01,6.723443223443224
2015-12-01,7.6161825726141075
2016-01-01,8.497685185185185
2016-02-01,12.92605633802817
2016-03-01,11.975385527876632
2016-04-01,9.680907172995783
2016-05-01,16.150879917184266
2016-06-01,14.33984375
2016-07-01,12.206151288445554
2016-08-01,15.340953785644052
2016-09-01,12.665339702760086
2016-10-01,12.571917808219176
2016-11-01,12.32631257631258
2016-12-01,12.693637621023512
2017-01-01,11.68431712962963
2017-02-01,11.848884976525822
2017-03-01,21.773428232502965
2017-04-01,21.29799578059072
2017-05-01,19.95108695652174
2017-06-01,16.25182291666667
2017-07-01,12.206151288445554
2017-08-01,15.340953785644052
2017-09-01,17.536624203821656
2017-10-01,16.76255707762557
2017-11-01,15.688034188034191
2017-12-01,16.501728907330566
2018-01-01,16.99537037037037
2018-02-01,18.311913145539908
2018-03-01,15.241399762752078
2018-04-01,16.45754219409283
2018-05-01,18.050983436853002
2018-06-01,14.33984375
2018-07-01,11.443266832917708
2018-08-01,10.828908554572273
2018-09-01,11.691082802547772
2018-10-01,11.524257990867579
2018-11-01,11.205738705738709
2018-12-01,11.424273858921161
2019-01-01,11.68431712962963
2019-02-01,10.771713615023476
2019-03-01,14.152728351126928
2019-04-01,11.617088607594939
2019-05-01,15.200828157349896
2019-06-01,13.383854166666667
2019-07-01,12.9690357439734
2019-08-01,12.633726647000984
2019-09-01,13.6395966029724
2019-10-01,14.667237442922373
2019-11-01,14.56746031746032
2019-12-01,16.501728907330566
2020-01-01,16.99537037037037
2020-02-01,17.23474178403756
2020-03-01,14.152728351126928
2020-04-01,13.553270042194095
2020-05-01,15.200828157349896
2020-06-01,17.207812500000003
2020-07-01,14.494804655029096
2020-08-01,17.145771878072765
2020-09-01,15.588110403397028
2020-10-01,14.667237442922373
2020-11-01,14.56746031746032
2020-12-01,16.501728907330566
2021-01-01,14.870949074074074
2021-02-01,18.311913145539908
2021-03-01,17.418742586002374
2021-04-01,14.521360759493673
2021-05-01,14.250776397515528
2021-06-01,15.295833333333334
2021-07-01,12.206151288445554
2021-08-01,15.340953785644052
2021-09-01,13.6395966029724
2021-10-01,13.619577625570775
2021-11-01,14.56746031746032
2021-12-01,15.232365145228215
2022-01-01,13.808738425925926
2022-02-01,17.23474178403756
2022-03-01,18.507413997627523
2022-04-01,17.42563291139241
2022-05-01,14.250776397515528
2022-06-01,16.25182291666667
2022-07-01,12.9690357439734
2022-08-01,17.145771878072765
2022-09-01,14.613853503184714
2022-10-01,13.619577625570775
2022-11-01,12.32631257631258
2022-12-01,15.232365145228215
2023-01-01,14.870949074074074
2023-02-01,17.23474178403756
2023-03-01,18.507413997627523
2023-04-01,16.45754219409283
2023-05-01,15.200828157349896
2023-06-01,16.25182291666667
2023-07-01,12.206151288445554
2023-08-01,16.24336283185841
2023-09-01,16.562367303609342
2023-10-01,15.714897260273972
2023-11-01,16.808608058608062
2023-12-01,20.30982019363762
2024-01-01,18.05758101851852
2024-02-01,15.080399061032864
2024-03-01,17.418742586002374
2024-04-01,16.45754219409283
2024-05-01,16.150879917184266
2024-06-01,17.207812500000003
2024-07-01,12.9690357439734
2024-08-01,13.536135693215341
2024-09-01,17.536624203821656
2024-10-01,15.714897260273972
2024-11-01,14.56746031746032
2024-12-01,13.963001383125864
2025-01-01,35.052951388888886
2025-02-01,15.080399061032864
2025-03-01,19.59608540925267
2025-04-01,16.45754219409283
2025-05-01,15.200828157349896
2025-06-01,17.207812500000003
2025-07-01,76.28844555278471
2025-08-01,55.046951819075716
2025-09-01,49.68710191082803
2025-10-01,48.19235159817351
2025-11-01,53.787545787545795
2025-12-01,59.66009681881051
