date,whole life insurance
2020-06-01,51.934397163120565
2020-07-01,59.524352750809065
2020-08-01,53.41978346456693
2020-09-01,53.65947980835045
2020-10-01,58.29483333333333
2020-11-01,49.003025587828496
2020-12-01,57.81452802359882
2021-01-01,57.19224191542289
2021-02-01,63.17127892432771
2021-03-01,57.129014129736674
2021-04-01,58.78243847874721
2021-05-01,62.36297828335057
2021-06-01,54.98936170212765
2021-07-01,56.596925566343046
2021-08-01,54.40903871391077
2021-09-01,62.94669746748802
2021-10-01,61.31008333333333
2021-11-01,67.77014177040111
2021-12-01,67.82088864306785
2022-01-01,63.755286069651746
2022-02-01,72.59982801751096
2022-03-01,77.46307000642261
2022-04-01,77.09172259507831
2022-05-01,69.63865908307481
2022-06-01,83.50236406619385
2022-07-01,97.58090614886731
2022-08-01,97.93626968503938
2022-09-01,82.55304585900069
2022-10-01,75.38125
2022-11-01,79.23893499308437
2022-12-01,86.72179203539822
2023-01-01,90.00746268656717
2023-02-01,84.85694183864916
2023-03-01,94.8922607578677
2023-04-01,80.94630872483222
2023-05-01,81.07187176835575
2023-06-01,77.39243498817966
2023-07-01,64.40339805825244
2023-08-01,67.26935695538059
2023-09-01,69.13817590691308
2023-10-01,68.34566666666666
2023-11-01,74.02584716459198
2023-12-01,77.82724926253687
2024-01-01,76.88137437810946
2024-02-01,72.59982801751096
2024-03-01,72.6216281310212
2024-04-01,70.34619686800896
2024-05-01,67.55989314029645
2024-06-01,63.13593380614657
2024-07-01,60.50016181229774
2024-08-01,56.38754921259843
2024-09-01,62.94669746748802
2024-10-01,63.32025
2024-11-01,62.55705394190872
2024-12-01,62.2617994100295
2025-01-01,64.69286380597015
2025-02-01,62.22842401500939
2025-03-01,64.87532113037894
2025-04-01,66.49161073825505
2025-05-01,68.59927611168563
2025-06-01,72.30082742316785
2025-07-01,81.96796116504855
2025-08-01,74.19414370078741
2025-09-01,81.52113278576317
2025-10-01,83.42191666666666
2025-11-01,79.23893499308437
2025-12-01,77.82724926253687
