date,insurance broker
2022-09-01,43.30429988974642
2022-10-01,46.71066938498131
2022-11-01,46.95815527065527
2022-12-01,44.0204745503253
2023-01-01,45.425202393523406
2023-02-01,45.47322057787174
2023-03-01,48.63271939328277
2023-04-01,45.0809043348281
2023-05-01,47.67118582791034
2023-06-01,53.100946372239754
2023-07-01,49.117919670442845
2023-08-01,48.91641025641025
2023-09-01,50.52168320470415
2023-10-01,50.52378525314305
2023-11-01,49.95548433048433
2023-12-01,50.46249521622656
2024-01-01,56.28775079197465
2024-02-01,56.34725158562368
2024-03-01,55.72499097146984
2024-04-01,56.61322869955157
2024-05-01,54.771149674620396
2024-06-01,55.06764808973011
2024-07-01,57.78578784757982
2024-08-01,62.34444444444444
2024-09-01,60.83223079750092
2024-10-01,58.15001698946653
2024-11-01,60.94569088319088
2024-12-01,61.199196326061994
2025-01-01,68.1378035902851
2025-02-01,64.25563777307963
2025-03-01,67.88317081979054
2025-04-01,72.33912556053812
2025-05-01,66.94251626898048
2025-06-01,76.70136698212409
2025-07-01,96.30964641263303
2025-08-01,75.77247863247862
2025-09-01,79.39121646453509
2025-10-01,81.9819911654774
2025-11-01,91.91809116809117
2025-12-01,103.0723306544202
