date,insurance agent
2019-08-01,33.49938347718865
2019-09-01,34.96525096525096
2019-10-01,34.6177370030581
2019-11-01,33.72811918063315
2019-12-01,40.3906103286385
2020-01-01,46.39344262295082
2020-02-01,45.46184738955824
2020-03-01,44.392156862745104
2020-04-01,36.23228166438043
2020-05-01,38.302697759487884
2020-06-01,41.391156462585045
2020-07-01,40.062551440329216
2020-08-01,40.01315248664201
2020-09-01,42.735306735306736
2020-10-01,45.49759720401922
2020-11-01,44.26815642458101
2020-12-01,46.7680751173709
2021-01-01,41.23861566484518
2021-02-01,44.45158411423472
2021-03-01,45.40106951871658
2021-04-01,48.654778235025155
2021-05-01,48.654778235025155
2021-06-01,51.0170068027211
2021-07-01,43.78930041152263
2021-08-01,44.665844636251535
2021-09-01,48.56284856284856
2021-10-01,43.519440803844475
2021-11-01,44.26815642458101
2021-12-01,41.45352112676056
2022-01-01,44.33151183970857
2022-02-01,47.48237394020527
2022-03-01,48.427807486631025
2022-04-01,44.51394604481025
2022-05-01,42.44352994970279
2022-06-01,41.391156462585045
2022-07-01,38.19917695473251
2022-08-01,40.01315248664201
2022-09-01,38.85027885027885
2022-10-01,40.55220620358235
2022-11-01,38.99813780260708
2022-12-01,38.264788732394365
2023-01-01,40.20765027322405
2023-02-01,43.4413208389112
2023-03-01,45.40106951871658
2023-04-01,42.44352994970279
2023-05-01,44.51394604481025
2023-06-01,43.31632653061225
2023-07-01,39.13086419753086
2023-08-01,42.80476777640772
2023-09-01,44.67782067782068
2023-10-01,42.530362603757105
2023-11-01,44.26815642458101
2023-12-01,45.70516431924883
2024-01-01,52.579234972677604
2024-02-01,54.55421686746988
2024-03-01,51.45454545454546
2024-04-01,52.795610425240056
2024-05-01,53.83081847279379
2024-06-01,55.829931972789126
2024-07-01,59.62798353909465
2024-08-01,60.48499794492396
2024-09-01,59.246675246675245
2024-10-01,58.355613805155095
2024-11-01,56.916201117318444
2024-12-01,57.397183098591555
2025-01-01,68.04371584699454
2025-02-01,67.68763944667559
2025-03-01,67.59714795008914
2025-04-01,69.35893918609969
2025-05-01,68.32373113854595
2025-06-01,71.23129251700682
2025-07-01,93.16872427983539
2025-08-01,87.47061241265926
2025-09-01,85.47061347061347
2025-10-01,90.99519440803844
2025-11-01,93.80633147113595
2025-12-01,94.59906103286386
