date,home insurance
2021-02-01,42.320903094875696
2021-03-01,39.24109792284866
2021-04-01,39.25711529184756
2021-05-01,39.327911362564834
2021-06-01,38.351494252873565
2021-07-01,32.08147174770039
2021-08-01,36.785118219749656
2021-09-01,41.5204081632653
2021-10-01,39.045959595959594
2021-11-01,42.73687119955776
2021-12-01,44.05185185185185
2022-01-01,50.6094527363184
2022-02-01,45.41755454084221
2022-03-01,47.29055390702275
2022-04-01,41.21997105643994
2022-05-01,39.327911362564834
2022-06-01,34.60988505747126
2022-07-01,33.863775733683745
2022-08-01,37.72832637923041
2022-09-01,34.60034013605442
2022-10-01,35.96338383838384
2022-11-01,33.7396351575456
2022-12-01,37.096296296296295
2023-01-01,36.438805970149254
2023-02-01,39.22425164890918
2023-03-01,40.247279920870426
2023-04-01,39.25711529184756
2023-05-01,38.36869401225837
2023-06-01,39.28689655172413
2023-07-01,37.428383705650454
2023-08-01,39.61474269819193
2023-09-01,39.54324586977648
2023-10-01,39.045959595959594
2023-11-01,41.61221669430624
2023-12-01,41.733333333333334
2024-01-01,44.536318407960195
2024-02-01,45.41755454084221
2024-03-01,45.27818991097922
2024-04-01,49.07139411480945
2024-05-01,46.04243281471005
2024-06-01,45.83471264367816
2024-07-01,43.6664476565922
2024-08-01,42.444367176634216
2024-09-01,45.47473275024295
2024-10-01,46.23863636363636
2024-11-01,41.61221669430624
2024-12-01,44.05185185185185
2025-01-01,62.755721393034825
2025-02-01,48.514205986808726
2025-03-01,48.29673590504451
2025-04-01,50.05282199710564
2025-05-01,49.87930221593588
2025-06-01,52.382528735632185
2025-07-01,89.11519929916774
2025-08-01,70.74061196105703
2025-09-01,69.20068027210884
2025-10-01,70.89924242424242
2025-11-01,82.09977888336095
2025-12-01,83.46666666666667
