date,dental insurance
2016-06-01,47.20697742597479
2016-07-01,46.5940243557066
2016-08-01,47.504664970313826
2016-09-01,45.83988095238096
2016-10-01,46.04631961936748
2016-11-01,49.73387978142077
2016-12-01,49.69653948535937
2017-01-01,49.67169762641899
2017-02-01,52.159768211920536
2017-03-01,54.08497854077253
2017-04-01,52.60745416290953
2017-05-01,53.087124729186016
2017-06-01,51.31193198475521
2017-07-01,52.5421976777117
2017-08-01,50.47370653095844
2017-09-01,51.04895833333334
2017-10-01,57.80282675622726
2017-11-01,56.428825136612026
2017-12-01,57.979296066252594
2018-01-01,55.09042827657379
2018-02-01,56.02345474613687
2018-03-01,56.08812589413448
2018-04-01,54.711752329425906
2018-05-01,57.420767564221606
2018-06-01,56.443125183230734
2018-07-01,56.50764655904843
2018-08-01,56.41178965224766
2018-09-01,52.09077380952382
2018-10-01,56.82311782815562
2018-11-01,57.385245901639344
2018-12-01,62.12067435669921
2019-01-01,56.896671826625386
2019-02-01,56.98937637969096
2019-03-01,57.089699570815455
2019-04-01,58.92034866245867
2019-05-01,61.754410399257196
2019-06-01,55.416886543535625
2019-07-01,58.490370999716795
2019-08-01,59.380831212892275
2019-09-01,58.341666666666676
2019-10-01,57.80282675622726
2019-11-01,58.34166666666667
2019-12-01,59.01464063886425
2020-01-01,62.315402476780186
2020-02-01,56.02345474613687
2020-03-01,40.062947067238916
2020-04-01,29.460174331229336
2020-05-01,46.58666047663262
2020-06-01,53.36440926414542
2020-07-01,57.49900877938261
2020-08-01,53.44274809160305
2020-09-01,57.2998511904762
2020-10-01,57.80282675622726
2020-11-01,57.385245901639344
2020-12-01,60.0499852114759
2021-01-01,58.70291537667699
2021-02-01,60.853062913907294
2021-03-01,65.10228898426324
2021-04-01,67.3375413285242
2021-05-01,69.33828536056949
2021-06-01,65.67927294048667
2021-07-01,61.46445766071935
2021-08-01,62.349872773536894
2021-09-01,63.550744047619055
2021-10-01,59.76224461237056
2021-11-01,65.03661202185792
2021-12-01,63.15601892931086
2022-01-01,62.315402476780186
2022-02-01,66.6485927152318
2022-03-01,73.11487839771102
2022-04-01,68.38969041178238
2022-05-01,66.08805323429279
2022-06-01,65.67927294048667
2022-07-01,62.45581988105353
2022-08-01,67.29827537461125
2022-09-01,61.467113095238105
2022-10-01,64.6607892527288
2022-11-01,66.94945355191257
2022-12-01,66.26205264714582
2023-01-01,68.63725490196079
2023-02-01,67.61451434878587
2023-03-01,67.10543633762518
2023-04-01,67.3375413285242
2023-05-01,69.33828536056949
2023-06-01,65.67927294048667
2023-07-01,63.44718210138771
2023-08-01,63.33955329375176
2023-09-01,63.550744047619055
2023-10-01,63.68108032465716
2023-11-01,68.86229508196722
2023-12-01,69.36808636498078
2024-01-01,69.54037667698658
2024-02-01,68.58043598233996
2024-03-01,65.10228898426324
2024-04-01,69.44183949504058
2024-05-01,70.42169606932839
2024-06-01,66.70551158018178
2024-07-01,64.43854432172189
2024-08-01,64.32923381396664
2024-09-01,66.67619047619048
2024-10-01,69.55933389308704
2024-11-01,71.73155737704919
2024-12-01,70.40343093759243
2025-01-01,72.24974200206398
2025-02-01,69.54635761589405
2025-03-01,74.11645207439199
2025-04-01,76.80688307784791
2025-05-01,76.92216032188178
2025-06-01,77.99413661682792
2025-07-01,85.25715094873973
2025-08-01,80.16412213740458
2025-09-01,84.38705357142858
2025-10-01,87.19409459837672
2025-11-01,95.64207650273224
2025-12-01,95.25170068027212
