date,open enrollment
2014-05-01,20.158059467918623
2014-06-01,21.795262267343485
2014-07-01,22.86471408647141
2014-08-01,20.476502732240437
2014-09-01,19.713804713804713
2014-10-01,20.146236559139787
2014-11-01,21.25998547567175
2014-12-01,23.50660327522451
2015-01-01,28.387878787878787
2015-02-01,37.472
2015-03-01,23.71183800623053
2015-04-01,23.49228395061728
2015-05-01,21.990610328638496
2015-06-01,23.77664974619289
2015-07-01,24.497907949790793
2015-08-01,24.31584699453552
2015-09-01,22.670875420875422
2015-10-01,22.664516129032258
2015-11-01,24.236383442265794
2015-12-01,22.26941362916006
2016-01-01,22.47373737373737
2016-02-01,24.981333333333335
2016-03-01,21.88785046728972
2016-04-01,21.685185185185183
2016-05-01,21.990610328638496
2016-06-01,23.77664974619289
2016-07-01,22.86471408647141
2016-08-01,21.756284153005463
2016-09-01,22.670875420875422
2016-10-01,23.671827956989247
2016-11-01,28.488380537400143
2016-12-01,21.650818806127837
2017-01-01,24.83939393939394
2017-02-01,24.981333333333335
2017-03-01,23.71183800623053
2017-04-01,23.49228395061728
2017-05-01,23.823161189358373
2017-06-01,23.77664974619289
2017-07-01,24.497907949790793
2017-08-01,21.756284153005463
2017-09-01,24.642255892255893
2017-10-01,24.175483870967742
2017-11-01,28.488380537400143
2017-12-01,24.743792921288957
2018-01-01,21.29090909090909
2018-02-01,21.858666666666668
2018-03-01,23.71183800623053
2018-04-01,23.49228395061728
2018-05-01,23.823161189358373
2018-06-01,25.7580372250423
2018-07-01,24.497907949790793
2018-08-01,25.595628415300546
2018-09-01,27.599326599326602
2018-10-01,32.73763440860215
2018-11-01,29.338779956427015
2018-12-01,37.115689381933436
2019-01-01,23.656565656565654
2019-02-01,23.42
2019-03-01,21.88785046728972
2019-04-01,27.10648148148148
2019-05-01,27.488262910798124
2019-06-01,25.7580372250423
2019-07-01,24.497907949790793
2019-08-01,26.875409836065575
2019-09-01,30.556397306397308
2019-10-01,29.212043010752687
2019-11-01,28.488380537400143
2019-12-01,30.929741151611196
2020-01-01,26.022222222222222
2020-02-01,21.858666666666668
2020-03-01,21.88785046728972
2020-04-01,21.685185185185183
2020-05-01,20.158059467918623
2020-06-01,21.795262267343485
2020-07-01,22.86471408647141
2020-08-01,23.036065573770493
2020-09-01,26.613636363636363
2020-10-01,25.182795698924732
2020-11-01,24.236383442265794
2020-12-01,26.59957739038563
2021-01-01,22.47373737373737
2021-02-01,28.104000000000003
2021-03-01,25.535825545171342
2021-04-01,23.49228395061728
2021-05-01,23.823161189358373
2021-06-01,25.7580372250423
2021-07-01,22.86471408647141
2021-08-01,26.875409836065575
2021-09-01,23.656565656565657
2021-10-01,21.153548387096773
2021-11-01,21.685185185185183
2021-12-01,23.50660327522451
2022-01-01,27.205050505050504
2022-02-01,26.54266666666667
2022-03-01,27.35981308411215
2022-04-01,25.299382716049383
2022-05-01,25.655712050078247
2022-06-01,25.7580372250423
2022-07-01,24.497907949790793
2022-08-01,28.1551912568306
2022-09-01,27.599326599326602
2022-10-01,28.204731182795697
2022-11-01,27.21278140885984
2022-12-01,27.21817221341785
2023-01-01,33.11919191919192
2023-02-01,26.54266666666667
2023-03-01,27.35981308411215
2023-04-01,25.299382716049383
2023-05-01,27.488262910798124
2023-06-01,25.7580372250423
2023-07-01,26.13110181311018
2023-08-01,28.1551912568306
2023-09-01,30.556397306397308
2023-10-01,29.212043010752687
2023-11-01,29.338779956427015
2023-12-01,29.073956682514524
2024-01-01,35.484848484848484
2024-02-01,26.54266666666667
2024-03-01,27.35981308411215
2024-04-01,27.10648148148148
2024-05-01,27.488262910798124
2024-06-01,27.739424703891707
2024-07-01,27.76429567642957
2024-08-01,31.994535519125684
2024-09-01,31.542087542087543
2024-10-01,35.75956989247312
2024-11-01,31.889978213507625
2024-12-01,36.49709455890121
2025-01-01,39.03333333333333
2025-02-01,29.665333333333336
2025-03-01,32.83177570093458
2025-04-01,34.33487654320987
2025-05-01,31.15336463223787
2025-06-01,33.68358714043993
2025-07-01,42.46304044630404
2025-08-01,35.83387978142076
2025-09-01,37.456228956228955
2025-10-01,44.321720430107526
2025-11-01,42.5199709513435
2025-12-01,42.68304278922345
