date,health insurance quote
2015-07-01,14.679969879518072
2015-08-01,14.505208333333332
2015-09-01,16.635733333333334
2015-10-01,20.42889221556886
2015-11-01,24.1394254581476
2015-12-01,22.081715210355988
2016-01-01,20.247032640949556
2016-02-01,20.402930402930405
2016-03-01,19.93353783231084
2016-04-01,20.866207951070336
2016-05-01,18.10681114551084
2016-06-01,22.189430894308945
2016-07-01,17.615963855421686
2016-08-01,23.208333333333332
2016-09-01,17.67546666666667
2016-10-01,23.347305389221557
2016-11-01,26.070579494799407
2016-12-01,25.236245954692556
2017-01-01,26.031899109792285
2017-02-01,24.48351648351649
2017-03-01,26.910276073619634
2017-04-01,27.821610601427114
2017-05-01,21.124613003095977
2017-06-01,22.189430894308945
2017-07-01,29.359939759036145
2017-08-01,24.17534722222222
2017-09-01,27.03306666666667
2017-10-01,24.32010978043912
2017-11-01,28.001733531451215
2017-12-01,26.287756202804747
2018-01-01,21.211177052423345
2018-02-01,21.423076923076927
2018-03-01,17.940184049079754
2018-04-01,17.88532110091743
2018-05-01,18.10681114551084
2018-06-01,20.076151761517618
2018-07-01,20.5519578313253
2018-08-01,18.37326388888889
2018-09-01,17.67546666666667
2018-10-01,19.456087824351297
2018-11-01,19.311540366518077
2018-12-01,19.978694714131606
2019-01-01,13.498021760633037
2019-02-01,15.302197802197805
2019-03-01,14.95015337423313
2019-04-01,13.910805300713557
2019-05-01,15.089009287925698
2019-06-01,15.849593495934961
2019-07-01,17.615963855421686
2019-08-01,15.472222222222221
2019-09-01,16.635733333333334
2019-10-01,15.564870259481038
2019-11-01,15.449232293214463
2019-12-01,16.824163969795038
2020-01-01,13.498021760633037
2020-02-01,15.302197802197805
2020-03-01,13.953476482617587
2020-04-01,9.936289500509684
2020-05-01,12.071207430340559
2020-06-01,13.736314363143633
2020-07-01,11.743975903614457
2020-08-01,13.538194444444443
2020-09-01,13.516533333333335
2020-10-01,12.646457085828343
2020-11-01,13.518078256562655
2020-12-01,13.669633225458469
2021-01-01,11.56973293768546
2021-02-01,14.282051282051285
2021-03-01,11.960122699386503
2021-04-01,14.904434250764526
2021-05-01,15.089009287925698
2021-06-01,13.736314363143633
2021-07-01,12.722640562248996
2021-08-01,13.538194444444443
2021-09-01,14.556266666666668
2021-10-01,15.564870259481038
2021-11-01,13.518078256562655
2021-12-01,12.618122977346278
2022-01-01,11.56973293768546
2022-02-01,11.221611721611723
2022-03-01,11.960122699386503
2022-04-01,11.923547400611621
2022-05-01,13.07714138286894
2022-06-01,12.679674796747967
2022-07-01,12.722640562248996
2022-08-01,11.604166666666666
2022-09-01,11.437066666666666
2022-10-01,11.673652694610778
2022-11-01,10.621347201584943
2022-12-01,11.566612729234087
2023-01-01,10.605588526211672
2023-02-01,9.181318681318682
2023-03-01,9.96676891615542
2023-04-01,8.942660550458715
2023-05-01,10.0593395252838
2023-06-01,9.509756097560976
2023-07-01,10.76531124497992
2023-08-01,10.637152777777777
2023-09-01,9.357600000000001
2023-10-01,9.728043912175648
2023-11-01,10.621347201584943
2023-12-01,10.515102481121898
2024-01-01,8.677299703264095
2024-02-01,11.221611721611723
2024-03-01,11.960122699386503
2024-04-01,12.91717635066259
2024-05-01,12.071207430340559
2024-06-01,10.56639566395664
2024-07-01,9.78664658634538
2024-08-01,11.604166666666666
2024-09-01,11.437066666666666
2024-10-01,10.700848303393213
2024-11-01,11.586924219910847
2024-12-01,15.772653721682847
2025-01-01,17.35459940652819
2025-02-01,14.282051282051285
2025-03-01,12.956799591002046
2025-04-01,13.910805300713557
2025-05-01,15.089009287925698
2025-06-01,19.01951219512195
2025-07-01,33.274598393574294
2025-08-01,23.208333333333332
2025-09-01,30.15226666666667
2025-10-01,34.04815369261477
2025-11-01,56.96904408122833
2025-12-01,59.93608414239482
