date,long term disability insurance
2013-12-01,43.21102150537634
2014-01-01,52.518688413183824
2014-02-01,40.89746692481446
2014-03-01,46.27619760479042
2014-04-01,52.22384665367122
2014-05-01,42.89147670961347
2014-06-01,47.425034867503484
2014-07-01,45.61200536552649
2014-08-01,44.52417695473251
2014-09-01,45.03953447050463
2014-10-01,45.53834488734836
2014-11-01,42.871350364963504
2014-12-01,47.6429211469534
2015-01-01,46.216445803601765
2015-02-01,39.8999677315263
2015-03-01,47.30455755156353
2015-04-01,45.1937134502924
2015-05-01,50.040056161215716
2015-06-01,48.50287656903765
2015-07-01,53.90509725016767
2015-08-01,48.76457475994513
2015-09-01,50.53216062544421
2015-10-01,44.645436164067014
2015-11-01,46.63199513381995
2015-12-01,45.42697132616487
2016-01-01,44.115698267074414
2016-02-01,47.87996127783156
2016-03-01,46.27619760479042
2016-04-01,44.18940870695257
2016-05-01,43.91270234555665
2016-06-01,48.50287656903765
2016-07-01,39.39218645204561
2016-08-01,44.52417695473251
2016-09-01,47.23658493248046
2016-10-01,43.75252744078568
2016-11-01,42.119221411192214
2016-12-01,45.42697132616487
2017-01-01,50.41794087665647
2017-02-01,49.874959664407875
2017-03-01,50.3896373918829
2017-04-01,51.21954191033139
2017-05-01,51.0612817971589
2017-06-01,50.658559972106
2017-07-01,49.758551307847085
2017-08-01,45.58427640603566
2017-09-01,51.63068585643213
2017-10-01,50.8957972270364
2017-11-01,57.161800486618006
2017-12-01,53.18279569892472
2018-01-01,45.16607203533809
2018-02-01,48.87746047111972
2018-03-01,43.19111776447106
2018-04-01,52.22384665367122
2018-05-01,49.01883052527254
2018-06-01,45.26935146443515
2018-07-01,49.758551307847085
2018-08-01,50.88477366255144
2018-09-01,49.433635394456296
2018-10-01,50.00288850375506
2018-11-01,49.64051094890511
2018-12-01,48.75089605734767
2019-01-01,48.317193340129116
2019-02-01,46.882462084543405
2019-03-01,53.47471723220226
2019-04-01,49.21093242365173
2019-05-01,50.040056161215716
2019-06-01,49.58071827057183
2019-07-01,44.575368879946346
2019-08-01,48.76457475994513
2019-09-01,50.53216062544421
2019-10-01,49.109979780473715
2019-11-01,54.153284671532845
2019-12-01,54.29077060931899
2020-01-01,53.5690621814475
2020-02-01,46.882462084543405
2020-03-01,42.16275781769794
2020-04-01,35.150666016894085
2020-05-01,40.84902543772712
2020-06-01,47.425034867503484
2020-07-01,46.64864185110664
2020-08-01,49.824674211248286
2020-09-01,47.23658493248046
2020-10-01,45.53834488734836
2020-11-01,45.12773722627737
2020-12-01,50.9668458781362
2021-01-01,45.16607203533809
2021-02-01,44.887463697967085
2021-03-01,49.36127744510978
2021-04-01,48.2066276803119
2021-05-01,50.040056161215716
2021-06-01,50.658559972106
2021-07-01,46.64864185110664
2021-08-01,48.76457475994513
2021-09-01,47.23658493248046
2021-10-01,51.788705950317734
2021-11-01,47.38412408759124
2021-12-01,49.85887096774193
2022-01-01,54.619435949711175
2022-02-01,48.87746047111972
2022-03-01,58.61651696606786
2022-04-01,60.258284600389864
2022-05-01,61.273538156590675
2022-06-01,54.96992677824268
2022-07-01,46.64864185110664
2022-08-01,57.24537037037037
2022-09-01,50.53216062544421
2022-10-01,54.46743212016176
2022-11-01,57.161800486618006
2022-12-01,56.50672043010752
2023-01-01,51.46831464492015
2023-02-01,50.87245885769603
2023-03-01,51.41799733865602
2023-04-01,55.236760883690714
2023-05-01,55.14618434093161
2023-06-01,54.96992677824268
2023-07-01,51.83182427900738
2023-08-01,50.88477366255144
2023-09-01,49.433635394456296
2023-10-01,58.03906701328712
2023-11-01,61.67457420924574
2023-12-01,57.61469534050178
2024-01-01,53.5690621814475
2024-02-01,53.86495643756051
2024-03-01,50.3896373918829
2024-04-01,55.236760883690714
2024-05-01,57.18863561281796
2024-06-01,52.814243375174335
2024-07-01,48.72191482226693
2024-08-01,51.94487311385459
2024-09-01,48.33511016346838
2024-10-01,54.46743212016176
2024-11-01,63.17883211678832
2024-12-01,54.29077060931899
2025-01-01,57.77055725450221
2025-02-01,51.86995805098419
2025-03-01,53.47471723220226
2025-04-01,60.258284600389864
2025-05-01,60.2523125206475
2025-06-01,50.658559972106
2025-07-01,55.978370221327964
2025-08-01,57.24537037037037
2025-09-01,62.61593816631131
2025-10-01,64.2894280762565
2025-11-01,75.21289537712896
2025-12-01,67.58646953405017
