date,pet insurance
2010-03-01,26.943972491909385
2010-04-01,27.342159277504102
2010-05-01,26.589021956087826
2010-06-01,28.559085841694536
2010-07-01,23.92438936781609
2010-08-01,23.799238201412113
2010-09-01,25.505276782158496
2010-10-01,22.997755659640905
2010-11-01,24.110588235294117
2010-12-01,23.27901693515076
2011-01-01,24.094714070729868
2011-02-01,24.992682926829268
2011-03-01,24.87135922330097
2011-04-01,25.238916256157633
2011-05-01,23.52105788423154
2011-06-01,23.799238201412113
2011-07-01,25.76472701149425
2011-08-01,21.895299145299145
2011-09-01,22.44464356829948
2011-10-01,20.99795081967213
2011-11-01,23.105980392156862
2011-12-01,23.27901693515076
2012-01-01,22.16713694507148
2012-02-01,26.034044715447152
2012-03-01,25.907665857605178
2012-04-01,23.135673234811165
2012-05-01,22.498403193612777
2012-06-01,22.84726867335563
2012-07-01,20.24371408045977
2012-08-01,20.943329617242657
2012-09-01,21.42443249701314
2012-10-01,20.99795081967213
2012-11-01,20.0921568627451
2012-12-01,20.10460553490293
2013-01-01,21.203348382242286
2013-02-01,22.909959349593493
2013-03-01,22.798745954692556
2013-04-01,23.135673234811165
2013-05-01,21.475748502994016
2013-06-01,21.895299145299145
2013-07-01,20.24371408045977
2013-08-01,21.895299145299145
2013-09-01,22.44464356829948
2013-10-01,19.998048399687743
2013-11-01,20.0921568627451
2013-12-01,21.162742668318874
2014-01-01,23.130925507900674
2014-02-01,21.86859756097561
2014-03-01,22.798745954692556
2014-04-01,21.032430213464693
2014-05-01,22.498403193612777
2014-06-01,21.895299145299145
2014-07-01,23.92438936781609
2014-08-01,22.84726867335563
2014-09-01,23.46485463958582
2014-10-01,21.997853239656518
2014-11-01,21.096764705882354
2014-12-01,22.220879801734817
2015-01-01,22.16713694507148
2015-02-01,22.909959349593493
2015-03-01,22.798745954692556
2015-04-01,22.08405172413793
2015-05-01,21.475748502994016
2015-06-01,21.895299145299145
2015-07-01,21.16388290229885
2015-08-01,21.895299145299145
2015-09-01,22.44464356829948
2015-10-01,21.997853239656518
2015-11-01,23.105980392156862
2015-12-01,23.27901693515076
2016-01-01,21.203348382242286
2016-02-01,22.909959349593493
2016-03-01,22.798745954692556
2016-04-01,24.187294745484397
2016-05-01,23.52105788423154
2016-06-01,24.751207729468597
2016-07-01,23.92438936781609
2016-08-01,22.84726867335563
2016-09-01,23.46485463958582
2016-10-01,23.99765807962529
2016-11-01,25.115196078431374
2016-12-01,25.39529120198265
2017-01-01,28.913656884875845
2017-02-01,30.199491869918695
2017-03-01,29.0165857605178
2017-04-01,29.445402298850574
2017-05-01,30.679640718562876
2017-06-01,32.366963953920475
2017-07-01,34.046246408045974
2017-08-01,33.318933481976956
2017-09-01,33.66696535244922
2017-10-01,36.996389539422324
2017-11-01,33.152058823529416
2017-12-01,31.744114002478312
2018-01-01,32.768811136192625
2018-02-01,33.323577235772355
2018-03-01,33.16181229773463
2018-04-01,34.70350985221675
2018-05-01,34.770259481037925
2018-06-01,32.366963953920475
2018-07-01,33.1260775862069
2018-08-01,34.27090301003344
2018-09-01,33.66696535244922
2018-10-01,31.996877439500388
2018-11-01,33.152058823529416
2018-12-01,33.8603882693102
2019-01-01,35.66017682468021
2019-02-01,35.40630081300813
2019-03-01,34.19811893203884
2019-04-01,36.80675287356321
2019-05-01,37.83822355289421
2019-06-01,36.17484206614641
2019-07-01,37.7269216954023
2019-08-01,37.1268115942029
2019-09-01,37.74780963759458
2019-10-01,36.996389539422324
2019-11-01,38.17509803921569
2019-12-01,38.09293680297397
2020-01-01,40.479119638826184
2020-02-01,41.65447154471544
2020-03-01,36.270732200647245
2020-04-01,39.96161740558292
2020-05-01,46.01946107784432
2020-06-01,46.64650687476774
2020-07-01,46.00844109195402
2020-08-01,47.598476402824225
2020-09-01,47.94992035045798
2020-10-01,47.99531615925058
2020-11-01,48.22117647058823
2020-12-01,55.02313093762908
2021-01-01,56.86352520692249
2021-02-01,57.27489837398373
2021-03-01,59.06947815533981
2021-04-01,58.89080459770115
2021-05-01,57.268662674650706
2021-06-01,58.07014121144555
2021-07-01,54.28996048850575
2021-08-01,59.97408026755852
2021-09-01,64.27329749103941
2021-10-01,62.99385245901639
2021-11-01,60.2764705882353
2021-12-01,57.139405204460964
2022-01-01,67.46519939804364
2022-02-01,65.60579268292682
2022-03-01,68.39623786407768
2022-04-01,67.30377668308702
2022-05-01,62.38193612774452
2022-06-01,64.73392790784095
2022-07-01,63.49164870689655
2022-08-01,67.5898364920104
2022-09-01,66.3137196336121
2022-10-01,64.99365729898516
2022-11-01,66.30411764705883
2022-12-01,66.66263940520446
2023-01-01,75.17550790067719
2023-02-01,74.9780487804878
2023-03-01,73.5777710355987
2023-04-01,75.7167487684729
2023-05-01,75.67644710578843
2023-06-01,72.34968413229282
2023-07-01,71.77316810344827
2023-08-01,67.5898364920104
2023-09-01,68.35414177618478
2023-10-01,67.99336455893832
2023-11-01,70.32254901960785
2023-12-01,69.8370508054523
2024-01-01,78.06687358916477
2024-02-01,78.10213414634146
2024-03-01,81.86822411003236
2024-04-01,76.76837027914614
2024-05-01,77.72175648702596
2024-06-01,83.77331846897063
2024-07-01,74.53367456896551
2024-08-01,77.10953177257524
2024-09-01,70.39456391875746
2024-10-01,73.99277907884465
2024-11-01,75.34558823529412
2024-12-01,76.18587360594795
2025-01-01,83.84960496613995
2025-02-01,80.18485772357722
2025-03-01,80.83191747572815
2025-04-01,78.8716133004926
2025-05-01,81.812375249501
2025-06-01,83.77331846897063
2025-07-01,92.01688218390804
2025-08-01,92.341044221479
2025-09-01,87.73815213062524
2025-10-01,94.99072989851678
2025-11-01,99.45617647058823
2025-12-01,99.46489054109871
