date,medigap
2017-09-01,24.003853564547207
2017-10-01,22.918953858392996
2017-11-01,20.43132431324313
2017-12-01,19.096711259754734
2018-01-01,18.790346907993968
2018-02-01,21.283599088838272
2018-03-01,20.286015325670498
2018-04-01,22.900735294117645
2018-05-01,23.242537313432834
2018-06-01,24.256230529595015
2018-07-01,23.225205070842655
2018-08-01,24.825724637681155
2018-09-01,25.004014129736674
2018-10-01,26.016109785202858
2018-11-01,22.98523985239852
2018-12-01,22.56884057971014
2019-01-01,24.662330316742082
2019-02-01,27.1957099468489
2019-03-01,26.25249042145594
2019-04-01,27.989787581699343
2019-05-01,27.116293532338307
2019-06-01,25.469042056074766
2019-07-01,26.708985831469054
2019-08-01,28.211050724637676
2019-09-01,28.004495825305074
2019-10-01,29.732696897374694
2019-11-01,28.731549815498152
2019-12-01,26.040969899665548
2020-01-01,29.359917043740573
2020-02-01,28.378132118451028
2020-03-01,21.479310344827585
2020-04-01,21.628472222222218
2020-05-01,27.116293532338307
2020-06-01,31.53309968847352
2020-07-01,34.837807606263986
2020-08-01,37.23858695652173
2020-09-01,34.00545921644188
2020-10-01,27.874403341288776
2020-11-01,26.17763427634276
2020-12-01,26.040969899665548
2021-01-01,23.48793363499246
2021-02-01,28.378132118451028
2021-03-01,27.445785440613026
2021-04-01,30.534313725490193
2021-05-01,30.99004975124378
2021-06-01,30.32028816199377
2021-07-01,27.87024608501119
2021-08-01,27.08260869565217
2021-09-01,30.004816955684007
2021-10-01,27.874403341288776
2021-11-01,29.370028700287
2021-12-01,24.304905239687844
2022-01-01,25.836726998491706
2022-02-01,24.83086560364465
2022-03-01,27.445785440613026
2022-04-01,26.71752450980392
2022-05-01,25.825041459369817
2022-06-01,25.469042056074766
2022-07-01,26.708985831469054
2022-08-01,30.46793478260869
2022-09-01,24.003853564547207
2022-10-01,25.396678599840886
2022-11-01,23.62371873718737
2022-12-01,24.304905239687844
2023-01-01,28.185520361990953
2023-02-01,27.1957099468489
2023-03-01,27.445785440613026
2023-04-01,29.262050653594766
2023-05-01,25.825041459369817
2023-06-01,27.894665109034268
2023-07-01,25.547725577926922
2023-08-01,27.08260869565217
2023-09-01,28.004495825305074
2023-10-01,28.49383452665075
2023-11-01,28.731549815498152
2023-12-01,25.172937569676698
2024-01-01,34.05750377073907
2024-02-01,31.925398633257405
2024-03-01,33.41226053639847
2024-04-01,31.806576797385617
2024-05-01,28.4075456053068
2024-06-01,29.10747663551402
2024-07-01,32.515287099179716
2024-08-01,31.596376811594197
2024-09-01,31.004977520873474
2024-10-01,32.82985282418456
2024-11-01,30.008507585075847
2024-12-01,32.98522853957636
2025-01-01,35.23190045248869
2025-02-01,37.83750949126804
2025-03-01,34.605555555555554
2025-04-01,35.62336601307189
2025-05-01,38.73756218905473
2025-06-01,41.235591900311526
2025-07-01,42.966629381058915
2025-08-01,40.623913043478254
2025-09-01,47.007546563904945
2025-10-01,61.94311853619728
2025-11-01,60.017015170151694
2025-12-01,50.345875139353396
