date,vision insurance
2013-07-01,15.78536231884058
2013-08-01,19.9595015576324
2013-09-01,18.22607095046854
2013-10-01,19.593272171253822
2013-11-01,18.594112769485903
2013-12-01,17.673199767711964
2014-01-01,23.175013912075684
2014-02-01,21.115348399246706
2014-03-01,24.268939393939394
2014-04-01,22.2002772002772
2014-05-01,20.8470715835141
2014-06-01,20.32949231796927
2014-07-01,18.571014492753623
2014-08-01,20.95747663551402
2014-09-01,20.370314591700133
2014-10-01,20.57293577981651
2014-11-01,20.364980652294083
2014-12-01,21.393873403019747
2015-01-01,22.283667223149696
2015-02-01,24.131826741996235
2015-03-01,23.21376811594203
2015-04-01,23.31029106029106
2015-05-01,23.163412870571225
2015-06-01,21.399465597862388
2015-07-01,21.356666666666666
2015-08-01,23.95140186915888
2015-09-01,23.586680053547525
2015-10-01,24.491590214067276
2015-11-01,22.135848535102266
2015-12-01,24.184378629500582
2016-01-01,22.283667223149696
2016-02-01,24.131826741996235
2016-03-01,23.21376811594203
2016-04-01,23.31029106029106
2016-05-01,23.163412870571225
2016-06-01,21.399465597862388
2016-07-01,20.428115942028985
2016-08-01,22.95342679127726
2016-09-01,21.44243641231593
2016-10-01,20.57293577981651
2016-11-01,21.250414593698174
2016-12-01,21.393873403019747
2017-01-01,24.06636060100167
2017-02-01,24.131826741996235
2017-03-01,25.324110671936758
2017-04-01,27.750346500346502
2017-05-01,26.63792480115691
2017-06-01,24.609385437541746
2017-07-01,22.28521739130435
2017-08-01,21.95545171339564
2017-09-01,26.803045515394913
2017-10-01,24.491590214067276
2017-11-01,23.906716417910445
2017-12-01,24.184378629500582
2018-01-01,27.63174735670562
2018-02-01,27.14830508474576
2018-03-01,26.379281949934125
2018-04-01,26.64033264033264
2018-05-01,27.79609544468547
2018-06-01,25.679358717434866
2018-07-01,23.21376811594203
2018-08-01,23.95140186915888
2018-09-01,25.730923694779115
2018-10-01,25.47125382262997
2018-11-01,27.448452183526808
2018-12-01,27.905052264808365
2019-01-01,27.63174735670562
2019-02-01,27.14830508474576
2019-03-01,26.379281949934125
2019-04-01,26.64033264033264
2019-05-01,26.63792480115691
2019-06-01,24.609385437541746
2019-07-01,25.999420289855074
2019-08-01,26.94532710280374
2019-09-01,27.87516733601071
2019-10-01,30.369571865443422
2019-11-01,30.99018794914317
2019-12-01,28.835220673635312
2020-01-01,33.871174179187534
2020-02-01,29.159290646578782
2020-03-01,20.048254281949934
2020-04-01,14.43018018018018
2020-05-01,23.163412870571225
2020-06-01,29.959251837007344
2020-07-01,26.927971014492755
2020-08-01,26.94532710280374
2020-09-01,30.019410977242302
2020-10-01,30.369571865443422
2020-11-01,25.677584300718628
2020-12-01,29.765389082462256
2021-01-01,29.414440734557598
2021-02-01,32.17576898932831
2021-03-01,34.82065217391305
2021-04-01,34.410429660429664
2021-05-01,33.586948662328275
2021-06-01,32.09919839679358
2021-07-01,29.713623188405798
2021-08-01,29.9392523364486
2021-09-01,28.947289156626507
2021-10-01,30.369571865443422
2021-11-01,29.21932006633499
2021-12-01,32.555894308943095
2022-01-01,34.762520868113526
2022-02-01,38.20872567482737
2022-03-01,40.09650856389987
2022-04-01,38.8504851004851
2022-05-01,35.903289949385396
2022-06-01,35.30911823647294
2022-07-01,32.49927536231884
2022-08-01,35.92710280373832
2022-09-01,32.1636546184739
2022-10-01,36.24755351681957
2022-11-01,36.30279159756771
2022-12-01,38.136904761904766
2023-01-01,39.21925431274346
2023-02-01,38.20872567482737
2023-03-01,42.2068511198946
2023-04-01,38.8504851004851
2023-05-01,40.535972523499645
2023-06-01,38.5190380761523
2023-07-01,35.28492753623188
2023-08-01,38.92102803738318
2023-09-01,37.52426372155288
2023-10-01,39.186544342507645
2023-11-01,42.50082918739635
2023-12-01,40.927409988385605
2024-01-01,45.458681135225376
2024-02-01,40.21971123666039
2024-03-01,41.151679841897234
2024-04-01,42.18052668052668
2024-05-01,39.37780187997108
2024-06-01,35.30911823647294
2024-07-01,34.3563768115942
2024-08-01,37.92305295950156
2024-09-01,36.45214190093708
2024-10-01,40.166207951070334
2024-11-01,44.27169707020453
2024-12-01,44.64808362369338
2025-01-01,44.56733444629939
2025-02-01,45.24717514124294
2025-03-01,47.48270750988142
2025-04-01,47.73059598059598
2025-05-01,47.484996384671014
2025-06-01,58.84853039412157
2025-07-01,92.85507246376812
2025-08-01,53.89065420560748
2025-09-01,61.1109437751004
2025-10-01,55.840825688073394
2025-11-01,66.4075456053068
2025-12-01,63.251451800232296
