date,insurance cancellation
2014-09-01,32.417164922770304
2014-10-01,31.89276960784314
2014-11-01,27.14800995024876
2014-12-01,29.63439233484619
2015-01-01,31.486169714017816
2015-02-01,33.12230989956958
2015-03-01,29.071157283288652
2015-04-01,29.411911911911915
2015-05-01,30.05617283950617
2015-06-01,31.581737346101235
2015-07-01,32.090978593272176
2015-08-01,31.799242424242426
2015-09-01,32.417164922770304
2015-10-01,33.950367647058826
2015-11-01,31.324626865671647
2015-12-01,30.692763489662127
2016-01-01,29.518284106891702
2016-02-01,28.103778096604493
2016-03-01,26.257819481680073
2016-04-01,27.311061061061064
2016-05-01,30.05617283950617
2016-06-01,27.753647970816235
2016-07-01,24.75589777195282
2016-08-01,27.944788797061523
2016-09-01,27.188589935226705
2016-10-01,30.863970588235293
2016-11-01,29.2363184079602
2016-12-01,30.692763489662127
2017-01-01,35.42194092827004
2017-02-01,34.1260162601626
2017-03-01,33.76005361930295
2017-04-01,35.71446446446447
2017-05-01,36.27469135802469
2017-06-01,33.49578203374373
2017-07-01,32.090978593272176
2017-08-01,33.72646923783287
2017-09-01,38.69145490782262
2017-10-01,36.00796568627451
2017-11-01,36.545398009950254
2017-12-01,33.86787695410993
2018-01-01,34.437998124706986
2018-02-01,35.129722620755615
2018-03-01,35.63561215370867
2018-04-01,37.81531531531532
2018-05-01,38.34753086419753
2018-06-01,36.36684906520748
2018-07-01,32.090978593272176
2018-08-01,34.6900826446281
2018-09-01,36.60002491280518
2018-10-01,33.950367647058826
2018-11-01,34.45708955223881
2018-12-01,33.86787695410993
2019-01-01,39.35771214252227
2019-02-01,36.13342898134864
2019-03-01,33.76005361930295
2019-04-01,36.76488988988989
2019-05-01,36.27469135802469
2019-06-01,37.32387140902873
2019-07-01,34.84163390126693
2019-08-01,39.50814967860423
2019-09-01,35.55430991529646
2019-10-01,36.00796568627451
2019-11-01,32.368781094527364
2019-12-01,34.92624810892587
2020-01-01,44.277426160337555
2020-02-01,55.20384983261597
2020-03-01,89.08903038427168
2020-04-01,36.76488988988989
2020-05-01,31.092592592592588
2020-06-01,28.710670314637486
2020-07-01,28.423438182612497
2020-08-01,28.90840220385675
2020-09-01,29.280019930244144
2020-10-01,29.83517156862745
2020-11-01,25.059701492537314
2020-12-01,26.459278870398386
2021-01-01,26.56645569620253
2021-02-01,26.096365375418458
2021-03-01,27.195598748882933
2021-04-01,28.361486486486488
2021-05-01,30.05617283950617
2021-06-01,30.624715002279984
2021-07-01,30.257208387942338
2021-08-01,32.76285583103765
2021-09-01,32.417164922770304
2021-10-01,30.863970588235293
2021-11-01,30.280472636815922
2021-12-01,38.10136157337367
2022-01-01,43.293483356774495
2022-02-01,40.14825442372071
2022-03-01,37.51117068811439
2022-04-01,42.01701701701702
2022-05-01,42.493209876543204
2022-06-01,43.06600547195623
2022-07-01,35.75851900393185
2022-08-01,40.47176308539945
2022-09-01,40.78288490284006
2022-10-01,36.00796568627451
2022-11-01,35.50124378109453
2022-12-01,42.334846192637414
2023-01-01,41.32559774964838
2023-02-01,41.15196078431372
2023-03-01,38.44894995531725
2023-04-01,43.06744244244245
2023-05-01,39.38395061728394
2023-06-01,43.06600547195623
2023-07-01,42.17671472258629
2023-08-01,42.3989898989899
2023-09-01,40.78288490284006
2023-10-01,41.15196078431373
2023-11-01,38.633706467661696
2023-12-01,37.042990418557736
2024-01-01,47.22925457102672
2024-02-01,44.16307986609278
2024-03-01,42.200067024128685
2024-04-01,44.11786786786787
2024-05-01,45.602469135802465
2024-06-01,44.023027815777475
2024-07-01,44.010484927916124
2024-08-01,45.28983011937557
2024-09-01,41.82859990034878
2024-10-01,43.20955882352941
2024-11-01,39.67786069651742
2024-12-01,41.27647503782148
2025-01-01,56.08473980309424
2025-02-01,50.18531802965088
2025-03-01,44.07562555853441
2025-04-01,46.21871871871872
2025-05-01,49.74814814814815
2025-06-01,60.29240766073872
2025-07-01,83.43654434250766
2025-08-01,66.48932506887053
2025-09-01,74.24576482311907
2025-10-01,64.81433823529412
2025-11-01,96.06218905472637
2025-12-01,105.83711548159354
