date,workers compensation insurance
2024-09-01,43.31485355648535
2024-10-01,42.848716887417226
2024-11-01,44.900088809946716
2024-12-01,44.54103415559772
2025-01-01,56.57820097244733
2025-02-01,49.034544728434504
2025-03-01,54.01442307692308
2025-04-01,60.484967051070846
2025-05-01,53.73883928571429
2025-06-01,57.46545226130654
2025-07-01,98.18515497553018
2025-08-01,77.26129160063391
2025-09-01,77.56380753138075
2025-10-01,73.7396523178808
2025-11-01,82.31682948490231
2025-12-01,76.51921252371916
