date,term life insurance
2014-04-01,44.61884284597342
2014-05-01,45.02986512524084
2014-06-01,47.79522613065327
2014-07-01,49.04511970534069
2014-08-01,45.291666666666664
2014-09-01,46.001099203077764
2014-10-01,45.39515105356689
2014-11-01,46.01058201058201
2014-12-01,45.83734939759035
2015-01-01,45.03432765151515
2015-02-01,46.18512898330805
2015-03-01,47.87378017462763
2015-04-01,45.61037268699505
2015-05-01,45.02986512524084
2015-06-01,45.67099385817979
2015-07-01,48.04419889502762
2015-08-01,50.43844696969697
2015-09-01,43.910140148392415
2015-10-01,45.39515105356689
2015-11-01,45.052028218694886
2015-12-01,46.92871485943774
2016-01-01,41.43158143939394
2016-02-01,45.222938796155795
2016-03-01,44.942732408834104
2016-04-01,45.61037268699505
2016-05-01,51.313102119460495
2016-06-01,44.60887772194305
2016-07-01,39.035911602209936
2016-08-01,41.17424242424242
2016-09-01,42.86466062104974
2016-10-01,41.53173394262503
2016-11-01,43.13492063492063
2016-12-01,45.83734939759035
2017-01-01,42.33226799242424
2017-02-01,45.222938796155795
2017-03-01,47.87378017462763
2017-04-01,48.58496221005994
2017-05-01,49.21868978805394
2017-06-01,47.79522613065327
2017-07-01,47.043278084714544
2017-08-01,47.35037878787878
2017-09-01,53.3194558944765
2017-10-01,59.88296521959888
2017-11-01,51.76190476190476
2017-12-01,46.92871485943774
2018-01-01,45.03432765151515
2018-02-01,46.18512898330805
2018-03-01,46.89676425269646
2018-04-01,48.58496221005994
2018-05-01,48.17148362235067
2018-06-01,43.546761585706314
2018-07-01,46.04235727440147
2018-08-01,45.291666666666664
2018-09-01,44.955619675735086
2018-10-01,43.463442498095965
2018-11-01,44.09347442680776
2018-12-01,50.20281124497991
2019-01-01,45.03432765151515
2019-02-01,46.18512898330805
2019-03-01,47.87378017462763
2019-04-01,48.58496221005994
2019-05-01,48.17148362235067
2019-06-01,45.67099385817979
2019-07-01,46.04235727440147
2019-08-01,44.2623106060606
2019-09-01,48.092058257763114
2019-10-01,49.25856816450876
2019-11-01,47.92768959435626
2019-12-01,48.020080321285135
2020-01-01,51.33913352272727
2020-02-01,53.88265048052605
2020-03-01,45.91974833076528
2020-04-01,53.542611415168096
2020-05-01,55.5019267822736
2020-06-01,53.10580681183696
2020-07-01,63.058011049723746
2020-08-01,57.64393939393939
2020-09-01,61.68329211321791
2020-10-01,56.01954810865702
2020-11-01,50.80335097001763
2020-12-01,56.75100401606424
2021-01-01,57.64393939393939
2021-02-01,60.617981790591806
2021-03-01,60.57498715973292
2021-04-01,62.46637998436278
2021-05-01,65.97398843930635
2021-06-01,62.66485203796762
2021-07-01,57.0524861878453
2021-08-01,60.73200757575757
2021-09-01,60.63781258587524
2021-10-01,70.507362274689
2021-11-01,81.47707231040565
2021-12-01,90.58333333333331
2022-01-01,84.66453598484848
2022-02-01,73.12645422357107
2022-03-01,64.48305084745762
2022-04-01,65.44096950742768
2022-05-01,61.78516377649325
2022-06-01,63.72696817420436
2022-07-01,66.06077348066297
2022-08-01,66.90814393939394
2022-09-01,61.68329211321791
2022-10-01,59.88296521959888
2022-11-01,59.43033509700176
2022-12-01,61.116465863453804
2023-01-01,63.04805871212121
2023-02-01,69.27769347496206
2023-03-01,68.39111453518233
2023-04-01,61.47485014334115
2023-05-01,65.97398843930635
2023-06-01,58.41638749302066
2023-07-01,58.05340699815837
2023-08-01,57.64393939393939
2023-09-01,57.501374003847204
2023-10-01,59.88296521959888
2023-11-01,66.14021164021163
2023-12-01,68.75602409638553
2024-01-01,67.55149147727272
2024-02-01,73.12645422357107
2024-03-01,71.32216230097586
2024-04-01,74.36473807662236
2024-05-01,63.8795761078998
2024-06-01,59.4785036292574
2024-07-01,58.05340699815837
2024-08-01,58.67329545454545
2024-09-01,56.455894476504525
2024-10-01,58.91711094186341
2024-11-01,61.34744268077601
2024-12-01,60.025100401606416
2025-01-01,63.94874526515151
2025-02-01,63.50455235204856
2025-03-01,66.43708269131997
2025-04-01,69.4070888715142
2025-05-01,72.257225433526
2025-06-01,81.78294249022892
2025-07-01,80.07366482504602
2025-08-01,78.2310606060606
2025-09-01,83.63836218741412
2025-10-01,79.2000507743082
2025-11-01,92.97971781305114
2025-12-01,84.03514056224898
