date,life insurance
2013-08-01,53.457162440027425
2013-09-01,52.39046941678521
2013-10-01,52.82930756843801
2013-11-01,52.204819277108435
2013-12-01,50.33282828282828
2014-01-01,56.11740976645436
2014-02-01,54.88466666666667
2014-03-01,52.923606484565845
2014-04-01,55.47369646182495
2014-05-01,53.76715328467154
2014-06-01,52.975547866205304
2014-07-01,56.0428863172226
2014-08-01,51.477267534841225
2014-09-01,56.499525841631105
2014-10-01,53.82608695652174
2014-11-01,55.275690999291285
2014-12-01,52.521212121212116
2015-01-01,53.357537154989394
2015-02-01,54.88466666666667
2015-03-01,56.77259604707972
2015-04-01,58.499534450651765
2015-05-01,55.87566909975669
2015-06-01,56.97370242214533
2015-07-01,56.0428863172226
2015-08-01,55.437057345213624
2015-09-01,53.417733522996684
2015-10-01,55.81964573268922
2015-11-01,55.275690999291285
2015-12-01,53.61540404040404
2016-01-01,49.67770700636943
2016-02-01,55.84755555555556
2016-03-01,54.848101265822784
2016-04-01,55.47369646182495
2016-05-01,55.87566909975669
2016-06-01,52.975547866205304
2016-07-01,52.110052189698216
2016-08-01,53.457162440027425
2016-09-01,52.39046941678521
2016-10-01,52.82930756843801
2016-11-01,55.275690999291285
2016-12-01,53.61540404040404
2017-01-01,55.19745222929937
2017-02-01,56.81044444444444
2017-03-01,58.69709082833666
2017-04-01,59.508147113594035
2017-05-01,55.87566909975669
2017-06-01,57.97324106113033
2017-07-01,58.9925119128659
2017-08-01,58.40689970299293
2017-09-01,57.52678994784258
2017-10-01,65.78743961352657
2017-11-01,62.44105835105126
2017-12-01,57.992171717171715
2018-01-01,58.87728237791933
2018-02-01,58.736222222222224
2018-03-01,59.65933821896513
2018-04-01,61.52537243947858
2018-05-01,60.09270072992701
2018-06-01,57.97324106113033
2018-07-01,57.02609484910371
2018-08-01,59.39684715558603
2018-09-01,54.44499762920816
2018-10-01,58.80998389694042
2018-11-01,61.41743444365698
2018-12-01,57.992171717171715
2019-01-01,58.87728237791933
2019-02-01,60.662
2019-03-01,60.6215856095936
2019-04-01,61.52537243947858
2019-05-01,65.3639902676399
2019-06-01,59.97231833910034
2019-07-01,59.975720444747
2019-08-01,62.36668951336533
2019-09-01,61.63584637268848
2019-10-01,64.79066022544283
2019-11-01,63.46468225844555
2019-12-01,63.46313131313131
2020-01-01,66.23694267515924
2020-02-01,69.328
2020-03-01,60.6215856095936
2020-04-01,64.5512104283054
2020-05-01,64.30973236009733
2020-06-01,66.96908881199538
2020-07-01,73.74063989108238
2020-08-01,66.32647932373773
2020-09-01,71.90848743480323
2020-10-01,68.77777777777779
2020-11-01,66.53555398062839
2020-12-01,74.4050505050505
2021-01-01,71.75668789808918
2021-02-01,75.10533333333333
2021-03-01,76.97979125027759
2021-04-01,78.6717877094972
2021-05-01,80.12360097323601
2021-06-01,75.96493656286043
2021-07-01,73.74063989108238
2021-08-01,73.25611149188943
2021-09-01,83.20839260312945
2021-10-01,75.75523349436394
2021-11-01,93.14977557287975
2021-12-01,88.62954545454545
2022-01-01,85.55605095541402
2022-02-01,83.77133333333333
2022-03-01,76.97979125027759
2022-04-01,76.65456238361266
2022-05-01,73.79805352798054
2022-06-01,77.96401384083045
2022-07-01,81.60630814613117
2022-08-01,79.19579620744804
2022-09-01,72.9357515410147
2022-10-01,73.76167471819646
2022-11-01,74.72454523978266
2022-12-01,74.4050505050505
2023-01-01,77.27643312101912
2023-02-01,78.95688888888888
2023-03-01,76.97979125027759
2023-04-01,76.65456238361266
2023-05-01,76.96082725060828
2023-06-01,75.96493656286043
2023-07-01,71.77422282732017
2023-08-01,72.26616403929633
2023-09-01,73.96301564722617
2023-10-01,71.768115942029
2023-11-01,74.72454523978266
2023-12-01,79.8760101010101
2024-01-01,76.35647558386412
2024-02-01,77.994
2024-03-01,76.97979125027759
2024-04-01,79.68040037243948
2024-05-01,80.12360097323601
2024-06-01,70.96724336793541
2024-07-01,71.77422282732017
2024-08-01,69.29632168151703
2024-09-01,71.90848743480323
2024-10-01,71.768115942029
2024-11-01,75.74816914717694
2024-12-01,74.4050505050505
2025-01-01,76.35647558386412
2025-02-01,75.10533333333333
2025-03-01,75.05529646902065
2025-04-01,78.6717877094972
2025-05-01,79.06934306569343
2025-06-01,95.95570934256055
2025-07-01,98.32085318810984
2025-08-01,91.07516563856524
2025-09-01,92.45376955903272
2025-10-01,96.6876006441224
2025-11-01,101.33876683203401
2025-12-01,105.04242424242423
