date,second hand
2012-09-01,49.3262599469496
2012-10-01,45.7343883661249
2012-11-01,44.625639931740615
2012-12-01,43.39066666666667
2013-01-01,48.55352480417755
2013-02-01,45.67370401337792
2013-03-01,45.63554720133668
2013-04-01,45.219991721854306
2013-05-01,45.08728448275862
2013-06-01,45.94699011680143
2013-07-01,44.17335304054054
2013-08-01,46.77471566054243
2013-09-01,46.24336870026525
2013-10-01,45.7343883661249
2013-11-01,44.625639931740615
2013-12-01,43.39066666666667
2014-01-01,47.54199303742385
2014-02-01,44.70192307692307
2014-03-01,48.5484544695071
2014-04-01,48.10637417218543
2014-05-01,48.09310344827586
2014-06-01,51.16823899371069
2014-07-01,51.044763513513516
2014-08-01,49.82524059492563
2014-09-01,51.3815207780725
2014-10-01,48.717065868263475
2014-11-01,48.592363481228666
2014-12-01,46.49
2015-01-01,51.588120104438644
2015-02-01,49.56082775919732
2015-03-01,49.519423558897245
2015-04-01,50.03062913907285
2015-05-01,51.098922413793105
2015-06-01,55.34523809523809
2015-07-01,54.97128378378378
2015-08-01,53.89260717410323
2015-09-01,50.353890362511045
2015-10-01,52.69396920444825
2015-11-01,51.56740614334471
2015-12-01,49.58933333333333
2016-01-01,52.59965187119234
2016-02-01,54.41973244147157
2016-03-01,55.345238095238095
2016-04-01,51.95488410596027
2016-05-01,54.10474137931035
2016-06-01,56.38948787061994
2016-07-01,53.98965371621622
2016-08-01,52.875765529308836
2016-09-01,51.3815207780725
2016-10-01,51.699743370402054
2016-11-01,50.5757252559727
2016-12-01,51.65555555555555
2017-01-01,52.59965187119234
2017-02-01,55.391513377926415
2017-03-01,56.31620718462824
2017-04-01,52.91701158940398
2017-05-01,56.10862068965517
2017-06-01,57.43373764600179
2017-07-01,56.93454391891892
2017-08-01,53.89260717410323
2017-09-01,54.46441202475685
2017-10-01,55.67664670658683
2017-11-01,52.559087030716725
2017-12-01,50.62244444444444
2018-01-01,50.576588337684946
2018-02-01,50.53260869565217
2018-03-01,49.519423558897245
2018-04-01,51.95488410596027
2018-05-01,51.098922413793105
2018-06-01,52.21248876909254
2018-07-01,51.044763513513516
2018-08-01,51.85892388451443
2018-09-01,50.353890362511045
2018-10-01,47.722840034217285
2018-11-01,46.60900170648464
2018-12-01,49.58933333333333
2019-01-01,49.56505657093125
2019-02-01,46.64548494983277
2019-03-01,48.5484544695071
2019-04-01,45.219991721854306
2019-05-01,48.09310344827586
2019-06-01,50.12398921832883
2019-07-01,48.09987331081081
2019-08-01,46.77471566054243
2019-09-01,57.547303271441194
2019-10-01,52.69396920444825
2019-11-01,49.58404436860068
2019-12-01,49.58933333333333
2020-01-01,53.61118363794604
2020-02-01,50.53260869565217
2020-03-01,41.75167084377611
2020-04-01,33.6744619205298
2020-05-01,44.085344827586205
2020-06-01,48.03548966756513
2020-07-01,49.08150337837838
2020-08-01,50.842082239720035
2020-09-01,49.3262599469496
2020-10-01,49.711291702309666
2020-11-01,47.600682593856654
2020-12-01,48.556222222222225
2021-01-01,49.56505657093125
2021-02-01,49.56082775919732
2021-03-01,51.46136173767753
2021-04-01,52.91701158940398
2021-05-01,56.10862068965517
2021-06-01,56.38948787061994
2021-07-01,57.916173986486484
2021-08-01,58.97681539807524
2021-09-01,64.74071618037135
2021-10-01,61.64200171086399
2021-11-01,58.5091723549488
2021-12-01,51.65555555555555
2022-01-01,56.645778938207144
2022-02-01,56.363294314381264
2022-03-01,54.37426900584796
2022-04-01,57.72764900662252
2022-05-01,53.10280172413793
2022-06-01,58.47798742138364
2022-07-01,56.93454391891892
2022-08-01,63.04418197725284
2022-09-01,57.547303271441194
2022-10-01,56.67087254063302
2022-11-01,53.55076791808874
2022-12-01,54.754888888888885
2023-01-01,59.68037423846824
2023-02-01,61.222198996655514
2023-03-01,58.258145363408524
2023-04-01,53.879139072847686
2023-05-01,57.11056034482758
2023-06-01,60.56648697214734
2023-07-01,57.916173986486484
2023-08-01,57.959973753280835
2023-09-01,61.657824933686996
2023-10-01,56.67087254063302
2023-11-01,58.5091723549488
2023-12-01,59.92044444444444
2024-01-01,63.72650130548303
2024-02-01,60.250418060200666
2024-03-01,62.14202172096909
2024-04-01,60.61403145695365
2024-05-01,60.116379310344826
2024-06-01,60.56648697214734
2024-07-01,59.87943412162162
2024-08-01,62.02734033245844
2024-09-01,63.7130857648099
2024-10-01,58.65932420872541
2024-11-01,60.492534129692835
2024-12-01,58.88733333333333
2025-01-01,67.77262837249783
2025-02-01,63.16576086956521
2025-03-01,64.08395989974937
2025-04-01,66.38679635761589
2025-05-01,69.13383620689655
2025-06-01,76.2302336028751
2025-07-01,90.30996621621621
2025-08-01,79.31364829396325
2025-09-01,62.68545534924845
2025-10-01,67.60735671514115
2025-11-01,82.30951365187714
2025-12-01,103.3111111111111
