date,cancel subscription
2014-01-01,7.91340206185567
2014-02-01,7.429756637168142
2014-03-01,7.684782608695652
2014-04-01,7.667237442922374
2014-05-01,7.413355408388521
2014-06-01,7.97920997920998
2014-07-01,8.516272189349113
2014-08-01,7.929752066115703
2014-09-01,8.740384615384617
2014-10-01,7.010960334029227
2014-11-01,6.623767258382643
2014-12-01,7.107407407407408
2015-01-01,7.91340206185567
2015-02-01,8.491150442477876
2015-03-01,8.782608695652174
2015-04-01,9.857876712328768
2015-05-01,10.590507726269315
2015-06-01,9.974012474012476
2015-07-01,11.355029585798817
2015-08-01,10.903409090909092
2015-09-01,11.653846153846155
2015-10-01,11.017223382045929
2015-11-01,10.408777120315582
2015-12-01,9.772685185185185
2016-01-01,10.880927835051548
2016-02-01,13.798119469026549
2016-03-01,13.173913043478262
2016-04-01,14.239155251141552
2016-05-01,13.76766004415011
2016-06-01,12.966216216216218
2016-07-01,12.301282051282051
2016-08-01,11.894628099173554
2016-09-01,11.653846153846155
2016-10-01,13.02035490605428
2016-11-01,12.301282051282051
2016-12-01,14.214814814814815
2017-01-01,18.794329896907218
2017-02-01,20.166482300884955
2017-03-01,19.76086956521739
2017-04-01,20.81107305936073
2017-05-01,20.1219646799117
2017-06-01,22.940228690228693
2017-07-01,24.602564102564102
2017-08-01,24.78047520661157
2017-09-01,24.278846153846157
2017-10-01,22.034446764091857
2017-11-01,22.710059171597635
2017-12-01,23.9875
2018-01-01,29.675257731958766
2018-02-01,27.596238938053098
2018-03-01,29.641304347826086
2018-04-01,28.478310502283104
2018-05-01,27.53532008830022
2018-06-01,28.924636174636177
2018-07-01,30.28007889546351
2018-08-01,29.736570247933887
2018-09-01,29.134615384615387
2018-10-01,28.04384133611691
2018-11-01,25.548816568047336
2018-12-01,27.541203703703705
2019-01-01,31.65360824742268
2019-02-01,30.7804203539823
2019-03-01,32.93478260869565
2019-04-01,35.050228310502284
2019-05-01,37.06677704194261
2019-06-01,34.90904365904366
2019-07-01,34.06508875739645
2019-08-01,35.68388429752066
2019-09-01,33.99038461538462
2019-10-01,36.05636743215031
2019-11-01,34.06508875739645
2019-12-01,31.983333333333334
2020-01-01,37.588659793814436
2020-02-01,36.08738938053097
2020-03-01,39.52173913043478
2020-04-01,43.81278538812786
2020-05-01,43.421081677704194
2020-06-01,42.888253638253644
2020-07-01,41.63510848126233
2020-08-01,39.64876033057851
2020-09-01,41.75961538461539
2020-10-01,40.062630480167016
2020-11-01,38.79635108481262
2020-12-01,39.97916666666667
2021-01-01,46.491237113402065
2021-02-01,45.63993362831858
2021-03-01,46.108695652173914
2021-04-01,43.81278538812786
2021-05-01,44.480132450331126
2021-06-01,43.88565488565489
2021-07-01,40.688856015779095
2021-08-01,41.63119834710744
2021-09-01,40.78846153846154
2021-10-01,41.06419624217119
2021-11-01,40.688856015779095
2021-12-01,39.97916666666667
2022-01-01,60.33969072164949
2022-02-01,59.43805309734513
2022-03-01,58.18478260869565
2022-04-01,55.861301369863014
2022-05-01,57.188741721854306
2022-06-01,55.854469854469855
2022-07-01,54.88264299802761
2022-08-01,54.51704545454546
2022-09-01,53.41346153846155
2022-10-01,53.082985386221296
2022-11-01,55.82889546351085
2022-12-01,55.97083333333333
2023-01-01,65.28556701030928
2023-02-01,64.7450221238938
2023-03-01,61.47826086956522
2023-04-01,62.43321917808219
2023-05-01,61.424944812362035
2023-06-01,60.841476091476096
2023-07-01,57.72140039447732
2023-08-01,60.46435950413223
2023-09-01,56.32692307692308
2023-10-01,57.089248434237994
2023-11-01,54.88264299802761
2023-12-01,52.41712962962963
2024-01-01,63.30721649484536
2024-02-01,65.80641592920354
2024-03-01,60.380434782608695
2024-04-01,60.2425799086758
2024-05-01,59.30684326710817
2024-06-01,59.84407484407485
2024-07-01,55.82889546351085
2024-08-01,60.46435950413223
2024-09-01,57.29807692307693
2024-10-01,60.093945720250524
2024-11-01,56.77514792899408
2024-12-01,57.74768518518519
2025-01-01,70.23144329896907
2025-02-01,72.17477876106194
2025-03-01,71.3586956521739
2025-04-01,69.00513698630137
2025-05-01,67.77924944812362
2025-06-01,68.82068607068608
2025-07-01,78.53895463510848
2025-08-01,71.36776859504133
2025-09-01,81.57692307692308
2025-10-01,82.12839248434238
2025-11-01,92.73274161735701
2025-12-01,88.8425925925926
