date,coupon code
2014-03-01,65.58391812865496
2014-04-01,63.83680555555554
2014-05-01,70.55646929824562
2014-06-01,64.32674943566592
2014-07-01,66.03506271379702
2014-08-01,66.25225225225225
2014-09-01,64.6260606060606
2014-10-01,61.50699513381995
2014-11-01,57.505979760809566
2014-12-01,59.98250786163522
2015-01-01,57.51848691695108
2015-02-01,57.45312499999999
2015-03-01,59.133040935672504
2015-04-01,56.38917824074073
2015-05-01,57.453125
2015-06-01,56.026523702031604
2015-07-01,57.64965792474343
2015-08-01,59.00591216216216
2015-09-01,59.054848484848485
2015-10-01,57.03375912408759
2015-11-01,55.8146274149034
2015-12-01,52.033018867924525
2016-01-01,50.19795221843003
2016-02-01,54.261284722222214
2016-03-01,53.75730994152046
2016-04-01,51.069444444444436
2016-05-01,50.39747807017544
2016-06-01,49.80135440180587
2016-07-01,51.36060433295324
2016-08-01,50.72438063063063
2016-09-01,49.02666666666667
2016-10-01,50.32390510948905
2016-11-01,52.43192272309108
2016-12-01,46.974253144654085
2017-01-01,46.014789533560865
2017-02-01,44.68576388888888
2017-03-01,46.2312865497076
2017-04-01,46.8136574074074
2017-05-01,44.34978070175438
2017-06-01,44.613713318284425
2017-07-01,45.071550741163044
2017-08-01,44.51323198198198
2017-09-01,43.45545454545454
2017-10-01,44.7323600973236
2017-11-01,48.203541858325664
2017-12-01,41.915487421383645
2018-01-01,43.92320819112628
2018-02-01,45.74971064814814
2018-03-01,44.08099415204678
2018-04-01,42.55787037037037
2018-05-01,41.32593201754386
2018-06-01,41.50112866817156
2018-07-01,41.92702394526795
2018-08-01,41.40765765765765
2018-09-01,42.34121212121212
2018-10-01,41.377433090024326
2018-11-01,42.28380864765409
2018-12-01,38.30208333333333
2019-01-01,37.648464163822524
2019-02-01,40.42997685185185
2019-03-01,37.630116959064324
2019-04-01,38.30208333333333
2019-05-01,38.302083333333336
2019-06-01,40.46360045146727
2019-07-01,39.83067274800455
2019-08-01,42.4428490990991
2019-09-01,38.99848484848485
2019-10-01,39.140815085158145
2019-11-01,38.90110395584176
2019-12-01,38.30208333333333
2020-01-01,38.69425483503982
2020-02-01,41.49392361111111
2020-03-01,39.78040935672514
2020-04-01,55.325231481481474
2020-05-01,52.41337719298246
2020-06-01,49.80135440180587
2020-07-01,48.21607753705814
2020-08-01,45.54842342342342
2020-09-01,44.56969696969697
2020-10-01,43.614051094890506
2020-11-01,38.90110395584176
2020-12-01,36.13404088050314
2021-01-01,41.8316268486917
2021-02-01,40.42997685185185
2021-03-01,43.00584795321637
2021-04-01,41.49392361111111
2021-05-01,40.31798245614035
2021-06-01,37.3510158013544
2021-07-01,37.73432155074116
2021-08-01,35.196509009009006
2021-09-01,35.655757575757576
2021-10-01,35.78588807785888
2021-11-01,37.2097516099356
2021-12-01,30.35259433962264
2022-01-01,38.69425483503982
2022-02-01,38.30208333333333
2022-03-01,38.705263157894734
2022-04-01,39.36603009259259
2022-05-01,35.27823464912281
2022-06-01,34.238431151241535
2022-07-01,35.637970353477755
2022-08-01,33.126126126126124
2022-09-01,33.42727272727273
2022-10-01,35.78588807785888
2022-11-01,33.82704691812327
2022-12-01,28.184551886792452
2023-01-01,32.41951080773607
2023-02-01,32.98234953703703
2023-03-01,33.329532163742684
2023-04-01,36.17418981481481
2023-05-01,33.26233552631579
2023-06-01,35.27595936794582
2023-07-01,35.637970353477755
2023-08-01,32.09093468468468
2023-09-01,35.655757575757576
2023-10-01,34.66757907542579
2023-11-01,34.67272309107636
2023-12-01,29.62991352201258
2024-01-01,31.373720136518774
2024-02-01,32.98234953703703
2024-03-01,34.404678362573094
2024-04-01,30.854456018518512
2024-05-01,30.238486842105264
2024-06-01,30.08831828442438
2024-07-01,29.348916761687565
2024-08-01,30.0205518018018
2024-09-01,30.084545454545456
2024-10-01,31.312652068126518
2024-11-01,29.598666053357864
2024-12-01,27.46187106918239
2025-01-01,29.282138794084187
2025-02-01,26.598668981481477
2025-03-01,30.104093567251457
2025-04-01,29.790509259259252
2025-05-01,27.214638157894736
2025-06-01,33.20090293453725
2025-07-01,36.686145952109456
2025-08-01,33.126126126126124
2025-09-01,33.42727272727273
2025-10-01,30.194343065693428
2025-11-01,30.444342226310948
2025-12-01,28.184551886792452
