date,grocery coupons
2018-08-01,5.0223449001051526
2018-09-01,7.4795861297539155
2018-10-01,5.185939196525515
2018-11-01,5.324693422519509
2018-12-01,6.774822695035461
2019-01-01,4.092759211653813
2019-02-01,5.0223449001051526
2019-03-01,4.0433862433862435
2019-04-01,3.883130081300813
2019-05-01,3.6811175337186897
2019-06-01,4.7667165668662665
2019-07-01,4.738343253968253
2019-08-01,4.017875920084122
2019-09-01,4.274049217002237
2019-10-01,4.148751357220412
2019-11-01,4.259754738015607
2019-12-01,5.4198581560283685
2020-01-01,3.27420736932305
2020-02-01,4.017875920084122
2020-03-01,4.0433862433862435
2020-04-01,2.91234756097561
2020-05-01,1.8405587668593448
2020-06-01,2.86002994011976
2020-07-01,2.843005952380952
2020-08-01,3.013406940063091
2020-09-01,3.205536912751678
2020-10-01,3.111563517915309
2020-11-01,3.194816053511705
2020-12-01,2.7099290780141843
2021-01-01,2.4556555269922873
2021-02-01,3.013406940063091
2021-03-01,2.0216931216931218
2021-04-01,1.9415650406504066
2021-05-01,1.8405587668593448
2021-06-01,2.86002994011976
2021-07-01,2.843005952380952
2021-08-01,3.013406940063091
2021-09-01,3.205536912751678
2021-10-01,2.074375678610206
2021-11-01,3.194816053511705
2021-12-01,2.7099290780141843
2022-01-01,1.637103684661525
2022-02-01,2.008937960042061
2022-03-01,2.0216931216931218
2022-04-01,1.9415650406504066
2022-05-01,1.8405587668593448
2022-06-01,1.9066866267465068
2022-07-01,1.8953373015873014
2022-08-01,2.008937960042061
2022-09-01,2.1370246085011186
2022-10-01,2.074375678610206
2022-11-01,2.1298773690078034
2022-12-01,2.7099290780141843
2023-01-01,1.637103684661525
2023-02-01,2.008937960042061
2023-03-01,2.0216931216931218
2023-04-01,1.9415650406504066
2023-05-01,1.8405587668593448
2023-06-01,1.9066866267465068
2023-07-01,1.8953373015873014
2023-08-01,2.008937960042061
2023-09-01,2.1370246085011186
2023-10-01,2.074375678610206
2023-11-01,2.1298773690078034
2023-12-01,2.7099290780141843
2024-01-01,1.637103684661525
2024-02-01,2.008937960042061
2024-03-01,2.0216931216931218
2024-04-01,1.9415650406504066
2024-05-01,0.9202793834296724
2024-06-01,1.9066866267465068
2024-07-01,0.9476686507936507
2024-08-01,2.008937960042061
2024-09-01,1.0685123042505593
2024-10-01,1.037187839305103
2024-11-01,1.0649386845039017
2024-12-01,1.3549645390070921
2025-01-01,0.8185518423307625
2025-02-01,2.008937960042061
2025-03-01,1.0108465608465609
2025-04-01,0.9707825203252033
2025-05-01,0.9202793834296724
2025-06-01,0.9533433133732534
2025-07-01,1.8953373015873014
2025-08-01,2.008937960042061
2025-09-01,2.1370246085011186
2025-10-01,2.074375678610206
2025-11-01,2.1298773690078034
2025-12-01,2.7099290780141843
