date,rebate
2010-01-01,11.30901287553648
2010-02-01,11.456521739130434
2010-03-01,14.037290715372905
2010-04-01,15.05208333333333
2010-05-01,8.912976629766296
2010-06-01,12.199074074074073
2010-07-01,11.286993769470405
2010-08-01,11.898604269293925
2010-09-01,11.203231292517007
2010-10-01,10.456349206349206
2010-11-01,10.816912972085387
2010-12-01,11.33998435054773
2011-01-01,10.36659513590844
2011-02-01,10.501811594202898
2011-03-01,10.026636225266362
2011-04-01,7.968749999999998
2011-05-01,6.482164821648216
2011-06-01,8.132716049382715
2011-07-01,8.208722741433021
2011-08-01,8.653530377668309
2011-09-01,8.962585034013605
2011-10-01,9.29453262786596
2011-11-01,9.735221674876847
2011-12-01,9.278169014084506
2012-01-01,7.53934191702432
2012-02-01,6.682971014492753
2012-03-01,7.018645357686452
2012-04-01,6.197916666666666
2012-05-01,5.671894218942189
2012-06-01,7.116126543209876
2012-07-01,7.182632398753894
2012-08-01,7.57183908045977
2012-09-01,6.721938775510203
2012-10-01,6.97089947089947
2012-11-01,7.57183908045977
2012-12-01,7.216353677621283
2013-01-01,6.59692417739628
2013-02-01,5.728260869565217
2013-03-01,6.015981735159817
2013-04-01,6.197916666666666
2013-05-01,4.861623616236162
2013-06-01,6.099537037037036
2013-07-01,7.182632398753894
2013-08-01,6.490147783251231
2013-09-01,6.721938775510203
2013-10-01,6.97089947089947
2013-11-01,6.490147783251231
2013-12-01,7.216353677621283
2014-01-01,6.59692417739628
2014-02-01,5.728260869565217
2014-03-01,6.015981735159817
2014-04-01,6.197916666666666
2014-05-01,4.861623616236162
2014-06-01,7.116126543209876
2014-07-01,7.182632398753894
2014-08-01,7.57183908045977
2014-09-01,7.842261904761904
2014-10-01,8.132716049382715
2014-11-01,7.57183908045977
2014-12-01,8.247261345852895
2015-01-01,6.59692417739628
2015-02-01,5.728260869565217
2015-03-01,6.015981735159817
2015-04-01,5.312499999999999
2015-05-01,5.671894218942189
2015-06-01,7.116126543209876
2015-07-01,7.182632398753894
2015-08-01,7.57183908045977
2015-09-01,6.721938775510203
2015-10-01,6.97089947089947
2015-11-01,7.57183908045977
2015-12-01,8.247261345852895
2016-01-01,5.65450643776824
2016-02-01,4.773550724637681
2016-03-01,5.013318112633181
2016-04-01,5.312499999999999
2016-05-01,4.861623616236162
2016-06-01,6.099537037037036
2016-07-01,6.156542056074766
2016-08-01,6.490147783251231
2016-09-01,7.842261904761904
2016-10-01,6.97089947089947
2016-11-01,7.57183908045977
2016-12-01,7.216353677621283
2017-01-01,6.59692417739628
2017-02-01,5.728260869565217
2017-03-01,6.015981735159817
2017-04-01,6.197916666666666
2017-05-01,5.671894218942189
2017-06-01,7.116126543209876
2017-07-01,8.208722741433021
2017-08-01,7.57183908045977
2017-09-01,7.842261904761904
2017-10-01,6.97089947089947
2017-11-01,8.653530377668309
2017-12-01,8.247261345852895
2018-01-01,6.59692417739628
2018-02-01,5.728260869565217
2018-03-01,6.015981735159817
2018-04-01,5.312499999999999
2018-05-01,5.671894218942189
2018-06-01,7.116126543209876
2018-07-01,7.182632398753894
2018-08-01,6.490147783251231
2018-09-01,6.721938775510203
2018-10-01,6.97089947089947
2018-11-01,7.57183908045977
2018-12-01,7.216353677621283
2019-01-01,5.65450643776824
2019-02-01,4.773550724637681
2019-03-01,6.015981735159817
2019-04-01,5.312499999999999
2019-05-01,4.861623616236162
2019-06-01,6.099537037037036
2019-07-01,7.182632398753894
2019-08-01,6.490147783251231
2019-09-01,6.721938775510203
2019-10-01,6.97089947089947
2019-11-01,7.57183908045977
2019-12-01,7.216353677621283
2020-01-01,5.65450643776824
2020-02-01,4.773550724637681
2020-03-01,5.013318112633181
2020-04-01,5.312499999999999
2020-05-01,4.861623616236162
2020-06-01,6.099537037037036
2020-07-01,6.156542056074766
2020-08-01,6.490147783251231
2020-09-01,6.721938775510203
2020-10-01,5.809082892416225
2020-11-01,6.490147783251231
2020-12-01,6.185446009389671
2021-01-01,7.53934191702432
2021-02-01,7.637681159420289
2021-03-01,9.023972602739725
2021-04-01,6.197916666666666
2021-05-01,5.671894218942189
2021-06-01,6.099537037037036
2021-07-01,7.182632398753894
2021-08-01,6.490147783251231
2021-09-01,6.721938775510203
2021-10-01,5.809082892416225
2021-11-01,5.408456486042693
2021-12-01,5.154538341158059
2022-01-01,5.65450643776824
2022-02-01,7.637681159420289
2022-03-01,10.026636225266362
2022-04-01,7.968749999999998
2022-05-01,6.482164821648216
2022-06-01,10.165895061728394
2022-07-01,10.260903426791277
2022-08-01,10.816912972085387
2022-09-01,14.564200680272108
2022-10-01,15.103615520282185
2022-11-01,12.980295566502463
2022-12-01,8.247261345852895
2023-01-01,6.59692417739628
2023-02-01,7.637681159420289
2023-03-01,8.021308980213089
2023-04-01,7.083333333333332
2023-05-01,6.482164821648216
2023-06-01,9.149305555555554
2023-07-01,9.23481308411215
2023-08-01,9.735221674876847
2023-09-01,8.962585034013605
2023-10-01,10.456349206349206
2023-11-01,10.816912972085387
2023-12-01,8.247261345852895
2024-01-01,6.59692417739628
2024-02-01,5.728260869565217
2024-03-01,6.015981735159817
2024-04-01,5.312499999999999
2024-05-01,4.861623616236162
2024-06-01,7.116126543209876
2024-07-01,6.156542056074766
2024-08-01,6.490147783251231
2024-09-01,6.721938775510203
2024-10-01,6.97089947089947
2024-11-01,6.490147783251231
2024-12-01,7.216353677621283
2025-01-01,6.59692417739628
2025-02-01,5.728260869565217
2025-03-01,6.015981735159817
2025-04-01,5.312499999999999
2025-05-01,4.861623616236162
2025-06-01,7.116126543209876
2025-07-01,8.208722741433021
2025-08-01,8.653530377668309
2025-09-01,8.962585034013605
2025-10-01,9.29453262786596
2025-11-01,9.735221674876847
2025-12-01,7.216353677621283
