date,price comparison
2014-10-01,7.721874999999999
2014-11-01,7.028761061946902
2014-12-01,7.0412234042553195
2015-01-01,8.209302325581396
2015-02-01,8.022727272727273
2015-03-01,8.092794759825328
2015-04-01,8.385746606334841
2015-05-01,8.310538116591927
2015-06-01,7.721874999999999
2015-07-01,7.204081632653061
2015-08-01,7.786764705882352
2015-09-01,7.296259842519684
2015-10-01,7.721874999999999
2015-11-01,7.809734513274336
2015-12-01,5.632978723404255
2016-01-01,7.183139534883721
2016-02-01,8.022727272727273
2016-03-01,8.092794759825328
2016-04-01,7.187782805429864
2016-05-01,7.123318385650223
2016-06-01,6.6187499999999995
2016-07-01,5.403061224489796
2016-08-01,5.8400735294117645
2016-09-01,6.253937007874015
2016-10-01,6.6187499999999995
2016-11-01,5.466814159292035
2016-12-01,4.928856382978723
2017-01-01,7.183139534883721
2017-02-01,8.022727272727273
2017-03-01,6.936681222707423
2017-04-01,7.187782805429864
2017-05-01,7.123318385650223
2017-06-01,6.6187499999999995
2017-07-01,6.303571428571429
2017-08-01,5.8400735294117645
2017-09-01,6.253937007874015
2017-10-01,6.6187499999999995
2017-11-01,5.466814159292035
2017-12-01,4.928856382978723
2018-01-01,6.156976744186046
2018-02-01,6.876623376623376
2018-03-01,6.936681222707423
2018-04-01,7.187782805429864
2018-05-01,5.93609865470852
2018-06-01,5.515625
2018-07-01,4.502551020408163
2018-08-01,5.8400735294117645
2018-09-01,5.211614173228346
2018-10-01,5.515625
2018-11-01,5.466814159292035
2018-12-01,4.224734042553191
2019-01-01,6.156976744186046
2019-02-01,5.73051948051948
2019-03-01,5.780567685589519
2019-04-01,5.989819004524887
2019-05-01,5.93609865470852
2019-06-01,5.515625
2019-07-01,4.502551020408163
2019-08-01,4.86672794117647
2019-09-01,5.211614173228346
2019-10-01,5.515625
2019-11-01,4.685840707964601
2019-12-01,3.5206117021276597
2020-01-01,5.1308139534883725
2020-02-01,5.73051948051948
2020-03-01,4.6244541484716155
2020-04-01,5.989819004524887
2020-05-01,5.93609865470852
2020-06-01,5.515625
2020-07-01,4.502551020408163
2020-08-01,4.86672794117647
2020-09-01,5.211614173228346
2020-10-01,5.515625
2020-11-01,3.904867256637168
2020-12-01,3.5206117021276597
2021-01-01,4.104651162790698
2021-02-01,4.584415584415584
2021-03-01,4.6244541484716155
2021-04-01,4.791855203619909
2021-05-01,4.748878923766815
2021-06-01,4.4125
2021-07-01,3.6020408163265305
2021-08-01,3.893382352941176
2021-09-01,4.169291338582677
2021-10-01,5.515625
2021-11-01,3.904867256637168
2021-12-01,2.8164893617021276
2022-01-01,4.104651162790698
2022-02-01,5.73051948051948
2022-03-01,5.780567685589519
2022-04-01,5.989819004524887
2022-05-01,4.748878923766815
2022-06-01,4.4125
2022-07-01,3.6020408163265305
2022-08-01,3.893382352941176
2022-09-01,4.169291338582677
2022-10-01,4.4125
2022-11-01,3.904867256637168
2022-12-01,2.8164893617021276
2023-01-01,5.1308139534883725
2023-02-01,5.73051948051948
2023-03-01,5.780567685589519
2023-04-01,4.791855203619909
2023-05-01,4.748878923766815
2023-06-01,4.4125
2023-07-01,3.6020408163265305
2023-08-01,3.893382352941176
2023-09-01,5.211614173228346
2023-10-01,5.515625
2023-11-01,3.904867256637168
2023-12-01,2.8164893617021276
2024-01-01,5.1308139534883725
2024-02-01,5.73051948051948
2024-03-01,5.780567685589519
2024-04-01,5.989819004524887
2024-05-01,5.93609865470852
2024-06-01,4.4125
2024-07-01,3.6020408163265305
2024-08-01,3.893382352941176
2024-09-01,5.211614173228346
2024-10-01,5.515625
2024-11-01,4.685840707964601
2024-12-01,3.5206117021276597
2025-01-01,6.156976744186046
2025-02-01,6.876623376623376
2025-03-01,8.092794759825328
2025-04-01,8.385746606334841
2025-05-01,8.310538116591927
2025-06-01,29.784374999999997
2025-07-01,67.53826530612244
2025-08-01,49.64062499999999
2025-09-01,45.862204724409445
2025-10-01,41.918749999999996
2025-11-01,55.44911504424778
2025-12-01,70.4122340425532
