date,money saving tips
2012-01-01,29.980882352941176
2012-02-01,30.879159369527148
2012-03-01,32.354092526690394
2012-04-01,31.727447216890596
2012-05-01,31.867537313432837
2012-06-01,35.25594149908592
2012-07-01,28.25641025641026
2012-08-01,29.319266055045876
2012-09-01,32.411764705882355
2012-10-01,29.442748091603058
2012-11-01,25.045454545454547
2012-12-01,26.0761316872428
2013-01-01,32.411764705882355
2013-02-01,30.879159369527148
2013-03-01,33.33451957295374
2013-04-01,30.669865642994242
2013-05-01,29.811567164179106
2013-06-01,29.212065813528337
2013-07-01,27.42533936651584
2013-08-01,30.330275229357802
2013-09-01,30.176470588235293
2013-10-01,29.442748091603058
2013-11-01,30.737603305785125
2013-12-01,37.41358024691358
2014-01-01,35.65294117647059
2014-02-01,28.9492119089317
2014-03-01,27.451957295373667
2014-04-01,26.43953934740883
2014-05-01,26.72761194029851
2014-06-01,28.20475319926874
2014-07-01,24.10105580693816
2014-08-01,23.253211009174315
2014-09-01,26.823529411764707
2014-10-01,22.08206106870229
2014-11-01,23.90702479338843
2014-12-01,27.209876543209877
2015-01-01,28.360294117647058
2015-02-01,23.159369527145362
2015-03-01,23.530249110320284
2015-04-01,24.324376199616125
2015-05-01,24.671641791044777
2015-06-01,25.182815356489947
2015-07-01,20.776772247360483
2015-08-01,23.253211009174315
2015-09-01,25.705882352941178
2015-10-01,19.979007633587788
2015-11-01,23.90702479338843
2015-12-01,23.808641975308642
2016-01-01,21.06764705882353
2016-02-01,20.26444833625219
2016-03-01,19.608540925266905
2016-04-01,21.151631477927065
2016-05-01,20.559701492537314
2016-06-01,18.131627056672762
2016-07-01,14.959276018099548
2016-08-01,18.19816513761468
2016-09-01,20.11764705882353
2016-10-01,19.979007633587788
2016-11-01,21.630165289256198
2016-12-01,20.40740740740741
2017-01-01,19.44705882352941
2017-02-01,20.26444833625219
2017-03-01,19.608540925266905
2017-04-01,20.09404990403071
2017-05-01,23.64365671641791
2017-06-01,20.146252285191956
2017-07-01,16.621417797888387
2017-08-01,19.209174311926606
2017-09-01,21.235294117647058
2017-10-01,19.979007633587788
2017-11-01,19.35330578512397
2017-12-01,21.541152263374485
2018-01-01,20.25735294117647
2018-02-01,18.334500875656744
2018-03-01,18.62811387900356
2018-04-01,20.09404990403071
2018-05-01,18.503731343283583
2018-06-01,18.131627056672762
2018-07-01,13.29713423831071
2018-08-01,16.176146788990827
2018-09-01,17.88235294117647
2018-10-01,15.77290076335878
2018-11-01,15.93801652892562
2018-12-01,18.13991769547325
2019-01-01,13.775
2019-02-01,13.509632224168127
2019-03-01,12.745551601423488
2019-04-01,15.863723608445298
2019-05-01,15.419776119402986
2019-06-01,13.095063985374772
2019-07-01,12.46606334841629
2019-08-01,14.154128440366975
2019-09-01,14.529411764705882
2019-10-01,13.669847328244277
2019-11-01,14.799586776859504
2019-12-01,18.13991769547325
2020-01-01,16.205882352941178
2020-02-01,14.47460595446585
2020-03-01,11.765124555160142
2020-04-01,11.633397312859886
2020-05-01,10.279850746268657
2020-06-01,10.073126142595978
2020-07-01,9.141779788838614
2020-08-01,11.121100917431194
2020-09-01,12.294117647058824
2020-10-01,13.669847328244277
2020-11-01,12.522727272727273
2020-12-01,11.337448559670783
2021-01-01,10.533823529411764
2021-02-01,9.649737302977234
2021-03-01,8.823843416370106
2021-04-01,10.575815738963533
2021-05-01,9.251865671641792
2021-06-01,10.073126142595978
2021-07-01,9.141779788838614
2021-08-01,9.09908256880734
2021-09-01,10.058823529411764
2021-10-01,10.51526717557252
2021-11-01,9.107438016528926
2021-12-01,11.337448559670783
2022-01-01,11.344117647058823
2022-02-01,11.579684763572681
2022-03-01,11.765124555160142
2022-04-01,13.748560460652591
2022-05-01,15.419776119402986
2022-06-01,14.10237659963437
2022-07-01,12.46606334841629
2022-08-01,12.13211009174312
2022-09-01,11.176470588235293
2022-10-01,10.51526717557252
2022-11-01,10.245867768595042
2022-12-01,11.337448559670783
2023-01-01,8.913235294117648
2023-02-01,9.649737302977234
2023-03-01,8.823843416370106
2023-04-01,10.575815738963533
2023-05-01,8.223880597014926
2023-06-01,8.058500914076783
2023-07-01,7.479638009049774
2023-08-01,6.06605504587156
2023-09-01,8.941176470588236
2023-10-01,8.412213740458016
2023-11-01,9.107438016528926
2023-12-01,9.069958847736626
2024-01-01,7.29264705882353
2024-02-01,6.754816112084064
2024-03-01,7.843416370106762
2024-04-01,9.51823416506718
2024-05-01,8.223880597014926
2024-06-01,7.051188299817185
2024-07-01,6.648567119155355
2024-08-01,7.0770642201834875
2024-09-01,7.8235294117647065
2024-10-01,6.309160305343513
2024-11-01,9.107438016528926
2024-12-01,9.069958847736626
2025-01-01,6.482352941176471
2025-02-01,6.754816112084064
2025-03-01,8.823843416370106
2025-04-01,8.460652591170826
2025-05-01,10.279850746268657
2025-06-01,10.073126142595978
2025-07-01,83.10708898944193
2025-08-01,12.13211009174312
2025-09-01,14.529411764705882
2025-10-01,10.51526717557252
2025-11-01,10.245867768595042
2025-12-01,12.47119341563786
