date,pawn shop
2010-02-01,29.62289234760052
2010-03-01,28.05274470899471
2010-04-01,26.474764686790003
2010-05-01,25.17554012345679
2010-06-01,26.1169239565466
2010-07-01,32.76920466883822
2010-08-01,31.10073656845754
2010-09-01,32.374573643410855
2010-10-01,30.300829187396356
2010-11-01,31.282358581016304
2010-12-01,33.26508071367884
2011-01-01,41.040880503144656
2011-02-01,42.31841763942931
2011-03-01,39.92121362433862
2011-04-01,44.47760467380721
2011-05-01,44.308950617283955
2011-06-01,45.70461692395655
2011-07-01,47.825325732899024
2011-08-01,49.00722125938764
2011-09-01,48.56186046511628
2011-10-01,51.944278606965185
2011-11-01,51.09451901565996
2011-12-01,56.365831209289155
2012-01-01,58.48325471698113
2012-02-01,53.955982490272376
2012-03-01,52.86863425925926
2012-04-01,57.185491723466406
2012-05-01,58.40725308641976
2012-06-01,61.56132075471698
2012-07-01,60.224484256243215
2012-08-01,62.20147313691508
2012-09-01,61.71403100775194
2012-10-01,57.35514096185739
2012-11-01,57.35099073186323
2012-12-01,56.365831209289155
2013-01-01,61.56132075471698
2013-02-01,59.24578469520104
2013-03-01,56.10548941798942
2013-04-01,55.06751054852321
2013-05-01,55.386188271604944
2013-06-01,59.695826186392225
2013-07-01,62.88144679695982
2013-08-01,65.02881282495667
2013-09-01,61.71403100775194
2013-10-01,60.60165837479271
2013-11-01,62.56471716203261
2013-12-01,63.758071367884455
2014-01-01,61.56132075471698
2014-02-01,59.24578469520104
2014-03-01,65.81605489417989
2014-04-01,62.48044466082441
2014-05-01,61.42831790123457
2014-06-01,58.76307890222984
2014-07-01,62.88144679695982
2014-08-01,63.143919699595614
2014-09-01,60.70232558139536
2014-10-01,57.35514096185739
2014-11-01,61.52197187599873
2014-12-01,59.13792126876239
2015-01-01,63.61336477987422
2015-02-01,62.41966601815824
2015-03-01,62.579199735449734
2015-04-01,60.36246348588121
2015-05-01,63.44236111111111
2015-06-01,64.35956260720411
2015-07-01,64.65275515743757
2015-08-01,62.20147313691508
2015-09-01,63.73744186046512
2015-10-01,66.01252072968492
2015-11-01,61.52197187599873
2015-12-01,64.68210138770887
2016-01-01,77.97767295597484
2016-02-01,77.2311121919585
2016-03-01,73.36871693121692
2016-04-01,81.54227523531321
2016-05-01,80.56172839506173
2016-06-01,83.01450829045169
2016-07-01,76.16625950054289
2016-08-01,80.10795782784518
2016-09-01,81.94813953488372
2016-10-01,81.1629353233831
2016-11-01,79.24864173857463
2016-12-01,76.69449164542623
2017-01-01,80.02971698113208
2017-02-01,82.52091439688716
2017-03-01,75.52662037037037
2017-04-01,81.54227523531321
2017-05-01,83.58279320987654
2017-06-01,84.88000285877645
2017-07-01,85.0228013029316
2017-08-01,82.93529751588677
2017-09-01,80.93643410852714
2017-10-01,80.08076285240466
2017-11-01,84.46236816874402
2017-12-01,85.01076182384594
2018-01-01,81.05573899371069
2018-02-01,77.2311121919585
2018-03-01,84.15823412698413
2018-04-01,78.3653034728984
2018-05-01,82.57577160493827
2018-06-01,83.01450829045169
2018-07-01,84.13714712269272
2018-08-01,81.05040439052571
2018-09-01,82.95984496124032
2018-10-01,84.40945273631841
2018-11-01,80.29138702460851
2018-12-01,78.54255168507505
2019-01-01,86.18584905660377
2019-02-01,84.63683527885863
2019-03-01,82.00033068783068
2019-04-01,81.54227523531321
2019-05-01,85.59683641975309
2019-06-01,83.94725557461406
2019-07-01,88.56541802388708
2019-08-01,76.33817157712305
2019-09-01,70.81937984496125
2019-10-01,68.1768656716418
2019-11-01,71.9494247363375
2019-12-01,71.15031152647975
2020-01-01,69.7694968553459
2020-02-01,69.82538910505836
2020-03-01,80.92137896825396
2020-04-01,66.71640701071081
2020-05-01,61.42831790123457
2020-06-01,63.42681532304174
2020-07-01,54.024904994571116
2020-08-01,56.54679376083189
2020-09-01,57.66720930232559
2020-10-01,66.01252072968492
2020-11-01,63.607462448066485
2020-12-01,62.83404134806004
2021-01-01,68.7434748427673
2021-02-01,65.59354734111544
2021-03-01,62.579199735449734
2021-04-01,60.36246348588121
2021-05-01,59.414274691358024
2021-06-01,53.166595197255575
2021-07-01,54.024904994571116
2021-08-01,57.48924032351242
2021-09-01,62.72573643410853
2021-10-01,64.93034825870647
2021-11-01,67.778443592202
2021-12-01,60.061951288586805
2022-01-01,63.61336477987422
2022-02-01,66.65150778210116
2022-03-01,64.73710317460318
2022-04-01,64.59842583576761
2022-05-01,64.44938271604939
2022-06-01,64.35956260720411
2022-07-01,61.995792616720955
2022-08-01,63.143919699595614
2022-09-01,60.70232558139536
2022-10-01,61.683830845771155
2022-11-01,56.30824544582935
2022-12-01,53.59374114981592
2023-01-01,54.37916666666667
2023-02-01,65.59354734111544
2023-03-01,67.97395833333333
2023-04-01,69.8933787731256
2023-05-01,69.48449074074074
2023-06-01,71.82154088050315
2023-07-01,65.53840933767644
2023-08-01,65.02881282495667
2023-09-01,68.79596899224806
2023-10-01,66.01252072968492
2023-11-01,64.65020773410036
2023-12-01,60.98598130841121
2024-01-01,60.535298742138366
2024-02-01,57.129863813229576
2024-03-01,57.18444113756613
2024-04-01,60.36246348588121
2024-05-01,60.4212962962963
2024-06-01,55.03208976558033
2024-07-01,54.024904994571116
2024-08-01,56.54679376083189
2024-09-01,55.643798449612405
2024-10-01,51.944278606965185
2024-11-01,51.09451901565996
2024-12-01,51.74568111016709
2025-01-01,54.37916666666667
2025-02-01,53.955982490272376
2025-03-01,53.947585978835974
2025-04-01,60.36246348588121
2025-05-01,54.37916666666667
2025-06-01,52.2338479130932
2025-07-01,54.024904994571116
2025-08-01,52.77700751010976
2025-09-01,52.608682170542636
2025-10-01,53.02645107794362
2025-11-01,52.13726430169384
2025-12-01,54.517771169640326
