date,bike to work
2025-02-01,30.91336270190896
2025-03-01,23.707207207207208
2025-04-01,17.790622992935134
2025-05-01,9.276818419675564
2025-06-01,17.940815187046343
2025-07-01,38.80676328502416
2025-08-01,42.2542372881356
2025-09-01,41.89915966386555
2025-10-01,43.968253968253975
2025-11-01,56.51001821493625
2025-12-01,76.69216757741349
