date,cashback
2015-12-01,23.134543761638735
2016-01-01,24.432736911862165
2016-02-01,18.625998547567175
2016-03-01,23.126044039483677
2016-04-01,22.009153318077807
2016-05-01,25.280286738351254
2016-06-01,21.704061895551256
2016-07-01,21.37333333333333
2016-08-01,20.291139240506332
2016-09-01,20.91324200913242
2016-10-01,20.511836212412028
2016-11-01,21.64199255121043
2016-12-01,20.149441340782122
2017-01-01,24.432736911862165
2017-02-01,26.774872912127815
2017-03-01,25.560364464692487
2017-04-01,25.67734553775744
2017-05-01,26.429390681003582
2017-06-01,22.73758865248227
2017-07-01,23.231884057971016
2017-08-01,20.291139240506332
2017-09-01,25.09589041095891
2017-10-01,25.639795265515037
2017-11-01,26.119646182495345
2017-12-01,22.38826815642458
2018-01-01,24.432736911862165
2018-02-01,23.28249818445897
2018-03-01,24.343204252088082
2018-04-01,24.45461479786423
2018-05-01,22.982078853046595
2018-06-01,20.670535138620245
2018-07-01,19.51478260869565
2018-08-01,19.324894514767934
2018-09-01,19.8675799086758
2018-10-01,20.511836212412028
2018-11-01,23.134543761638735
2018-12-01,18.65689013035382
2019-01-01,20.18356527501657
2019-02-01,25.610748002904867
2019-03-01,21.908883826879276
2019-04-01,24.45461479786423
2019-05-01,24.131182795698926
2019-06-01,21.704061895551256
2019-07-01,21.37333333333333
2019-08-01,24.156118143459917
2019-09-01,24.050228310502284
2019-10-01,24.614203454894437
2019-11-01,25.373370577281193
2019-12-01,25.373370577281193
2020-01-01,30.806494367130554
2020-02-01,26.774872912127815
2020-03-01,23.126044039483677
2020-04-01,23.23188405797102
2020-05-01,22.982078853046595
2020-06-01,21.704061895551256
2020-07-01,22.302608695652175
2020-08-01,21.257383966244728
2020-09-01,21.958904109589042
2020-10-01,21.537428023032632
2020-11-01,22.38826815642458
2020-12-01,21.64199255121043
2021-01-01,24.432736911862165
2021-02-01,24.446623093681918
2021-03-01,26.77752467729689
2021-04-01,26.90007627765065
2021-05-01,28.727598566308245
2021-06-01,28.938749194068343
2021-07-01,26.019710144927537
2021-08-01,27.054852320675106
2021-09-01,32.41552511415525
2021-10-01,42.04926423544466
2021-11-01,28.358472998137803
2021-12-01,21.64199255121043
2022-01-01,27.61961563949636
2022-02-01,33.759622367465504
2022-03-01,36.51480637813212
2022-04-01,36.68192219679634
2022-05-01,33.324014336917564
2022-06-01,33.07285622179239
2022-07-01,31.59536231884058
2022-08-01,30.919831223628695
2022-09-01,32.41552511415525
2022-10-01,31.793346129238646
2022-11-01,29.85102420856611
2022-12-01,25.373370577281193
2023-01-01,31.86878727634195
2023-02-01,34.92374727668845
2023-03-01,34.08048595292331
2023-04-01,35.459191456903135
2023-05-01,34.47311827956989
2023-06-01,33.07285622179239
2023-07-01,30.666086956521738
2023-08-01,28.021097046413505
2023-09-01,33.461187214611876
2023-10-01,33.84452975047985
2023-11-01,33.582402234636874
2023-12-01,27.61219739292365
2024-01-01,35.05566600397615
2024-02-01,36.0878721859114
2024-03-01,35.297646165527716
2024-04-01,37.90465293668956
2024-05-01,37.92043010752688
2024-06-01,35.13990973565441
2024-07-01,33.45391304347826
2024-08-01,35.75105485232068
2024-09-01,44.96347031963471
2024-10-01,34.87012156110045
2024-11-01,33.582402234636874
2024-12-01,32.08985102420856
2025-01-01,41.42942345924454
2025-02-01,41.908496732026144
2025-03-01,41.38344722854974
2025-04-01,45.24103737604882
2025-05-01,44.81505376344086
2025-06-01,57.87749838813669
2025-07-01,75.27130434782609
2025-08-01,54.10970464135021
2025-09-01,52.28310502283106
2025-10-01,50.25399872040947
2025-11-01,58.20949720670391
2025-12-01,58.95577281191807
