date,retirement planning
2009-12-01,12.783333333333333
2010-01-01,15.424836601307188
2010-02-01,14.083546462063087
2010-03-01,15.892255892255893
2010-04-01,14.676616915422885
2010-05-01,14.08631772268136
2010-06-01,14.36329588014981
2010-07-01,11.712158808933005
2010-08-01,10.736145574855254
2010-09-01,9.957805907172997
2010-10-01,9.932659932659933
2010-11-01,11.597051597051596
2010-12-01,11.799999999999999
2011-01-01,12.53267973856209
2011-02-01,14.083546462063087
2011-03-01,13.905723905723907
2011-04-01,14.676616915422885
2011-05-01,15.169880624426078
2011-06-01,14.36329588014981
2011-07-01,11.712158808933005
2011-08-01,9.760132340777503
2011-09-01,9.957805907172997
2011-10-01,9.932659932659933
2011-11-01,8.697788697788697
2011-12-01,9.833333333333332
2012-01-01,11.56862745098039
2012-02-01,11.065643648763855
2012-03-01,10.925925925925926
2012-04-01,11.741293532338307
2012-05-01,13.002754820936639
2012-06-01,13.258426966292133
2012-07-01,10.736145574855254
2012-08-01,11.712158808933005
2012-09-01,10.953586497890296
2012-10-01,8.93939393939394
2012-11-01,8.697788697788697
2012-12-01,9.833333333333332
2013-01-01,12.53267973856209
2013-02-01,13.077578857630009
2013-03-01,13.905723905723907
2013-04-01,13.698175787728026
2013-05-01,14.08631772268136
2013-06-01,12.153558052434455
2013-07-01,11.712158808933005
2013-08-01,12.688172043010754
2013-09-01,11.949367088607595
2013-10-01,11.91919191919192
2013-11-01,11.597051597051596
2013-12-01,10.816666666666666
2014-01-01,13.496732026143789
2014-02-01,14.083546462063087
2014-03-01,13.905723905723907
2014-04-01,13.698175787728026
2014-05-01,14.08631772268136
2014-06-01,13.258426966292133
2014-07-01,12.688172043010754
2014-08-01,11.712158808933005
2014-09-01,11.949367088607595
2014-10-01,12.912457912457914
2014-11-01,11.597051597051596
2014-12-01,9.833333333333332
2015-01-01,13.496732026143789
2015-02-01,14.083546462063087
2015-03-01,13.905723905723907
2015-04-01,13.698175787728026
2015-05-01,14.08631772268136
2015-06-01,13.258426966292133
2015-07-01,10.736145574855254
2015-08-01,9.760132340777503
2015-09-01,9.957805907172997
2015-10-01,10.925925925925926
2015-11-01,9.664209664209665
2015-12-01,8.85
2016-01-01,10.604575163398692
2016-02-01,12.07161125319693
2016-03-01,11.91919191919192
2016-04-01,13.698175787728026
2016-05-01,13.002754820936639
2016-06-01,11.048689138576776
2016-07-01,8.784119106699753
2016-08-01,9.760132340777503
2016-09-01,9.957805907172997
2016-10-01,10.925925925925926
2016-11-01,9.664209664209665
2016-12-01,9.833333333333332
2017-01-01,11.56862745098039
2017-02-01,12.07161125319693
2017-03-01,12.912457912457914
2017-04-01,12.719734660033167
2017-05-01,11.919191919191919
2017-06-01,12.153558052434455
2017-07-01,10.736145574855254
2017-08-01,8.784119106699753
2017-09-01,10.953586497890296
2017-10-01,12.912457912457914
2017-11-01,10.63063063063063
2017-12-01,9.833333333333332
2018-01-01,11.56862745098039
2018-02-01,11.065643648763855
2018-03-01,10.925925925925926
2018-04-01,10.76285240464345
2018-05-01,10.8356290174472
2018-06-01,11.048689138576776
2018-07-01,9.760132340777503
2018-08-01,9.760132340777503
2018-09-01,9.957805907172997
2018-10-01,9.932659932659933
2018-11-01,8.697788697788697
2018-12-01,7.866666666666666
2019-01-01,8.676470588235293
2019-02-01,11.065643648763855
2019-03-01,10.925925925925926
2019-04-01,11.741293532338307
2019-05-01,10.8356290174472
2019-06-01,11.048689138576776
2019-07-01,9.760132340777503
2019-08-01,9.760132340777503
2019-09-01,10.953586497890296
2019-10-01,9.932659932659933
2019-11-01,8.697788697788697
2019-12-01,21.633333333333333
2020-01-01,31.813725490196074
2020-02-01,33.19693094629156
2020-03-01,26.81818181818182
2020-04-01,23.482587064676615
2020-05-01,26.005509641873278
2020-06-01,20.992509363295877
2020-07-01,19.520264681555005
2020-08-01,22.44830438378826
2020-09-01,20.911392405063292
2020-10-01,23.83838383838384
2020-11-01,24.16052416052416
2020-12-01,25.566666666666666
2021-01-01,22.173202614379083
2021-02-01,16.095481670929242
2021-03-01,14.8989898989899
2021-04-01,14.676616915422885
2021-05-01,16.2534435261708
2021-06-01,15.468164794007489
2021-07-01,15.616211745244005
2021-08-01,13.664185277088505
2021-09-01,16.928270042194093
2021-10-01,15.892255892255893
2021-11-01,14.496314496314497
2021-12-01,12.783333333333333
2022-01-01,13.496732026143789
2022-02-01,14.083546462063087
2022-03-01,12.912457912457914
2022-04-01,15.655058043117744
2022-05-01,15.169880624426078
2022-06-01,13.258426966292133
2022-07-01,13.664185277088505
2022-08-01,13.664185277088505
2022-09-01,12.945147679324895
2022-10-01,14.8989898989899
2022-11-01,14.496314496314497
2022-12-01,11.799999999999999
2023-01-01,12.53267973856209
2023-02-01,14.083546462063087
2023-03-01,11.91919191919192
2023-04-01,11.741293532338307
2023-05-01,13.002754820936639
2023-06-01,11.048689138576776
2023-07-01,11.712158808933005
2023-08-01,10.736145574855254
2023-09-01,12.945147679324895
2023-10-01,11.91919191919192
2023-11-01,11.597051597051596
2023-12-01,11.799999999999999
2024-01-01,12.53267973856209
2024-02-01,15.089514066496164
2024-03-01,15.892255892255893
2024-04-01,14.676616915422885
2024-05-01,14.08631772268136
2024-06-01,13.258426966292133
2024-07-01,12.688172043010754
2024-08-01,12.688172043010754
2024-09-01,14.936708860759495
2024-10-01,13.905723905723907
2024-11-01,13.52989352989353
2024-12-01,13.766666666666666
2025-01-01,29.88562091503268
2025-02-01,34.20289855072464
2025-03-01,36.75084175084175
2025-04-01,38.159203980099505
2025-05-01,41.17539026629936
2025-06-01,56.34831460674156
2025-07-01,80.03308519437553
2025-08-01,91.74524400330853
2025-09-01,95.59493670886076
2025-10-01,83.43434343434343
2025-11-01,91.80999180999181
2025-12-01,98.33333333333333
