date,asset allocation
2014-05-01,27.117391304347827
2014-06-01,30.183999999999997
2014-07-01,29.32383419689119
2014-08-01,27.277327935222672
2014-09-01,28.36842105263158
2014-10-01,30.624999999999996
2014-11-01,27.776687116564414
2014-12-01,30.586380832282472
2015-01-01,30.174533479692645
2015-02-01,26.643749999999997
2015-03-01,31.926829268292686
2015-04-01,31.72473246135553
2015-05-01,27.117391304347827
2015-06-01,29.105999999999995
2015-07-01,29.32383419689119
2015-08-01,29.459514170040485
2015-09-01,28.36842105263158
2015-10-01,26.541666666666664
2015-11-01,27.776687116564414
2015-12-01,25.488650693568726
2016-01-01,23.07464324917673
2016-02-01,24.80625
2016-03-01,24.414634146341466
2016-04-01,26.9179548156956
2016-05-01,23.099999999999998
2016-06-01,22.637999999999998
2016-07-01,21.99287564766839
2016-08-01,25.09514170040486
2016-09-01,24.004048582995953
2016-10-01,22.458333333333332
2016-11-01,20.832515337423313
2016-12-01,22.43001261034048
2017-01-01,23.07464324917673
2017-02-01,27.5625
2017-03-01,26.29268292682927
2017-04-01,27.879310344827587
2017-05-01,27.117391304347827
2017-06-01,23.715999999999998
2017-07-01,24.08743523316062
2017-08-01,27.277327935222672
2017-09-01,26.186234817813766
2017-10-01,28.583333333333332
2017-11-01,26.784662576687115
2017-12-01,26.508196721311474
2018-01-01,27.51207464324918
2018-02-01,26.643749999999997
2018-03-01,22.53658536585366
2018-04-01,23.07253269916766
2018-05-01,24.104347826086958
2018-06-01,25.871999999999996
2018-07-01,21.99287564766839
2018-08-01,25.09514170040486
2018-09-01,26.186234817813766
2018-10-01,25.520833333333332
2018-11-01,23.808588957055214
2018-12-01,21.41046658259773
2019-01-01,21.29967069154775
2019-02-01,23.8875
2019-03-01,24.414634146341466
2019-04-01,27.879310344827587
2019-05-01,25.108695652173914
2019-06-01,22.637999999999998
2019-07-01,24.08743523316062
2019-08-01,26.186234817813766
2019-09-01,24.004048582995953
2019-10-01,24.5
2019-11-01,25.792638036809816
2019-12-01,25.488650693568726
2020-01-01,23.96212952799122
2020-02-01,24.80625
2020-03-01,25.353658536585368
2020-04-01,25.956599286563616
2020-05-01,26.11304347826087
2020-06-01,26.949999999999996
2020-07-01,26.18199481865285
2020-08-01,30.550607287449395
2020-09-01,28.36842105263158
2020-10-01,27.562499999999996
2020-11-01,24.800613496932513
2020-12-01,26.508196721311474
2021-01-01,23.07464324917673
2021-02-01,26.643749999999997
2021-03-01,25.353658536585368
2021-04-01,28.840665873959573
2021-05-01,27.117391304347827
2021-06-01,25.871999999999996
2021-07-01,25.134715025906736
2021-08-01,25.09514170040486
2021-09-01,29.459514170040485
2021-10-01,27.562499999999996
2021-11-01,28.768711656441717
2021-12-01,26.508196721311474
2022-01-01,25.737102085620197
2022-02-01,30.318749999999998
2022-03-01,28.170731707317074
2022-04-01,30.763376932223544
2022-05-01,28.121739130434783
2022-06-01,20.481999999999996
2022-07-01,20.945595854922278
2022-08-01,20.73076923076923
2022-09-01,22.912955465587046
2022-10-01,25.520833333333332
2022-11-01,22.81656441717791
2022-12-01,23.44955863808323
2023-01-01,21.29967069154775
2023-02-01,22.049999999999997
2023-03-01,25.353658536585368
2023-04-01,24.033888228299645
2023-05-01,25.108695652173914
2023-06-01,20.481999999999996
2023-07-01,19.898316062176164
2023-08-01,20.73076923076923
2023-09-01,22.912955465587046
2023-10-01,26.541666666666664
2023-11-01,26.784662576687115
2023-12-01,27.527742749054223
2024-01-01,24.84961580680571
2024-02-01,26.643749999999997
2024-03-01,27.231707317073173
2024-04-01,31.72473246135553
2024-05-01,26.11304347826087
2024-06-01,22.637999999999998
2024-07-01,24.08743523316062
2024-08-01,25.09514170040486
2024-09-01,27.277327935222672
2024-10-01,28.583333333333332
2024-11-01,29.760736196319016
2024-12-01,26.508196721311474
2025-01-01,23.96212952799122
2025-02-01,28.48125
2025-03-01,29.10975609756098
2025-04-01,28.840665873959573
2025-05-01,25.108695652173914
2025-06-01,38.80799999999999
2025-07-01,48.17487046632124
2025-08-01,43.64372469635627
2025-09-01,48.008097165991906
2025-10-01,45.9375
2025-11-01,53.56932515337423
2025-12-01,61.172761664564945
