date,value stocks
2015-03-01,10.025412087912088
2015-04-01,10.080801104972377
2015-05-01,10.771103896103897
2015-06-01,9.581227436823104
2015-07-01,9.120274914089348
2015-08-01,10.270897832817338
2015-09-01,10.599041533546327
2015-10-01,9.42471590909091
2015-11-01,9.164364640883978
2015-12-01,10.456303724928368
2016-01-01,10.399686520376177
2016-02-01,11.02770083102493
2016-03-01,12.759615384615385
2016-04-01,12.83011049723757
2016-05-01,11.848214285714286
2016-06-01,11.97653429602888
2016-07-01,10.260309278350517
2016-08-01,7.189628482972137
2016-09-01,10.599041533546327
2016-10-01,10.3671875
2016-11-01,11.913674033149173
2016-12-01,11.406876790830946
2017-01-01,12.479623824451412
2017-02-01,13.784626038781163
2017-03-01,14.582417582417582
2017-04-01,12.83011049723757
2017-05-01,12.925324675324678
2017-06-01,11.97653429602888
2017-07-01,11.400343642611686
2017-08-01,9.243808049535605
2017-09-01,10.599041533546327
2017-10-01,13.194602272727273
2017-11-01,14.662983425414366
2017-12-01,17.110315186246417
2018-01-01,16.639498432601883
2018-02-01,15.622576177285318
2018-03-01,12.759615384615385
2018-04-01,14.662983425414366
2018-05-01,14.002435064935067
2018-06-01,14.371841155234655
2018-07-01,12.540378006872855
2018-08-01,12.325077399380806
2018-09-01,13.778753993610225
2018-10-01,16.022017045454547
2018-11-01,13.746546961325969
2018-12-01,12.357449856733524
2019-01-01,12.479623824451412
2019-02-01,12.865650969529085
2019-03-01,11.848214285714285
2019-04-01,13.746546961325969
2019-05-01,12.925324675324678
2019-06-01,14.371841155234655
2019-07-01,12.540378006872855
2019-08-01,10.270897832817338
2019-09-01,14.838658146964859
2019-10-01,13.194602272727273
2019-11-01,14.662983425414366
2019-12-01,12.357449856733524
2020-01-01,15.599529780564264
2020-02-01,16.541551246537395
2020-03-01,27.342032967032967
2020-04-01,25.66022099447514
2020-05-01,25.850649350649356
2020-06-01,27.546028880866423
2020-07-01,25.08075601374571
2020-08-01,22.595975232198143
2020-09-01,23.31789137380192
2020-10-01,21.67684659090909
2020-11-01,25.66022099447514
2020-12-01,24.714899713467048
2021-01-01,33.278996865203766
2021-02-01,37.67797783933518
2021-03-01,36.456043956043956
2021-04-01,26.57665745856354
2021-05-01,29.081980519480524
2021-06-01,25.15072202166065
2021-07-01,18.240549828178697
2021-08-01,14.379256965944274
2021-09-01,15.89856230031949
2021-10-01,25.446732954545457
2021-11-01,19.245165745856355
2021-12-01,19.011461318051577
2022-01-01,32.23902821316615
2022-02-01,25.73130193905817
2022-03-01,23.69642857142857
2022-04-01,24.74378453038674
2022-05-01,28.004870129870135
2022-06-01,21.557761732851983
2022-07-01,15.96048109965636
2022-08-01,14.379256965944274
2022-09-01,16.958466453674124
2022-10-01,18.84943181818182
2022-11-01,19.245165745856355
2022-12-01,17.110315186246417
2023-01-01,18.71943573667712
2023-02-01,19.298476454293628
2023-03-01,20.050824175824175
2023-04-01,21.078038674033152
2023-05-01,20.465097402597404
2023-06-01,17.96480144404332
2023-07-01,17.100515463917528
2023-08-01,12.325077399380806
2023-09-01,16.958466453674124
2023-10-01,19.79190340909091
2023-11-01,20.161602209944753
2023-12-01,19.962034383954155
2024-01-01,19.759404388714735
2024-02-01,23.893351800554015
2024-03-01,22.78502747252747
2024-04-01,23.827348066298345
2024-05-01,20.465097402597404
2024-06-01,19.162454873646208
2024-07-01,18.240549828178697
2024-08-01,16.43343653250774
2024-09-01,21.198083067092654
2024-10-01,22.619318181818183
2024-11-01,24.74378453038674
2024-12-01,22.813753581661892
2025-01-01,22.879310344827587
2025-02-01,26.650277008310248
2025-03-01,24.60782967032967
2025-04-01,31.158839779005525
2025-05-01,21.542207792207794
2025-06-01,37.12725631768953
2025-07-01,79.8024054982818
2025-08-01,102.70897832817339
2025-09-01,68.89376996805113
2025-10-01,43.35369318181818
2025-11-01,48.57113259668509
2025-12-01,54.182664756447
