date,portfolio tracker
2011-12-01,11.916351606805293
2012-01-01,9.533081285444235
2012-02-01,13.650812064965198
2012-03-01,12.964010282776348
2012-04-01,12.252186588921282
2012-05-01,9.748067010309278
2012-06-01,7.409949622166245
2012-07-01,10.305858310626702
2012-08-01,9.048444976076555
2012-09-01,18.702225130890053
2012-10-01,14.52716049382716
2012-11-01,10.84516129032258
2012-12-01,9.533081285444235
2013-01-01,13.505198487712665
2013-02-01,12.675754060324827
2013-03-01,14.04434447300771
2013-04-01,12.252186588921282
2013-05-01,14.080541237113401
2013-06-01,12.70277078085642
2013-07-01,16.03133514986376
2013-08-01,10.053827751196172
2013-09-01,18.702225130890053
2013-10-01,17.640123456790125
2013-11-01,16.26774193548387
2013-12-01,11.916351606805293
2014-01-01,11.916351606805293
2014-02-01,19.501160092807424
2014-03-01,17.285347043701798
2014-04-01,17.153061224489793
2014-05-01,15.163659793814432
2014-06-01,9.527078085642316
2014-07-01,17.17643051771117
2014-08-01,10.053827751196172
2014-09-01,9.901178010471204
2014-10-01,12.451851851851853
2014-11-01,12.65268817204301
2014-12-01,12.710775047258979
2015-01-01,8.738657844990549
2015-02-01,12.675754060324827
2015-03-01,12.964010282776348
2015-04-01,14.702623906705536
2015-05-01,15.163659793814432
2015-06-01,13.761335012594456
2015-07-01,13.741144414168936
2015-08-01,11.05921052631579
2015-09-01,9.901178010471204
2015-10-01,10.376543209876543
2015-11-01,10.84516129032258
2015-12-01,9.533081285444235
2016-01-01,8.738657844990549
2016-02-01,8.775522041763342
2016-03-01,12.964010282776348
2016-04-01,13.47740524781341
2016-05-01,7.581829896907216
2016-06-01,11.644206549118385
2016-07-01,11.450953678474114
2016-08-01,9.048444976076555
2016-09-01,9.901178010471204
2016-10-01,5.188271604938271
2016-11-01,11.748924731182795
2016-12-01,8.738657844990549
2017-01-01,9.533081285444235
2017-02-01,15.60092807424594
2017-03-01,16.205012853470436
2017-04-01,14.702623906705536
2017-05-01,15.163659793814432
2017-06-01,16.93702770780856
2017-07-01,21.756811989100818
2017-08-01,18.09688995215311
2017-09-01,19.80235602094241
2017-10-01,22.828395061728394
2017-11-01,23.49784946236559
2017-12-01,32.571361058601134
2018-01-01,38.92674858223062
2018-02-01,23.40139211136891
2018-03-01,22.68701799485861
2018-04-01,19.60349854227405
2018-05-01,17.329896907216494
2018-06-01,14.81989924433249
2018-07-01,13.741144414168936
2018-08-01,13.069976076555022
2018-09-01,12.101439790575917
2018-10-01,10.376543209876543
2018-11-01,6.326344086021505
2018-12-01,10.32750472589792
2019-01-01,10.32750472589792
2019-02-01,13.650812064965198
2019-03-01,11.883676092544986
2019-04-01,12.252186588921282
2019-05-01,11.91430412371134
2019-06-01,13.761335012594456
2019-07-01,10.305858310626702
2019-08-01,8.043062200956937
2019-09-01,12.101439790575917
2019-10-01,9.338888888888889
2019-11-01,8.133870967741935
2019-12-01,8.738657844990549
2020-01-01,10.32750472589792
2020-02-01,15.60092807424594
2020-03-01,27.008354755784058
2020-04-01,26.95481049562682
2020-05-01,21.662371134020617
2020-06-01,20.112720403022667
2020-07-01,22.90190735694823
2020-08-01,21.11303827751196
2020-09-01,17.602094240837697
2020-10-01,15.564814814814815
2020-11-01,16.26774193548387
2020-12-01,15.094045368620037
2021-01-01,20.65500945179584
2021-02-01,36.07714617169374
2021-03-01,29.169023136246782
2021-04-01,41.657434402332356
2021-05-01,40.07538659793814
2021-06-01,27.522670025188912
2021-07-01,24.04700272479564
2021-08-01,28.15071770334928
2021-09-01,34.10405759162304
2021-10-01,41.50617283950617
2021-11-01,39.76559139784946
2021-12-01,36.54347826086956
2022-01-01,31.776937618147446
2022-02-01,32.17691415313225
2022-03-01,31.32969151670951
2022-04-01,34.306122448979586
2022-05-01,24.91172680412371
2022-06-01,25.40554156171284
2022-07-01,28.627384196185286
2022-08-01,27.145334928229662
2022-09-01,22.002617801047123
2022-10-01,21.79074074074074
2022-11-01,20.786559139784945
2022-12-01,15.888468809073723
2023-01-01,15.888468809073723
2023-02-01,19.501160092807424
2023-03-01,20.526349614395883
2023-04-01,22.053935860058306
2023-05-01,17.329896907216494
2023-06-01,21.171284634760703
2023-07-01,20.611716621253404
2023-08-01,20.107655502392344
2023-09-01,15.401832460732985
2023-10-01,14.52716049382716
2023-11-01,19.88279569892473
2023-12-01,18.27173913043478
2024-01-01,18.27173913043478
2024-02-01,27.301624129930396
2024-03-01,30.249357326478147
2024-04-01,26.95481049562682
2024-05-01,22.745489690721648
2024-06-01,22.229848866498735
2024-07-01,25.19209809264305
2024-08-01,21.11303827751196
2024-09-01,19.80235602094241
2024-10-01,20.753086419753085
2024-11-01,22.594086021505376
2024-12-01,25.421550094517958
2025-01-01,25.421550094517958
2025-02-01,31.20185614849188
2025-03-01,23.767352185089972
2025-04-01,30.6304664723032
2025-05-01,28.161082474226802
2025-06-01,29.63979848866498
2025-07-01,49.23910081743869
2025-08-01,38.20454545454545
2025-09-01,44.005235602094245
2025-10-01,40.468518518518515
2025-11-01,46.99569892473118
2025-12-01,79.44234404536861
