date,S&P 500
2011-12-01,3.032570422535212
2012-01-01,4.190997566909975
2012-02-01,4.05771495877503
2012-03-01,3.448448448448448
2012-04-01,3.3974358974358974
2012-05-01,3.1432481751824817
2012-06-01,3.1432481751824817
2012-07-01,3.120471014492754
2012-08-01,2.9801038062283736
2012-09-01,3.2872137404580153
2012-10-01,3.032570422535212
2012-11-01,3.1432481751824817
2012-12-01,3.032570422535212
2013-01-01,5.238746958637469
2013-02-01,4.05771495877503
2013-03-01,4.31056056056056
2013-04-01,4.246794871794871
2013-05-01,5.238746958637469
2013-06-01,4.190997566909975
2013-07-01,4.1606280193236715
2013-08-01,3.9734717416378316
2013-09-01,4.38295165394402
2013-10-01,5.054284037558686
2013-11-01,5.238746958637469
2013-12-01,5.054284037558686
2014-01-01,5.238746958637469
2014-02-01,5.072143698468787
2014-03-01,4.31056056056056
2014-04-01,5.096153846153846
2014-05-01,5.238746958637469
2014-06-01,5.238746958637469
2014-07-01,5.200785024154589
2014-08-01,5.960207612456747
2014-09-01,6.574427480916031
2014-10-01,8.086854460093898
2014-11-01,6.286496350364963
2014-12-01,7.075997652582161
2015-01-01,8.38199513381995
2015-02-01,7.101001177856302
2015-03-01,6.034784784784784
2015-04-01,5.94551282051282
2015-05-01,6.286496350364963
2015-06-01,6.286496350364963
2015-07-01,8.321256038647343
2015-08-01,11.920415224913494
2015-09-01,10.95737913486005
2015-10-01,9.097711267605636
2015-11-01,7.334245742092457
2015-12-01,8.086854460093898
2016-01-01,12.572992700729927
2016-02-01,11.158716136631332
2016-03-01,8.62112112112112
2016-04-01,7.644230769230769
2016-05-01,8.38199513381995
2016-06-01,11.525243309002432
2016-07-01,9.361413043478262
2016-08-01,7.946943483275663
2016-09-01,7.670165394402035
2016-10-01,7.075997652582161
2016-11-01,11.525243309002432
2016-12-01,9.097711267605636
2017-01-01,9.429744525547445
2017-02-01,10.144287396937575
2017-03-01,9.483233233233232
2017-04-01,7.644230769230769
2017-05-01,10.477493917274938
2017-06-01,9.429744525547445
2017-07-01,9.361413043478262
2017-08-01,9.93367935409458
2017-09-01,9.861641221374045
2017-10-01,9.097711267605636
2017-11-01,9.429744525547445
2017-12-01,11.11942488262911
2018-01-01,14.668491484184914
2018-02-01,21.303003533568905
2018-03-01,12.931681681681681
2018-04-01,12.740384615384615
2018-05-01,12.572992700729927
2018-06-01,12.572992700729927
2018-07-01,13.522041062801932
2018-08-01,12.913783160322952
2018-09-01,12.053117048346055
2018-10-01,18.19542253521127
2018-11-01,14.668491484184914
2018-12-01,20.217136150234744
2019-01-01,16.7639902676399
2019-02-01,14.202002355712604
2019-03-01,11.207457457457457
2019-04-01,11.89102564102564
2019-05-01,16.7639902676399
2019-06-01,14.668491484184914
2019-07-01,14.56219806763285
2019-08-01,18.8739907727797
2019-09-01,14.244592875318066
2019-10-01,16.173708920187796
2019-11-01,13.62074209245742
2019-12-01,14.151995305164322
2020-01-01,17.811739659367394
2020-02-01,24.34628975265018
2020-03-01,56.037287287287285
2020-04-01,31.42628205128205
2020-05-01,27.24148418491484
2020-06-01,31.432481751824813
2020-07-01,26.003925120772948
2020-08-01,23.84083044982699
2020-09-01,27.393447837150127
2020-10-01,22.23884976525822
2020-11-01,23.050486618004864
2020-12-01,22.23884976525822
2021-01-01,23.050486618004864
2021-02-01,23.331861012956423
2021-03-01,21.552802802802802
2021-04-01,18.685897435897434
2021-05-01,22.00273722627737
2021-06-01,20.954987834549875
2021-07-01,20.803140096618357
2021-08-01,19.86735870818916
2021-09-01,23.010496183206104
2021-10-01,19.206279342723008
2021-11-01,20.954987834549875
2021-12-01,22.23884976525822
2022-01-01,31.432481751824813
2022-02-01,30.432862190812724
2022-03-01,23.277027027027025
2022-04-01,19.53525641025641
2022-05-01,36.67122871046228
2022-06-01,34.575729927007295
2022-07-01,28.08423913043478
2022-08-01,26.820934256055363
2022-09-01,31.776399491094146
2022-10-01,29.31484741784038
2022-11-01,25.145985401459853
2022-12-01,24.260563380281695
2023-01-01,27.24148418491484
2023-02-01,27.389575971731453
2023-03-01,24.139139139139136
2023-04-01,19.53525641025641
2023-05-01,25.145985401459853
2023-06-01,27.24148418491484
2023-07-01,26.003925120772948
2023-08-01,24.834198385236448
2023-09-01,23.010496183206104
2023-10-01,24.260563380281695
2023-11-01,27.24148418491484
2023-12-01,28.303990610328643
2024-01-01,30.38473236009732
2024-02-01,29.418433451118965
2024-03-01,23.277027027027025
2024-04-01,23.78205128205128
2024-05-01,28.28923357664233
2024-06-01,26.193734793187346
2024-07-01,31.204710144927535
2024-08-01,37.7479815455594
2024-09-01,32.87213740458015
2024-10-01,29.31484741784038
2024-11-01,35.62347931873479
2024-12-01,30.325704225352116
2025-01-01,36.67122871046228
2025-02-01,38.54829210836279
2025-03-01,44.829829829829826
2025-04-01,84.93589743589743
2025-05-01,46.10097323600973
2025-06-01,46.10097323600973
2025-07-01,53.04800724637681
2025-08-01,44.701557093425606
2025-09-01,44.925254452926204
2025-10-01,47.51026995305165
2025-11-01,46.10097323600973
2025-12-01,48.52112676056339
