date,brokerage account
2013-12-01,9.341479972844535
2014-01-01,12.517218973359325
2014-02-01,13.543307086614172
2014-03-01,12.766070245195493
2014-04-01,12.85057471264368
2014-05-01,11.466666666666665
2014-06-01,14.230708035003977
2014-07-01,12.231111111111112
2014-08-01,11.363363363363362
2014-09-01,13.675840978593271
2014-10-01,12.5662100456621
2014-11-01,12.5662100456621
2014-12-01,12.143923964697896
2015-01-01,13.411306042884991
2015-02-01,14.446194225721785
2015-03-01,14.589794565937707
2015-04-01,15.816091954022989
2015-05-01,14.906666666666665
2015-06-01,15.325377883850436
2015-07-01,16.30814814814815
2015-08-01,15.495495495495494
2015-09-01,13.675840978593271
2015-10-01,13.61339421613394
2015-11-01,11.519025875190259
2015-12-01,11.209775967413442
2016-01-01,12.517218973359325
2016-02-01,12.640419947506562
2016-03-01,12.766070245195493
2016-04-01,13.839080459770114
2016-05-01,13.759999999999998
2016-06-01,14.230708035003977
2016-07-01,13.250370370370371
2016-08-01,12.396396396396394
2016-09-01,12.623853211009173
2016-10-01,12.5662100456621
2016-11-01,13.61339421613394
2016-12-01,13.07807196198235
2017-01-01,15.199480181936323
2017-02-01,17.15485564304462
2017-03-01,18.237243207422132
2017-04-01,17.79310344827586
2017-05-01,19.493333333333332
2017-06-01,18.609387430389816
2017-07-01,19.36592592592593
2017-08-01,18.59459459459459
2017-09-01,18.93577981651376
2017-10-01,19.896499238964992
2017-11-01,18.849315068493148
2017-12-01,19.617107942973526
2018-01-01,22.35217673814165
2018-02-01,19.863517060367453
2018-03-01,18.237243207422132
2018-04-01,18.7816091954023
2018-05-01,19.493333333333332
2018-06-01,19.704057279236274
2018-07-01,19.36592592592593
2018-08-01,21.69369369369369
2018-09-01,21.039755351681958
2018-10-01,20.943683409436833
2018-11-01,16.754946727549466
2018-12-01,16.814663951120163
2019-01-01,19.669915529564655
2019-02-01,18.96062992125984
2019-03-01,19.14910536779324
2019-04-01,20.758620689655174
2019-05-01,21.78666666666666
2019-06-01,21.893396976929193
2019-07-01,21.404444444444444
2019-08-01,19.627627627627625
2019-09-01,18.93577981651376
2019-10-01,20.943683409436833
2019-11-01,20.943683409436833
2019-12-01,20.551255940257978
2020-01-01,25.03443794671865
2020-02-01,27.989501312335957
2020-03-01,48.32869449966866
2020-04-01,37.5632183908046
2020-05-01,33.25333333333333
2020-06-01,35.02943516308671
2020-07-01,32.6162962962963
2020-08-01,34.09009009009009
2020-09-01,31.559633027522935
2020-10-01,30.368340943683407
2020-11-01,28.273972602739725
2020-12-01,34.56347589952478
2021-01-01,66.16244314489929
2021-02-01,65.91076115485565
2021-03-01,38.29821073558648
2021-04-01,37.5632183908046
2021-05-01,40.133333333333326
2021-06-01,36.12410501193317
2021-07-01,33.635555555555555
2021-08-01,30.990990990990987
2021-09-01,31.559633027522935
2021-10-01,32.46270928462709
2021-11-01,35.604261796042614
2021-12-01,28.958587915818057
2022-01-01,37.551656920077974
2022-02-01,36.115485564304464
2022-03-01,35.562624254473164
2022-04-01,38.55172413793103
2022-05-01,35.54666666666666
2022-06-01,32.84009546539379
2022-07-01,31.59703703703704
2022-08-01,36.15615615615615
2022-09-01,31.559633027522935
2022-10-01,33.50989345509893
2022-11-01,33.50989345509893
2022-12-01,28.958587915818057
2023-01-01,33.97530864197531
2023-02-01,36.115485564304464
2023-03-01,46.50497017892644
2023-04-01,37.5632183908046
2023-05-01,41.279999999999994
2023-06-01,41.59745425616547
2023-07-01,42.80888888888889
2023-08-01,40.28828828828828
2023-09-01,37.87155963302752
2023-10-01,35.604261796042614
2023-11-01,38.74581430745814
2023-12-01,43.904955872369314
2024-01-01,53.645224171539965
2024-02-01,56.881889763779526
2024-03-01,59.271040424121935
2024-04-01,52.39080459770115
2024-05-01,57.33333333333333
2024-06-01,56.922832140015906
2024-07-01,54.02074074074074
2024-08-01,50.61861861861861
2024-09-01,50.49541284403669
2024-10-01,56.54794520547945
2024-11-01,61.78386605783866
2024-12-01,61.653767820773936
2025-01-01,67.95061728395062
2025-02-01,64.10498687664042
2025-03-01,57.44731610337972
2025-04-01,68.20689655172414
2025-05-01,59.62666666666666
2025-06-01,70.05887032617342
2025-07-01,81.54074074074074
2025-08-01,83.67567567567566
2025-09-01,89.41896024464832
2025-10-01,90.05783866057838
2025-11-01,84.82191780821917
2025-12-01,93.41479972844536
