date,recession
2009-11-01,22.37654320987654
2009-12-01,18.949876998769984
2010-01-01,16.35830324909747
2010-02-01,16.8997668997669
2010-03-01,12.457044673539519
2010-04-01,12.752858399296395
2010-05-01,13.267173423423424
2010-06-01,12.54325259515571
2010-07-01,11.754215304798963
2010-08-01,13.086642599277976
2010-09-01,17.708333333333336
2010-10-01,13.299266247379453
2010-11-01,13.222502805836138
2010-12-01,12.261685116851167
2011-01-01,10.905535499398313
2011-02-01,11.618589743589743
2011-03-01,9.342783505154639
2011-04-01,9.564643799472297
2011-05-01,10.205518018018019
2011-06-01,10.45271049596309
2011-07-01,11.754215304798963
2011-08-01,19.629963898916962
2011-09-01,16.666666666666668
2011-10-01,14.249213836477987
2011-11-01,13.222502805836138
2011-12-01,12.261685116851167
2012-01-01,9.814981949458481
2012-02-01,10.562354312354312
2012-03-01,7.007087628865979
2012-04-01,9.564643799472297
2012-05-01,10.205518018018019
2012-06-01,8.362168396770473
2012-07-01,9.40337224383917
2012-08-01,7.633874849578819
2012-09-01,11.458333333333334
2012-10-01,10.449423480083857
2012-11-01,12.205387205387204
2012-12-01,8.917589175891758
2013-01-01,7.633874849578819
2013-02-01,8.44988344988345
2013-03-01,6.2285223367697595
2013-04-01,7.1734828496042224
2013-05-01,8.164414414414415
2013-06-01,5.226355247981545
2013-07-01,5.877107652399482
2013-08-01,5.452767749699157
2013-09-01,6.25
2013-10-01,7.599580712788259
2013-11-01,8.13692480359147
2013-12-01,7.802890528905288
2014-01-01,6.543321299638988
2014-02-01,7.393648018648018
2014-03-01,5.44995704467354
2014-04-01,7.1734828496042224
2014-05-01,8.164414414414415
2014-06-01,6.271626297577855
2014-07-01,5.877107652399482
2014-08-01,5.452767749699157
2014-09-01,7.291666666666667
2014-10-01,7.599580712788259
2014-11-01,9.154040404040403
2014-12-01,7.802890528905288
2015-01-01,6.543321299638988
2015-02-01,7.393648018648018
2015-03-01,6.2285223367697595
2015-04-01,7.1734828496042224
2015-05-01,8.164414414414415
2015-06-01,5.226355247981545
2015-07-01,5.877107652399482
2015-08-01,6.543321299638988
2015-09-01,8.333333333333334
2015-10-01,8.549528301886792
2015-11-01,9.154040404040403
2015-12-01,8.917589175891758
2016-01-01,10.905535499398313
2016-02-01,12.674825174825173
2016-03-01,7.007087628865979
2016-04-01,9.564643799472297
2016-05-01,10.205518018018019
2016-06-01,8.362168396770473
2016-07-01,7.052529182879377
2016-08-01,5.452767749699157
2016-09-01,8.333333333333334
2016-10-01,9.499475890985323
2016-11-01,11.18827160493827
2016-12-01,8.917589175891758
2017-01-01,8.72442839951865
2017-02-01,9.50611888111888
2017-03-01,7.007087628865979
2017-04-01,7.970536499560247
2017-05-01,9.184966216216216
2017-06-01,6.271626297577855
2017-07-01,5.877107652399482
2017-08-01,5.452767749699157
2017-09-01,7.291666666666667
2017-10-01,7.599580712788259
2017-11-01,9.154040404040403
2017-12-01,8.917589175891758
2018-01-01,8.72442839951865
2018-02-01,10.562354312354312
2018-03-01,7.007087628865979
2018-04-01,8.767590149516272
2018-05-01,10.205518018018019
2018-06-01,10.45271049596309
2018-07-01,10.578793774319067
2018-08-01,9.814981949458481
2018-09-01,10.416666666666668
2018-10-01,12.349318658280922
2018-11-01,12.205387205387204
2018-12-01,21.179274292742925
2019-01-01,15.267749699157639
2019-02-01,12.674825174825173
2019-03-01,10.89991408934708
2019-04-01,11.158751099384345
2019-05-01,12.246621621621621
2019-06-01,11.4979815455594
2019-07-01,12.92963683527886
2019-08-01,51.25601684717207
2019-09-01,21.875
2019-10-01,17.099056603773583
2019-11-01,14.239618406285071
2019-12-01,13.376383763837637
2020-01-01,11.996089049338146
2020-02-01,17.95600233100233
2020-03-01,56.83526632302406
2020-04-01,28.69393139841689
2020-05-01,19.390484234234236
2020-06-01,16.724336793540946
2020-07-01,11.754215304798963
2020-08-01,10.905535499398313
2020-09-01,11.458333333333334
2020-10-01,9.499475890985323
2020-11-01,11.18827160493827
2020-12-01,8.917589175891758
2021-01-01,7.633874849578819
2021-02-01,8.44988344988345
2021-03-01,6.2285223367697595
2021-04-01,6.376429199648197
2021-05-01,8.164414414414415
2021-06-01,5.226355247981545
2021-07-01,5.877107652399482
2021-08-01,5.452767749699157
2021-09-01,7.291666666666667
2021-10-01,8.549528301886792
2021-11-01,8.13692480359147
2021-12-01,7.802890528905288
2022-01-01,9.814981949458481
2022-02-01,12.674825174825173
2022-03-01,17.90700171821306
2022-04-01,33.47625329815304
2022-05-01,53.068693693693696
2022-06-01,104.52710495963092
2022-07-01,97.55998702983139
2022-08-01,38.1693742478941
2022-09-01,32.29166666666667
2022-10-01,39.89779874213836
2022-11-01,32.54769921436588
2022-12-01,30.09686346863468
2023-01-01,30.535499398315277
2023-02-01,24.293414918414918
2023-03-01,21.02126288659794
2023-04-01,19.926341248900616
2023-05-01,26.534346846846848
2023-06-01,17.769607843137255
2023-07-01,15.280479896238651
2023-08-01,17.4488567990373
2023-09-01,16.666666666666668
2023-10-01,16.14910901467505
2023-11-01,15.256734006734005
2023-12-01,14.491082410824106
2024-01-01,13.086642599277976
2024-02-01,16.8997668997669
2024-03-01,10.121348797250858
2024-04-01,11.95580474934037
2024-05-01,13.267173423423424
2024-06-01,10.45271049596309
2024-07-01,11.754215304798963
2024-08-01,29.444945848375447
2024-09-01,16.666666666666668
2024-10-01,11.399371069182388
2024-11-01,14.239618406285071
2024-12-01,12.261685116851167
2025-01-01,10.905535499398313
2025-02-01,16.8997668997669
2025-03-01,38.928264604811
2025-04-01,46.22911169744943
2025-05-01,20.411036036036037
2025-06-01,13.58852364475202
2025-07-01,16.455901426718547
2025-08-01,15.267749699157639
2025-09-01,16.666666666666668
2025-10-01,16.14910901467505
2025-11-01,18.308080808080806
2025-12-01,16.720479704797047
