date,penny stocks
2012-03-01,13.246527777777779
2012-04-01,13.822463768115941
2012-05-01,14.90234375
2012-06-01,12.674418604651164
2012-07-01,12.184959349593498
2012-08-01,13.000309789343248
2012-09-01,14.96078431372549
2012-10-01,14.12962962962963
2012-11-01,15.595911949685535
2012-12-01,9.474337748344372
2013-01-01,10.179597701149426
2013-02-01,10.231800766283524
2013-03-01,10.597222222222221
2013-04-01,11.979468599033817
2013-05-01,14.90234375
2013-06-01,13.73062015503876
2013-07-01,14.400406504065042
2013-08-01,14.182156133828999
2013-09-01,14.96078431372549
2013-10-01,15.307098765432098
2013-11-01,17.995283018867923
2013-12-01,18.948675496688743
2014-01-01,21.14224137931035
2014-02-01,20.463601532567047
2014-03-01,26.493055555555557
2014-04-01,19.35144927536232
2014-05-01,15.895833333333334
2014-06-01,14.786821705426359
2014-07-01,13.29268292682927
2014-08-01,13.000309789343248
2014-09-01,17.454248366013072
2014-10-01,14.12962962962963
2014-11-01,16.79559748427673
2014-12-01,24.212196467991173
2015-01-01,11.745689655172416
2015-02-01,10.231800766283524
2015-03-01,13.246527777777779
2015-04-01,11.979468599033817
2015-05-01,10.928385416666668
2015-06-01,12.674418604651164
2015-07-01,12.184959349593498
2015-08-01,15.364002478314749
2015-09-01,16.20751633986928
2015-10-01,14.12962962962963
2015-11-01,13.196540880503145
2015-12-01,11.579746136865344
2016-01-01,8.613505747126439
2016-02-01,8.770114942528735
2016-03-01,11.480324074074074
2016-04-01,12.900966183574878
2016-05-01,13.908854166666668
2016-06-01,12.674418604651164
2016-07-01,14.400406504065042
2016-08-01,13.000309789343248
2016-09-01,12.467320261437909
2016-10-01,11.774691358024691
2016-11-01,17.995283018867923
2016-12-01,18.948675496688743
2017-01-01,18.793103448275865
2017-02-01,19.732758620689655
2017-03-01,19.42824074074074
2017-04-01,18.429951690821255
2017-05-01,17.8828125
2017-06-01,22.180232558139537
2017-07-01,21.04674796747968
2017-08-01,21.2732342007435
2017-09-01,19.947712418300654
2017-10-01,21.194444444444443
2017-11-01,22.794025157232703
2017-12-01,30.52842163355409
2018-01-01,25.840517241379313
2018-02-01,17.54022988505747
2018-03-01,17.662037037037038
2018-04-01,15.665458937198068
2018-05-01,15.895833333333334
2018-06-01,13.73062015503876
2018-07-01,15.508130081300816
2018-08-01,17.72769516728625
2018-09-01,21.194444444444443
2018-10-01,18.839506172839506
2018-11-01,11.99685534591195
2018-12-01,10.527041942604857
2019-01-01,12.52873563218391
2019-02-01,10.96264367816092
2019-03-01,10.597222222222221
2019-04-01,11.057971014492754
2019-05-01,10.928385416666668
2019-06-01,11.618217054263567
2019-07-01,12.184959349593498
2019-08-01,11.8184634448575
2019-09-01,11.220588235294118
2019-10-01,10.597222222222221
2019-11-01,11.99685534591195
2019-12-01,10.527041942604857
2020-01-01,13.311781609195403
2020-02-01,12.424329501915707
2020-03-01,25.609953703703702
2020-04-01,31.330917874396135
2020-05-01,28.811197916666668
2020-06-01,43.304263565891475
2020-07-01,32.123983739837406
2020-08-01,29.546158612143746
2020-09-01,21.194444444444443
2020-10-01,17.662037037037038
2020-11-01,21.59433962264151
2020-12-01,29.475717439293604
2021-01-01,53.24712643678161
2021-02-01,73.08429118773945
2021-03-01,29.14236111111111
2021-04-01,31.330917874396135
2021-05-01,33.778645833333336
2021-06-01,22.180232558139537
2021-07-01,14.400406504065042
2021-08-01,13.000309789343248
2021-09-01,12.467320261437909
2021-10-01,15.307098765432098
2021-11-01,14.39622641509434
2021-12-01,9.474337748344372
2022-01-01,7.047413793103449
2022-02-01,5.846743295019157
2022-03-01,7.064814814814815
2022-04-01,6.450483091787439
2022-05-01,5.9609375
2022-06-01,6.337209302325582
2022-07-01,6.646341463414635
2022-08-01,7.091078066914499
2022-09-01,6.233660130718954
2022-10-01,5.887345679012346
2022-11-01,5.998427672955975
2022-12-01,5.2635209713024285
2023-01-01,4.698275862068966
2023-02-01,5.115900383141762
2023-03-01,4.4155092592592595
2023-04-01,4.607487922705314
2023-05-01,5.9609375
2023-06-01,6.337209302325582
2023-07-01,6.646341463414635
2023-08-01,5.90923172242875
2023-09-01,6.233660130718954
2023-10-01,5.887345679012346
2023-11-01,5.998427672955975
2023-12-01,6.316225165562915
2024-01-01,5.481321839080461
2024-02-01,6.577586206896552
2024-03-01,7.064814814814815
2024-04-01,5.528985507246377
2024-05-01,6.954427083333334
2024-06-01,6.337209302325582
2024-07-01,6.646341463414635
2024-08-01,5.90923172242875
2024-09-01,6.233660130718954
2024-10-01,7.064814814814815
2024-11-01,10.797169811320755
2024-12-01,9.474337748344372
2025-01-01,7.047413793103449
2025-02-01,5.115900383141762
2025-03-01,5.298611111111111
2025-04-01,5.528985507246377
2025-05-01,6.954427083333334
2025-06-01,7.393410852713179
2025-07-01,15.508130081300816
2025-08-01,10.63661710037175
2025-09-01,9.973856209150327
2025-10-01,11.774691358024691
2025-11-01,8.397798742138365
2025-12-01,8.421633554083886
