date,day trading
2010-05-01,20.08880994671403
2010-06-01,17.44736842105263
2010-07-01,16.332129963898915
2010-08-01,15.914634146341465
2010-09-01,18.02390438247012
2010-10-01,17.70645792563601
2010-11-01,14.394545454545453
2010-12-01,14.77787456445993
2011-01-01,19.56132075471698
2011-02-01,18.55546875
2011-03-01,18.461340206185568
2011-04-01,18.211016949152544
2011-05-01,18.07992895204263
2011-06-01,17.44736842105263
2011-07-01,17.352888086642597
2011-08-01,22.28048780487805
2011-09-01,20.276892430278885
2011-10-01,17.70645792563601
2011-11-01,15.422727272727272
2011-12-01,14.77787456445993
2012-01-01,15.115566037735848
2012-02-01,16.78828125
2012-03-01,15.54639175257732
2012-04-01,15.335593220338984
2012-05-01,19.08436944937833
2012-06-01,14.368421052631577
2012-07-01,13.269855595667869
2012-08-01,13.792682926829269
2012-09-01,14.644422310756973
2012-10-01,13.279843444227007
2012-11-01,12.338181818181816
2012-12-01,11.822299651567944
2013-01-01,13.337264150943396
2013-02-01,13.25390625
2013-03-01,13.603092783505154
2013-04-01,13.418644067796611
2013-05-01,15.066607460035522
2013-06-01,13.342105263157894
2013-07-01,13.269855595667869
2013-08-01,13.792682926829269
2013-09-01,14.644422310756973
2013-10-01,15.493150684931507
2013-11-01,15.422727272727272
2013-12-01,14.77787456445993
2014-01-01,16.8938679245283
2014-02-01,15.9046875
2014-03-01,16.5180412371134
2014-04-01,16.29406779661017
2014-05-01,15.066607460035522
2014-06-01,14.368421052631577
2014-07-01,13.269855595667869
2014-08-01,12.731707317073171
2014-09-01,15.770916334661356
2014-10-01,17.70645792563601
2014-11-01,13.366363636363635
2014-12-01,14.77787456445993
2015-01-01,14.226415094339622
2015-02-01,15.9046875
2015-03-01,14.574742268041238
2015-04-01,15.335593220338984
2015-05-01,16.071047957371224
2015-06-01,14.368421052631577
2015-07-01,15.311371841155232
2015-08-01,16.975609756097562
2015-09-01,18.02390438247012
2015-10-01,15.493150684931507
2015-11-01,13.366363636363635
2015-12-01,13.792682926829269
2016-01-01,15.115566037735848
2016-02-01,16.78828125
2016-03-01,17.489690721649485
2016-04-01,17.252542372881358
2016-05-01,17.075488454706925
2016-06-01,17.44736842105263
2016-07-01,17.352888086642597
2016-08-01,16.975609756097562
2016-09-01,16.89741035856574
2016-10-01,15.493150684931507
2016-11-01,18.507272727272724
2016-12-01,16.748257839721255
2017-01-01,17.783018867924525
2017-02-01,18.55546875
2017-03-01,17.489690721649485
2017-04-01,18.211016949152544
2017-05-01,19.08436944937833
2017-06-01,19.499999999999996
2017-07-01,19.394404332129962
2017-08-01,20.158536585365855
2017-09-01,19.150398406374503
2017-10-01,19.91976516634051
2017-11-01,20.563636363636363
2017-12-01,26.600174216027874
2018-01-01,28.452830188679243
2018-02-01,22.9734375
2018-03-01,20.40463917525773
2018-04-01,18.211016949152544
2018-05-01,19.08436944937833
2018-06-01,18.473684210526315
2018-07-01,21.435920577617324
2018-08-01,21.21951219512195
2018-09-01,23.656374501992033
2018-10-01,22.133072407045013
2018-11-01,20.563636363636363
2018-12-01,18.718641114982578
2019-01-01,20.450471698113205
2019-02-01,19.4390625
2019-03-01,20.40463917525773
2019-04-01,19.16949152542373
2019-05-01,20.08880994671403
2019-06-01,20.52631578947368
2019-07-01,19.394404332129962
2019-08-01,20.158536585365855
2019-09-01,19.150398406374503
2019-10-01,18.81311154598826
2019-11-01,18.507272727272724
2019-12-01,17.733449477351915
2020-01-01,24.007075471698112
2020-02-01,29.158593749999998
2020-03-01,53.44072164948454
2020-04-01,63.25932203389831
2020-05-01,55.244227353463586
2020-06-01,76.9736842105263
2020-07-01,56.14169675090252
2020-08-01,53.04878048780488
2020-09-01,50.692231075697215
2020-10-01,39.83953033268102
2020-11-01,39.07090909090909
2020-12-01,47.289198606271775
2021-01-01,78.24528301886792
2021-02-01,88.359375
2021-03-01,49.5541237113402
2021-04-01,46.00677966101695
2021-05-01,51.22646536412078
2021-06-01,45.157894736842096
2021-07-01,30.622743682310464
2021-08-01,29.707317073170735
2021-09-01,31.541832669322712
2021-10-01,37.62622309197652
2021-11-01,40.099090909090904
2021-12-01,28.570557491289197
2022-01-01,31.120283018867923
2022-02-01,30.042187499999997
2022-03-01,30.121134020618555
2022-04-01,29.71271186440678
2022-05-01,28.124333925399643
2022-06-01,23.605263157894733
2022-07-01,25.518953068592054
2022-08-01,30.76829268292683
2022-09-01,27.035856573705182
2022-10-01,26.559686888454014
2022-11-01,27.760909090909088
2022-12-01,23.644599303135887
2023-01-01,28.452830188679243
2023-02-01,27.39140625
2023-03-01,29.149484536082475
2023-04-01,26.837288135593223
2023-05-01,28.124333925399643
2023-06-01,27.71052631578947
2023-07-01,28.5812274368231
2023-08-01,28.646341463414636
2023-09-01,28.162350597609564
2023-10-01,24.34637964774951
2023-11-01,25.704545454545453
2023-12-01,27.585365853658537
2024-01-01,31.120283018867923
2024-02-01,34.46015625
2024-03-01,39.83762886597938
2024-04-01,35.4635593220339
2024-05-01,37.16429840142096
2024-06-01,35.921052631578945
2024-07-01,34.705776173285194
2024-08-01,37.13414634146341
2024-09-01,34.92131474103586
2024-10-01,33.199608610567516
2024-11-01,44.21181818181818
2024-12-01,47.289198606271775
2025-01-01,44.45754716981132
2025-02-01,40.645312499999996
2025-03-01,38.865979381443296
2025-04-01,45.04830508474576
2025-05-01,44.19538188277087
2025-06-01,55.42105263157894
2025-07-01,87.78519855595667
2025-08-01,72.14634146341464
2025-09-01,66.46314741035857
2025-10-01,74.14579256360079
2025-11-01,83.28272727272727
2025-12-01,89.65243902439023
