date,stock market
2012-10-01,8.548295454545455
2012-11-01,11.49570200573066
2012-12-01,8.306418219461698
2013-01-01,7.775193798449612
2013-02-01,7.939313984168866
2013-03-01,7.013986013986014
2013-04-01,7.856396866840731
2013-05-01,9.996677740863788
2013-06-01,9.484633569739954
2013-07-01,8.765293383270912
2013-08-01,7.573894282632147
2013-09-01,11.333333333333336
2013-10-01,12.347537878787879
2013-11-01,10.537726838586437
2013-12-01,9.34472049689441
2014-01-01,10.690891472868216
2014-02-01,10.585751978891821
2014-03-01,7.793317793317794
2014-04-01,9.602262837249782
2014-05-01,8.885935769656701
2014-06-01,8.29905437352246
2014-07-01,10.017478152309613
2014-08-01,8.655879180151025
2014-09-01,10.200000000000001
2014-10-01,13.297348484848484
2014-11-01,10.537726838586437
2014-12-01,12.459627329192546
2015-01-01,10.690891472868216
2015-02-01,10.585751978891821
2015-03-01,9.351981351981351
2015-04-01,9.602262837249782
2015-05-01,9.996677740863788
2015-06-01,10.670212765957448
2015-07-01,18.782771535580522
2015-08-01,27.049622437971955
2015-09-01,20.400000000000002
2015-10-01,12.347537878787879
2015-11-01,11.49570200573066
2015-12-01,11.421325051759833
2016-01-01,21.381782945736433
2016-02-01,14.996481970096745
2016-03-01,10.131313131313131
2016-04-01,10.475195822454308
2016-05-01,11.107419712070875
2016-06-01,17.783687943262414
2016-07-01,12.521847690387016
2016-08-01,9.737864077669904
2016-09-01,11.333333333333336
2016-10-01,9.49810606060606
2016-11-01,23.94937917860554
2016-12-01,12.459627329192546
2017-01-01,12.63468992248062
2017-02-01,11.467897977132806
2017-03-01,10.91064491064491
2017-04-01,11.348128807658833
2017-05-01,13.328903654485051
2017-06-01,13.041371158392437
2017-07-01,12.521847690387016
2017-08-01,12.983818770226538
2017-09-01,11.333333333333336
2017-10-01,11.397727272727273
2017-11-01,13.411652340019103
2017-12-01,14.53623188405797
2018-01-01,17.494186046511626
2018-02-01,33.52154793315743
2018-03-01,15.586635586635587
2018-04-01,16.585726718885986
2018-05-01,15.550387596899228
2018-06-01,15.412529550827424
2018-07-01,16.27840199750312
2018-08-01,15.147788565264294
2018-09-01,14.733333333333336
2018-10-01,24.695075757575758
2018-11-01,20.117478510028654
2018-12-01,34.2639751552795
2019-01-01,21.381782945736433
2019-02-01,14.996481970096745
2019-03-01,11.68997668997669
2019-04-01,13.093994778067884
2019-05-01,21.104097452934663
2019-06-01,17.783687943262414
2019-07-01,17.530586766541823
2019-08-01,25.967637540453076
2019-09-01,17.000000000000004
2019-10-01,15.196969696969697
2019-11-01,14.369627507163324
2019-12-01,16.612836438923395
2020-01-01,19.43798449612403
2020-02-01,30.875109938434477
2020-03-01,77.93317793317793
2020-04-01,41.027850304612706
2020-05-01,31.100775193798455
2020-06-01,41.495271867612296
2020-07-01,33.80898876404494
2020-08-01,24.885652642934197
2020-09-01,30.600000000000005
2020-10-01,23.745265151515152
2020-11-01,27.781279847182425
2020-12-01,25.957556935817806
2021-01-01,37.90406976744186
2021-02-01,30.875109938434477
2021-03-01,20.262626262626263
2021-04-01,20.07745865970409
2021-05-01,23.32558139534884
2021-06-01,22.52600472813239
2021-07-01,23.79151061173533
2021-08-01,17.31175836030205
2021-09-01,21.53333333333334
2021-10-01,18.046401515151516
2021-11-01,20.117478510028654
2021-12-01,25.957556935817806
2022-01-01,25.26937984496124
2022-02-01,25.582233948988566
2022-03-01,20.262626262626263
2022-04-01,20.07745865970409
2022-05-01,33.32225913621263
2022-06-01,32.01063829787234
2022-07-01,22.539325842696627
2022-08-01,19.47572815533981
2022-09-01,24.933333333333337
2022-10-01,18.99621212121212
2022-11-01,19.15950334288443
2022-12-01,18.68944099378882
2023-01-01,16.522286821705425
2023-02-01,15.878627968337732
2023-03-01,15.586635586635587
2023-04-01,13.96692776327241
2023-05-01,16.661129568106315
2023-06-01,17.783687943262414
2023-07-01,16.27840199750312
2023-08-01,15.147788565264294
2023-09-01,13.600000000000001
2023-10-01,15.196969696969697
2023-11-01,14.369627507163324
2023-12-01,16.612836438923395
2024-01-01,15.550387596899224
2024-02-01,14.996481970096745
2024-03-01,12.46930846930847
2024-04-01,13.96692776327241
2024-05-01,15.550387596899228
2024-06-01,15.412529550827424
2024-07-01,17.530586766541823
2024-08-01,31.377562028047468
2024-09-01,17.000000000000004
2024-10-01,15.196969696969697
2024-11-01,22.033428844317097
2024-12-01,19.72774327122153
2025-01-01,21.381782945736433
2025-02-01,22.053649956024625
2025-03-01,31.173271173271175
2025-04-01,64.5970409051349
2025-05-01,26.657807308970103
2025-06-01,27.268321513002366
2025-07-01,35.06117353308365
2025-08-01,27.049622437971955
2025-09-01,24.933333333333337
2025-10-01,26.59469696969697
2025-11-01,26.823304680038206
2025-12-01,25.957556935817806
